GeneName,Alias,FullName,PMID,Method,DiseaseModel,DiseaseName,DiseaseID,Fibrosis
SMAD3,,SMAD family member 3,28891814,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
SMAD3,,SMAD family member 3,20595680,Up Regulation,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
SMAD3,,SMAD family member 3,25041068,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
SMAD3,,SMAD family member 3,28743805,Inhibition/Up Regulation,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
SMAD4,,SMAD family member 4,26221756,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
SMAD4,,SMAD family member 4,22048127,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
SMAD4,,SMAD family member 4,16151019,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
SMAD4,,SMAD family member 4,17804724,Gene Knockout,Tumor Fibrosis,Fibrosis,MESH:D005355,anti
SMAD6,,SMAD family member 6,32022446,Gene Overexpression,Endometrial Fibrosis,adhesions of uterus,MONDO:0001809,anti
SMAD6,,SMAD family member 6,26507880,Gene Overexpression,Ocular Fibrosis,Fibrosis,MESH:D005355,anti
SMAD6,,SMAD family member 6,22283839,Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
SMAD6,,SMAD family member 6,22613712,RNAi,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
SMARCA4,BRG1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",27929112,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
SMARCA4,BRG1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",33650193,Gene Knockout/Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
SMARCA4,BRG1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",27601681,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
SNAI1,SNAIL,snail family transcriptional repressor 1,26236991,Gene Knockout/Gene Overexpression,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
SNAI1,SNAIL,snail family transcriptional repressor 1,26236989,Gene Knockout/Activation,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
SNAI1,SNAIL,snail family transcriptional repressor 1,19850962,Gene Overexpression/RNAi,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
SNAI2,,snail family transcriptional repressor 2,19850962,Gene Overexpression/RNAi,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
SNAI2,,snail family transcriptional repressor 2,31391462,RNAi,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
SNAI2,,snail family transcriptional repressor 2,31391462,RNAi,Mucosal Fibrosis,Fibrosis,MESH:D005355,anti
SP1,,Sp1 transcription factor,23633075,Down Regulation,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
SP1,,Sp1 transcription factor,19913614,Inhibition,Fibrotic Disorders,Fibrosis,MESH:D005355,pro
SP1,,Sp1 transcription factor,10618716,Gene Overexpression/Inhibition,Fibrotic Disorders,Fibrosis,MESH:D005355,pro
SP3,,Sp3 transcription factor,23123404,RNAi,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
SP1,,Sp1 transcription factor,32721022,RNAi,Ocular Fibrosis,Fibrosis,MESH:D005355,pro
SP3,,Sp3 transcription factor,32721022,RNAi,Ocular Fibrosis,Fibrosis,MESH:D005355,pro
SP1,,Sp1 transcription factor,17698844,Inhibition,Cutaneous Fibrosis,keloid,MONDO:0005348,pro
SP3,,Sp3 transcription factor,17698844,Inhibition,Cutaneous Fibrosis,keloid,MONDO:0005348,pro
SP1,,Sp1 transcription factor,16603733,RNAi,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
SP3,,Sp3 transcription factor,16603733,RNAi,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
STAT1,,signal transducer and activator of transcription 1,31629675,Up Regulation/Down Regulation,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
STAT1,,signal transducer and activator of transcription 1,31530714,RNAi,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
STAT1,,signal transducer and activator of transcription 1,28716119,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
STAT1,,signal transducer and activator of transcription 1,32695877,Inhibition,Fascial Fibrosis,Fibrosis,MESH:D005355,pro
STAT3,,signal transducer and activator of transcription 3,32098592,Gene Overexpression/Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
STAT3,,signal transducer and activator of transcription 3,30257954,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
STAT3,,signal transducer and activator of transcription 3,30050118,Gene Knockout/Activation/Inhibition,Skeletal Muscle Fibrosis,Fibrosis,MESH:D005355,pro
STAT3,,signal transducer and activator of transcription 3,29967195,Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
STAT3,,signal transducer and activator of transcription 3,26628621,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
STAT3,,signal transducer and activator of transcription 3,19096025,Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
STAT3,,signal transducer and activator of transcription 3,14566054,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
STAT5A,,signal transducer and activator of transcription 5,19332876,Gene Knockout/Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
STAT5A,,signal transducer and activator of transcription 5,32647323,Inhibition,Myelofibrosis,primary myelofibrosis,MONDO:0009692,pro
STAT5A,,signal transducer and activator of transcription 5,21725989,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
STAT5A,,signal transducer and activator of transcription 5,23813495,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
STAT5A,,signal transducer and activator of transcription 5,20162728,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
STAT5B,,signal transducer and activator of transcription 5,19332876,Gene Knockout/Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
STAT5B,,signal transducer and activator of transcription 5,32647323,Inhibition,Myelofibrosis,primary myelofibrosis,MONDO:0009692,pro
STAT5B,,signal transducer and activator of transcription 5,21725989,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
STAT5B,,signal transducer and activator of transcription 5,23813495,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
STAT5B,,signal transducer and activator of transcription 5,20162728,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
STAT6,,signal transducer and activator of transcription 6,26032813,Gene Knockout/Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
STAT6,,signal transducer and activator of transcription 6,28903780,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
STAT6,,signal transducer and activator of transcription 6,33313043,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
STAT6,,signal transducer and activator of transcription 6,33192584,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
TGFB1,,transforming growth factor beta 1,29988126,Gene Overexpression,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
TGFB1,,transforming growth factor beta 1,29195901,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
TGFB1,,transforming growth factor beta 1,30096654,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
TGFB2,,transforming growth factor beta 2,31217334,Activation/Inhibition,Cutaneous Fibrosis,keloid,MONDO:0005348,pro
TGFB2,,transforming growth factor beta 2,31992593,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
TGFB2,,transforming growth factor beta 2,29843955,Up Regulation,Cutaneous Fibrosis,keloid,MONDO:0005348,pro
TGFB3,,transforming growth factor beta 3,33269546,Direct Treatment,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
TGFB1,,transforming growth factor beta 1,33269546,Direct Treatment,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
TGFB3,,transforming growth factor beta 3,28148567,Activation,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
TGFBR1,ALK5,transforming growth factor beta receptor 1,28891814,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
TGFBR1,ALK5,transforming growth factor beta receptor 1,32848143,Inhibition/Up Regulation,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
TGFBR1,ALK5,transforming growth factor beta receptor 1,24088962,Up Regulation,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
TGFBR1,ALK5,transforming growth factor beta receptor 1,18202322,Inhibition,Vascular Fibrosis,atherosclerosis,MONDO:0005311,pro
TGFBR2,,transforming growth factor beta receptor 2,28891814,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
TGFBR2,,transforming growth factor beta receptor 2,23817022,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
TGFBR2,,transforming growth factor beta receptor 2,30566042,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
TGIF1,,TGFB induced factor homeobox 1,25979625,Down Regulation,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
TGIF1,,TGFB induced factor homeobox 1,32092824,Up Regulation/Down Regulation,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
TGIF1,,TGFB induced factor homeobox 1,33414721,RNAi,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
THBS1,TSP1,thrombospondin 1,24081879,Gene Knockout/Direct Treatment,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
THBS1,TSP1,thrombospondin 1,15927970,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
THBS1,TSP1,thrombospondin 1,18818405,Gene Knockout,Vascular Fibrosis,atherosclerosis,MONDO:0005311,anti
THBS1,TSP1,thrombospondin 1,29288716,Inhibition(Review),Fibrotic Disorders,Fibrosis,MESH:D005355,pro
THBS2,TSP2,thrombospondin 2,15996506,Gene Knockout(Review),Fibrotic Disorders,Fibrosis,MESH:D005355,pro/anti
THBS2,TSP2,thrombospondin 2,30876926,Gene Knockout,Cutaneous Fibrosis,keloid,MONDO:0005348,pro
THBS2,TSP2,thrombospondin 2,19805649,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
THBS2,TSP2,thrombospondin 2,22142808,Gene Knockout,Systemic Sclerosis,systemic sclerosis,MONDO:0005100,pro
THY1,CD90,Thy-1 cell surface antigen,31249375,Gene Overexpression/RNAi,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
THY1,CD90,Thy-1 cell surface antigen,32028169,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
THY1,CD90,Thy-1 cell surface antigen,26459603,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
THY1,CD90,Thy-1 cell surface antigen,15954895,Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
TIMP1,,TIMP metallopeptidase inhibitor 1,15364860,Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
TIMP1,,TIMP metallopeptidase inhibitor 1,9036925,Direct Treatment/Inhibition,Systemic Sclerosis,systemic sclerosis,MONDO:0005100,pro
TIMP1,,TIMP metallopeptidase inhibitor 1,27852133,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
TIMP2,,TIMP metallopeptidase inhibitor 2,23760282,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
TIMP3,tissue inhibitor of metalloproteinase-3,TIMP metallopeptidase inhibitor 3,23760282,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
TIMP2,,TIMP metallopeptidase inhibitor 2,24692173,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
TIMP2,,TIMP metallopeptidase inhibitor 2,21715326,Activation(Mutation),Fibrotic Disorders,Fibrosis,MESH:D005355,pro
TIMP3,tissue inhibitor of metalloproteinase-3,TIMP metallopeptidase inhibitor 3,27756793,Gene Knockout/Down Regulation,Vascular Fibrosis,atherosclerosis,MONDO:0005311,pro
TIMP3,tissue inhibitor of metalloproteinase-3,TIMP metallopeptidase inhibitor 3,19406980,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
TIMP3,tissue inhibitor of metalloproteinase-3,TIMP metallopeptidase inhibitor 3,22383695,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
TIMP3,tissue inhibitor of metalloproteinase-3,TIMP metallopeptidase inhibitor 3,11560951,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
TIMP4,tissue inhibitor of metalloproteinase-4,TIMP metallopeptidase inhibitor 4,24842912,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
TIMP4,tissue inhibitor of metalloproteinase-4,TIMP metallopeptidase inhibitor 4,20828387,Up Regulation/Down Regulation,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
TIMP4,tissue inhibitor of metalloproteinase-4,TIMP metallopeptidase inhibitor 4,28865712,Down Regulation,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
TNF,TNFa,tumor necrosis factor,28902427,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
TNF,TNFa,tumor necrosis factor,26053624,Gene Knockout/Direct Treatment/Inhibition,Skeletal Muscle Fibrosis,Fibrosis,MESH:D005355,anti
TNF,TNFa,tumor necrosis factor,19855130,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
TNF,TNFa,tumor necrosis factor,23431165,Direct Treatment/Inhibition,Fascial Fibrosis,Fibrosis,MESH:D005355,pro
TRAF6,,tumor necrosis factor receptor-associated factor 6,31222801,Gene Knockout/Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
TRAF6,,tumor necrosis factor receptor-associated factor 6,20100871,Inhibition,Vascular Fibrosis,atherosclerosis,MONDO:0005311,pro
TRAF6,,tumor necrosis factor receptor-associated factor 6,23791643,Gene Knockout,Intestinal Fibrosis,Fibrosis,MESH:D005355,anti
TWIST1,,twist family bHLH transcription factor 1,26236991,Gene Knockout/Gene Overexpression,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
TWIST1,,twist family bHLH transcription factor 1,32499481,Gene Overexpression/RNAi,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
TWIST1,,twist family bHLH transcription factor 1,31685313,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
TWIST1,,twist family bHLH transcription factor 1,31315922,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
TWIST1,,twist family bHLH transcription factor 1,27113414,Gene Knockout/Gene Overexpression/RNAi,Cutaneous Fibrosis,keloid,MONDO:0005348,pro
TXNDC5,,thioredoxin domain containing 5,29535165,Gene Knockout/Gene Overexpression/RNAi,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
TXNDC5,,thioredoxin domain containing 5,32848143,Gene Knockout/Gene Overexpression,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
TXNDC5,,thioredoxin domain containing 5,33465051,Gene Knockout/Gene Overexpression,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
VCAM1,,vascular cell adhesion molecule 1,33476308,Gene Knockout/Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
VCAM1,,vascular cell adhesion molecule 1,30202063,Gene Knockout,Skeletal Muscle Fibrosis,Fibrosis,MESH:D005355,pro
VCAM1,,vascular cell adhesion molecule 1,29222072,RNAi,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
VEGFA,,vascular endothelial growth factor A,28661183,Gene Knockout/Gene Overexpression,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro/anti
VEGFA,,vascular endothelial growth factor A,25043701,RNAi/Activation,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
VEGFA,,vascular endothelial growth factor A,26819373,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
VEGFC,,vascular endothelial growth factor C,29985167,Direct Treatment,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
VEGFC,,vascular endothelial growth factor C,11175851,Inhibition,Cutaneous Fibrosis,keloid,MONDO:0005348,anti
VEGFC,,vascular endothelial growth factor C,33039355,Gene Overexpression,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
VEGFC,,vascular endothelial growth factor C,30378108,Direct Treatment,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
VEGFC,,vascular endothelial growth factor C,30833548,Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
VEGFD,FIGF,vascular endothelial growth factor D,11175851,Inhibition,Cutaneous Fibrosis,keloid,MONDO:0005348,anti
VEGFD,FIGF,vascular endothelial growth factor D,27342876,Gene Overexpression,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
VEGFD,FIGF,vascular endothelial growth factor D,22932121,Direct Treatment/Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
VIM,,vimentin,25762200,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
VIM,,vimentin,31522982,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
VIM,,vimentin,33731433,Direct Treatment/Up Regulation,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
VIM,,vimentin,11124834,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
WWP2,,WW domain containing E3 ubiquitin protein ligase 2,31399586,Gene Knockout/RNAi,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
WWP2,,WW domain containing E3 ubiquitin protein ligase 2,32139900,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
WWP2,,WW domain containing E3 ubiquitin protein ligase 2,31621893,Gene Overexpression/RNAi,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
FOSL1,Fra-1,"FOS like 1, AP-1 transcription factor subunit",21480331,Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
FOSL1,Fra-1,"FOS like 1, AP-1 transcription factor subunit",23703832,Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
FOSL1,Fra-1,"FOS like 1, AP-1 transcription factor subunit",23758685,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
FOSL1,Fra-1,"FOS like 1, AP-1 transcription factor subunit",27134167,RNAi,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
HAS2,,hyaluronan synthase 2,33777961,Gene Overexpression/RNAi,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
HAS2,,hyaluronan synthase 2,31189722,Gene Knockout/Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
HAS2,,hyaluronan synthase 2,26987798,Gene Knockout/RNAi,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
HAS2,,hyaluronan synthase 2,21708929,Gene Knockout/Gene Overexpression,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
HMOX1,HO-1,heme oxygenase 1,29993075,Inhibition/Up Regulation,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
HMOX1,HO-1,heme oxygenase 1,27562817,Gene Knockout/Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
HMOX1,HO-1,heme oxygenase 1,25677389,Gene Knockout/Gene Overexpression,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
HMOX1,HO-1,heme oxygenase 1,21953613,Activation,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
HMOX1,HO-1,heme oxygenase 1,20404253,Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
CXCL8,IL8,C-X-C motif chemokine ligand 8,27444565,Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
CXCL8,IL8,C-X-C motif chemokine ligand 8,28529637,Inhibition(Review),Fibrotic Disorders,Fibrosis,MESH:D005355,pro
CXCL8,IL8,C-X-C motif chemokine ligand 8,28387853,Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
CXCL8,IL8,C-X-C motif chemokine ligand 8,23624000,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
PARP1,,poly(ADP-ribose) polymerase 1,32139900,Up Regulation/Down Regulation,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
PARP1,,poly(ADP-ribose) polymerase 1,31164820,Gene Knockout/Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
PARP1,,poly(ADP-ribose) polymerase 1,30323296,RNAi/Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
PARP1,,poly(ADP-ribose) polymerase 1,28239158,Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
PARP1,,poly(ADP-ribose) polymerase 1,17575013,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
NFE2L2,NRF2,"nuclear factor, erythroid 2 like 2",28132522,Activation,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
NFE2L2,NRF2,"nuclear factor, erythroid 2 like 2",30317545,RNAi,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
NFE2L2,NRF2,"nuclear factor, erythroid 2 like 2",33820760,Gene Overexpression/RNAi/Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
NFE2L2,NRF2,"nuclear factor, erythroid 2 like 2",33126057,Activation/Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
NFE2L2,NRF2,"nuclear factor, erythroid 2 like 2",33126057,Gene Knockout/Activation,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
SPP1,osteopontin/OPN,secreted phosphoprotein 1,31411676,Gene Knockout,Skeletal Muscle Fibrosis,Fibrosis,MESH:D005355,pro
SPP1,osteopontin/OPN,secreted phosphoprotein 1,28745329,Direct Treatment/Inhibition,Bone Marrow Fibrosis,primary myelofibrosis,MONDO:0009692,pro
SPP1,osteopontin/OPN,secreted phosphoprotein 1,28595626,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
SPP1,osteopontin/OPN,secreted phosphoprotein 1,29500246,Gene Knockout/Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
SPP1,osteopontin/OPN,secreted phosphoprotein 1,32638492,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
SPP1,osteopontin/OPN,secreted phosphoprotein 1,16221502,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
SOD1,,superoxide dismutase 1,27572073,Direct Treatment,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
SOD1,,superoxide dismutase 1,22440255,Gene Knockout,Lacrimal Gland Fibrosis,Fibrosis,MESH:D005355,anti
CSF2,GM-CSF,colony stimulating factor 2,16716406,Inhibition(Review),Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
CSF2,GM-CSF,colony stimulating factor 2,31601718,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
CSF2,GM-CSF,colony stimulating factor 2,31315923,Direct Treatment/Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
CSF2,GM-CSF,colony stimulating factor 2,11034414,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
HMGB1,,high mobility group box 1,26715748,Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
HMGB1,,high mobility group box 1,24984831,Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
HMGB1,,high mobility group box 1,29787749,RNAi/Direct Treatment/Inhibition,Cutaneous Fibrosis,keloid,MONDO:0005348,pro
HMGB1,,high mobility group box 1,29907694,Direct Treatment,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
MTOR,,mechanistic target of rapamycin kinase,25589557,Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
MTOR,,mechanistic target of rapamycin kinase,24651621,Gene Knockout/RNAi,Synovial Fibrosis,Fibrosis,MESH:D005355,pro
MTOR,,mechanistic target of rapamycin kinase,33115948,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
MTOR,,mechanistic target of rapamycin kinase,27103349,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
MTOR,,mechanistic target of rapamycin kinase,21168455,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
AREG,,amphiregulin,31676723,Gene Knockout/Direct Treatment,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
AREG,,amphiregulin,31665560,Direct Treatment,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
AREG,,amphiregulin,29349588,RNAi/Direct Treatment,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
AREG,,amphiregulin,15696083,Direct Treatment,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
AREG,,amphiregulin,18634036,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
CSF3,GCSF,colony stimulating factor 3,20435882,Direct Treatment,Cutaneous Fibrosis,keloid,MONDO:0005348,pro
CSF3,GCSF,colony stimulating factor 3,21999467,Direct Treatment,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
CSF3,GCSF,colony stimulating factor 3,17692407,Direct Treatment,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
CSF3,GCSF,colony stimulating factor 3,25754690,Direct Treatment,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
PTX3,,pentraxin 3,23325083,Gene Knockout/Direct Treatment,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
PTX3,,pentraxin 3,23087427,Direct Treatment,Cystic Fibrosis,cystic fibrosis,MONDO:0009061,anti
PTX3,,pentraxin 3,21441447,Direct Treatment,Cystic Fibrosis,cystic fibrosis,MONDO:0009061,anti
PTX3,,pentraxin 3,33679758,Gene Knockout/Gene Overexpression,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
TGFA,,transforming growth factor alpha,8163670,Gene Overexpression,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
TGFA,,transforming growth factor alpha,1451981,Gene Overexpression,Pancreatic Fibrosis,chronic pancreatitis,MONDO:0005003,pro
