source_id	source_type	target_id	target_type	source_name	target_name	relation_type	resource	ttd_disease_id	ttd_biomarker_id
UNIPROT:O96008	Gene	ICD-11:6D71	Disease	Mitochondrial import receptor subunit TOM40 homolog (TOMM40)	Cognitive impairment	GNBR::Md::Gene:Disease	TTD	ICD-11:6D71	BM000187
UNIPROT:O96008	Gene	ICD-11:8A20	Disease	Mitochondrial import receptor subunit TOM40 homolog (TOMM40)	Alzheimer disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A20	BM000186
UNIPROT:P10809	Gene	ICD-11:CA22	Disease	Mitochondrial matrix protein P1 (HSPD1)	Chronic obstructive pulmonary disease	GNBR::Md::Gene:Disease	TTD	ICD-11:CA22	BM001718
UNIPROT:P10809	Gene	ICD-11:EA90	Disease	Mitochondrial matrix protein P1 (HSPD1)	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM002426
UNIPROT:P27338	Gene	ICD-11:8A00.0	Disease	Monoamine oxidase type B (MAO-B)	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM000492
UNIPROT:P13500	Gene	ICD-11:KB29.0	Disease	Monocyte chemotactic and activating factor (CCL2)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM001899
UNIPROT:P13500	Gene	ICD-11:KB29.0	Disease	Monocyte chemotactic and activating factor (CCL2)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM002180
UNIPROT:P13500	Gene	ICD-11:1B10-1B1Z	Disease	Monocyte chemotactic and activating factor (CCL2)	Tuberculosis	GNBR::Md::Gene:Disease	TTD	ICD-11:1B10-1B1Z	BM003591
UNIPROT:P13500	Gene	ICD-11:1C62	Disease	Monocyte chemotactic and activating factor (CCL2)	HIV infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1C62	BM003392
UNIPROT:P13500	Gene	ICD-11:1D20-1D2Z	Disease	Monocyte chemotactic and activating factor (CCL2)	Dengue	GNBR::Md::Gene:Disease	TTD	ICD-11:1D20-1D2Z	BM003230
UNIPROT:P13500	Gene	ICD-11:1E30-1E32?	Disease	Monocyte chemotactic and activating factor (CCL2)	Influenza	GNBR::Md::Gene:Disease	TTD	ICD-11:1E30-1E32?	BM003449
UNIPROT:P13500	Gene	ICD-11:1E51	Disease	Monocyte chemotactic and activating factor (CCL2)	Hepatitis B	GNBR::Md::Gene:Disease	TTD	ICD-11:1E51	BM003288
UNIPROT:P13500	Gene	ICD-11:IF53	Disease	Monocyte chemotactic and activating factor (CCL2)	Chagas disease	GNBR::Md::Gene:Disease	TTD	ICD-11:IF53	BM003178
UNIPROT:P13500	Gene	ICD-11:4A42	Disease	Monocyte chemotactic and activating factor (CCL2)	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM000993
UNIPROT:P13500	Gene	ICD-11:8A20	Disease	Monocyte chemotactic and activating factor (CCL2)	Alzheimer disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A20	BM001083
UNIPROT:P13500	Gene	ICD-11:BD4Z	Disease	Monocyte chemotactic and activating factor (CCL2)	Peripheral arterial disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BD4Z	BM002177
UNIPROT:P13500	Gene	ICD-11:BD4Z	Disease	Monocyte chemotactic and activating factor (CCL2)	Peripheral arterial disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BD4Z	BM002181
UNIPROT:P13500	Gene	ICD-11:GC50.0	Disease	Monocyte chemotactic and activating factor (CCL2)	Overactive bladder	GNBR::Md::Gene:Disease	TTD	ICD-11:GC50.0	BM002091
UNIPROT:P08571	Gene	ICD-11:1E51	Disease	Monocyte differentiation antigen CD14 (CD14)	Hepatitis B	GNBR::Md::Gene:Disease	TTD	ICD-11:1E51	BM003292
UNIPROT:P08571	Gene	ICD-11:8B60.0	Disease	Monocyte differentiation antigen CD14 (CD14)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001021
UNIPROT:P15941	Gene	ICD-11:1E30-1E32?	Disease	Mucin-1 (MUC1)	Influenza	GNBR::Md::Gene:Disease	TTD	ICD-11:1E30-1E32?	BM003446
UNIPROT:P15941	Gene	ICD-11:1E51	Disease	Mucin-1 (MUC1)	Hepatitis C	GNBR::Md::Gene:Disease	TTD	ICD-11:1E51	BM003324
UNIPROT:P15941	Gene	ICD-11:1F03	Disease	Mucin-1 (MUC1)	Measles	GNBR::Md::Gene:Disease	TTD	ICD-11:1F03	BM003497
UNIPROT:P15941	Gene	ICD-11:2C60-2C65	Disease	Mucin-1 (MUC1)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000201
UNIPROT:P15941	Gene	ICD-11:4A42	Disease	Mucin-1 (MUC1)	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM001974
UNIPROT:P15941	Gene	ICD-11:4A42	Disease	Mucin-1 (MUC1)	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM001975
UNIPROT:P15941	Gene	ICD-11:4A42	Disease	Mucin-1 (MUC1)	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM001976
UNIPROT:P15941	Gene	ICD-11:9E1Z	Disease	Mucin-1 (MUC1)	Dry eye disease	GNBR::Md::Gene:Disease	TTD	ICD-11:9E1Z	BM002211
UNIPROT:P15941	Gene	ICD-11:9E1Z	Disease	Mucin-1 (MUC1)	Dry eye disease	GNBR::Md::Gene:Disease	TTD	ICD-11:9E1Z	BM002218
UNIPROT:Q02817	Gene	ICD-11:9E1Z	Disease	Mucin-2 (MUC2)	Dry eye disease	GNBR::Md::Gene:Disease	TTD	ICD-11:9E1Z	BM002214
UNIPROT:Q99102	Gene	ICD-11:9E1Z	Disease	Mucin-4 (MUC4)	Dry eye disease	GNBR::Md::Gene:Disease	TTD	ICD-11:9E1Z	BM002215
UNIPROT:P33527	Gene	ICD-11:EA90	Disease	Multidrug resistance-associated protein 1 (ABCC1)	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM000706
UNIPROT:P20138	Gene	ICD-11:1D20-1D2Z	Disease	Myeloid cell surface antigen CD33 (CD33)	Dengue	GNBR::Md::Gene:Disease	TTD	ICD-11:1D20-1D2Z	BM003218
UNIPROT:Q99972	Gene	ICD-11:9C61	Disease	Myocilin (MYOC)	Glaucoma/ocular hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:9C61	BM002232
UNIPROT:Q99972	Gene	ICD-11:9C61	Disease	Myocilin (MYOC)	Glaucoma/ocular hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:9C61	BM002233
UNIPROT:P02144	Gene	ICD-11:BA41-BA43	Disease	Myoglobin (MB)	Myocardial infarction	GNBR::Md::Gene:Disease	TTD	ICD-11:BA41-BA43	BM002235
UNIPROT:P15882	Gene	ICD-11:FA00-FA05	Disease	N-chimaerin (CHN1)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM000905
UNIPROT:O60500	Gene	ICD-11:GB61.Z	Disease	Nephrin (NPHS1)	Diabetic nephropathy	GNBR::Md::Gene:Disease	TTD	ICD-11:GB61.Z	BM002256
UNIPROT:P13591	Gene	ICD-11:1C62	Disease	Neural cell adhesion molecule 1 (NCAM1)	HIV infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1C62	BM003391
UNIPROT:P05408	Gene	ICD-11:8B60.0	Disease	Neuroendocrine protein 7B2 (SCG5)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001301
UNIPROT:P12036	Gene	ICD-11:8B60.0	Disease	Neurofilament heavy polypeptide (NEFH)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM002514
UNIPROT:P12036	Gene	ICD-11:8B60.0	Disease	Neurofilament heavy polypeptide (NEFH)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM002545
UNIPROT:P12036	Gene	ICD-11:8B60.0	Disease	Neurofilament heavy polypeptide (NEFH)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM002263
UNIPROT:P07196	Gene	ICD-11:8B60.0	Disease	Neurofilament light polypeptide (NEFL)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM002264
UNIPROT:P01303	Gene	ICD-11:9E1Z	Disease	Neuropeptide Y (NPY)	Dry eye disease	GNBR::Md::Gene:Disease	TTD	ICD-11:9E1Z	BM002267
UNIPROT:P01303	Gene	ICD-11:9E1Z	Disease	Neuropeptide Y (NPY)	Dry eye disease	GNBR::Md::Gene:Disease	TTD	ICD-11:9E1Z	BM002268
UNIPROT:O15240	Gene	ICD-11:6A20	Disease	Neurosecretory protein VGF (VGF)	Schizophrenia	GNBR::Md::Gene:Disease	TTD	ICD-11:6A20	BM000212
UNIPROT:O15240	Gene	ICD-11:8B60.0	Disease	Neurosecretory protein VGF (VGF)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001299
UNIPROT:P08473	Gene	ICD-11:1C62	Disease	Neutral endopeptidase (MME)	HIV infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1C62	BM003402
UNIPROT:P08246	Gene	ICD-11:4A42	Disease	Neutrophil elastase (NE)	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM002552
UNIPROT:P25963	Gene	ICD-11:EA90	Disease	NF-kappa-B inhibitor alpha (NFKBIA)	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001993
UNIPROT:Q15653	Gene	ICD-11:1A00-CA43.1	Disease	NF-kappa-B inhibitor beta (NFKBIB)	Inflammation	GNBR::Md::Gene:Disease	TTD	ICD-11:1A00-CA43.1	BM002345
UNIPROT:Q15653	Gene	ICD-11:BA00-BE2Z	Disease	NF-kappa-B inhibitor beta (NFKBIB)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002343
UNIPROT:P43490	Gene	ICD-11:1G40-1G41	Disease	Nicotinamide phosphoribosyltransferase (NAMPT)	Sepsis	GNBR::Md::Gene:Disease	TTD	ICD-11:1G40-1G41	BM003522
UNIPROT:P10153	Gene	ICD-11:4B03.1	Disease	Non-secretory ribonuclease (RNASE2)	Eosinophilic disorders	GNBR::Md::Gene:Disease	TTD	ICD-11:4B03.1	BM001427
UNIPROT:P37198	Gene	ICD-11:FA21	Disease	Nuclear pore glycoprotein p62 (NUP62)	Psoriatic arthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA21	BM002353
UNIPROT:P35398	Gene	ICD-11:1A00-CA43.1	Disease	Nuclear receptor ROR-alpha (RORA)	Inflammation	GNBR::Md::Gene:Disease	TTD	ICD-11:1A00-CA43.1	BM002650
UNIPROT:P35398	Gene	ICD-11:BA00-BE2Z	Disease	Nuclear receptor ROR-alpha (RORA)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002649
UNIPROT:Q86WB0	Gene	ICD-11:BA80	Disease	Nuclear-interacting partner of ALK (ZC3HC1)	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM003016
UNIPROT:P06748	Gene	ICD-11:2A60	Disease	Nucleophosmin (NPM1)	Elderly acute myeloid leukaemia	GNBR::Md::Gene:Disease	TTD	ICD-11:2A60	BM000032
UNIPROT:O00264	Gene	ICD-11:2C60-2C65	Disease	Opioid receptor sigma 2 (PGRMC1)	Node-positive breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000007
UNIPROT:O14788	Gene	ICD-11:GB61	Disease	Osteoclast differentiation factor (ODF)	Chronic kidney disease	GNBR::Md::Gene:Disease	TTD	ICD-11:GB61	BM002390
UNIPROT:O00300	Gene	ICD-11:FA00-FA05	Disease	Osteoclastogenesis inhibitory factor (TNFRSF11B)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM001098
UNIPROT:P10451	Gene	ICD-11:1E51	Disease	Osteopontin (SPP1)	Hepatitis B	GNBR::Md::Gene:Disease	TTD	ICD-11:1E51	BM003290
UNIPROT:P01298	Gene	ICD-11:1F03	Disease	Pancreatic hormone (PH)	Measles	GNBR::Md::Gene:Disease	TTD	ICD-11:1F03	BM003507
UNIPROT:Q13219	Gene	ICD-11:JA24	Disease	Pappalysin-1 (PAPPA)	Pre-eclampsia	GNBR::Md::Gene:Disease	TTD	ICD-11:JA24	BM002559
UNIPROT:Q13219	Gene	ICD-11:JA24	Disease	Pappalysin-1 (PAPPA)	Pre-eclampsia	GNBR::Md::Gene:Disease	TTD	ICD-11:JA24	BM002562
UNIPROT:P12272	Gene	ICD-11:KB29.0	Disease	Parathyroid hormone-related protein (PTHLH)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM002451
UNIPROT:O75475	Gene	ICD-11:1C62	Disease	PC4 and SFRS1-interacting protein (PSIP1)	HIV infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1C62	BM003430
UNIPROT:P26022	Gene	ICD-11:4A42	Disease	Pentraxin-related protein PTX3 (PTX3)	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM002469
UNIPROT:P26022	Gene	ICD-11:GB61	Disease	Pentraxin-related protein PTX3 (PTX3)	Chronic kidney disease	GNBR::Md::Gene:Disease	TTD	ICD-11:GB61	BM002470
UNIPROT:P14222	Gene	ICD-11:NE84	Disease	Perforin-1 (PRF1)	Kidney transplant rejection	GNBR::Md::Gene:Disease	TTD	ICD-11:NE84	BM002486
UNIPROT:P14222	Gene	ICD-11:8E49	Disease	Perforin-1 (PRF1)	Myalgic encephalomyelitis	GNBR::Md::Gene:Disease	TTD	ICD-11:8E49	BM002483
UNIPROT:P14222	Gene	ICD-11:8E49	Disease	Perforin-1 (PRF1)	Myalgic encephalomyelitis	GNBR::Md::Gene:Disease	TTD	ICD-11:8E49	BM002484
UNIPROT:P14222	Gene	ICD-11:CA22	Disease	Perforin-1 (PRF1)	Chronic obstructive pulmonary disease	GNBR::Md::Gene:Disease	TTD	ICD-11:CA22	BM000531
UNIPROT:Q9C0D0	Gene	ICD-11:BA80	Disease	Phosphatase and actin regulator 1 (PHACTR1)	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM002508
UNIPROT:O14495	Gene	ICD-11:BA80	Disease	Phospholipid phosphatase 3 (PLPP3)	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM002555
UNIPROT:P49763	Gene	ICD-11:KB29.0	Disease	Placenta growth factor (PlGF)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM002523
UNIPROT:P49763	Gene	ICD-11:BA00-BA04	Disease	Placenta growth factor (PlGF)	Chronic hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BA04	BM000036
UNIPROT:P49763	Gene	ICD-11:BA41	Disease	Placenta growth factor (PlGF)	Acute coronary syndrome	GNBR::Md::Gene:Disease	TTD	ICD-11:BA41	BM002522
UNIPROT:P49763	Gene	ICD-11:BA41	Disease	Placenta growth factor (PlGF)	Acute coronary syndrome	GNBR::Md::Gene:Disease	TTD	ICD-11:BA41	BM002521
UNIPROT:P20020	Gene	ICD-11:BA00-BA04	Disease	Plasma membrane calcium-transporting ATPase 1 (ATP2B1)	Hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BA04	BM000234
UNIPROT:P00747	Gene	ICD-11:1G40-1G41	Disease	Plasminogen (PLG)	Sepsis	GNBR::Md::Gene:Disease	TTD	ICD-11:1G40-1G41	BM003543
UNIPROT:P00747	Gene	ICD-11:EA90	Disease	Plasminogen (PLG)	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM002595
UNIPROT:P05121	Gene	ICD-11:KB29.0	Disease	Plasminogen activator inhibitor-1 (SERPINE1)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM002526
UNIPROT:P05121	Gene	ICD-11:FA20	Disease	Plasminogen activator inhibitor-1 (SERPINE1)	Rheumatoid arthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA20	BM002672
UNIPROT:P04085	Gene	ICD-11:KB29.0	Disease	Platelet derived growth factor-BB isoform (PDGF-BB)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM002540
UNIPROT:P01127	Gene	ICD-11:KB29.0	Disease	Platelet derived growth factor-BB isoform (PDGF-BB)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM002540
UNIPROT:P16284	Gene	ICD-11:4B03.1	Disease	Platelet endothelial cell adhesion molecule (PECAM1)	Eosinophilic disorders	GNBR::Md::Gene:Disease	TTD	ICD-11:4B03.1	BM002021
UNIPROT:P16671	Gene	ICD-11:1C62	Disease	Platelet glycoprotein 4 (CD36)	HIV infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1C62	BM003380
UNIPROT:P16671	Gene	ICD-11:1F40-1F4Z	Disease	Platelet glycoprotein 4 (CD36)	Malaria	GNBR::Md::Gene:Disease	TTD	ICD-11:1F40-1F4Z	BM003471
UNIPROT:P16671	Gene	ICD-11:FA00-FA05	Disease	Platelet glycoprotein 4 (CD36)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM000904
UNIPROT:Q13093	Gene	ICD-11:BD40	Disease	Platelet-activating factor acetylhydrolase (PLA2G7)	Premature atherosclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:BD40	BM002012
UNIPROT:P16234	Gene	ICD-11:2B5B	Disease	Platelet-derived growth factor receptor alpha (PDGFRA)	Gastrointestinal stromal tumour	GNBR::Md::Gene:Disease	TTD	ICD-11:2B5B	BM003054
UNIPROT:O00592	Gene	ICD-11:GB61.Z	Disease	Podocalyxin (PODXL)	Diabetic nephropathy	GNBR::Md::Gene:Disease	TTD	ICD-11:GB61.Z	BM002546
UNIPROT:Q9NP85	Gene	ICD-11:GB61.Z	Disease	Podocin (NPHS2)	Diabetic nephropathy	GNBR::Md::Gene:Disease	TTD	ICD-11:GB61.Z	BM002547
UNIPROT:P09874	Gene	ICD-11:1E70	Disease	Poly [ADP-ribose] polymerase 1 (PARP1)	Smallpox	GNBR::Md::Gene:Disease	TTD	ICD-11:1E70	BM003558
UNIPROT:Q13310	Gene	ICD-11:1A00-CA43.1	Disease	Polyadenylate-binding protein 4 (PABPC4)	Inflammation	GNBR::Md::Gene:Disease	TTD	ICD-11:1A00-CA43.1	BM002550
UNIPROT:Q13310	Gene	ICD-11:BA00-BE2Z	Disease	Polyadenylate-binding protein 4 (PABPC4)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002548
UNIPROT:P98161	Gene	ICD-11:GB81	Disease	Polycystin-1 (PKD1)	Autosomal dominant polycystic kidney disease	GNBR::Md::Gene:Disease	TTD	ICD-11:GB81	BM002520
UNIPROT:P11464	Gene	ICD-11:4B03.1	Disease	Pregnancy-specific beta-1-glycoprotein 1 (PSG1)	Eosinophilic disorders	GNBR::Md::Gene:Disease	TTD	ICD-11:4B03.1	BM001031
UNIPROT:P06401	Gene	ICD-11:2C60-2C65	Disease	Progesterone receptor (PGR)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000204
UNIPROT:P06401	Gene	ICD-11:2C60-2C65	Disease	Progesterone receptor (PGR)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000026
UNIPROT:P06401	Gene	ICD-11:2C61	Disease	Progesterone receptor (PGR)	Invasive breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C61	BM000199
UNIPROT:Q9NZQ7	Gene	ICD-11:1C62	Disease	Programmed cell death 1 ligand 1 (PD-L1)	HIV infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1C62	BM003336
UNIPROT:Q9NZQ7	Gene	ICD-11:1E51	Disease	Programmed cell death 1 ligand 1 (PD-L1)	Hepatitis B	GNBR::Md::Gene:Disease	TTD	ICD-11:1E51	BM003262
UNIPROT:Q15116	Gene	ICD-11:1C62	Disease	Programmed cell death protein 1 (PD-1)	HIV infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1C62	BM003339
UNIPROT:Q15116	Gene	ICD-11:1E51	Disease	Programmed cell death protein 1 (PD-1)	Hepatitis B	GNBR::Md::Gene:Disease	TTD	ICD-11:1E51	BM003267
UNIPROT:Q99075	Gene	ICD-11:1C17	Disease	Proheparin-binding EGF-like growth factor (HBEGF)	Diphtheria	GNBR::Md::Gene:Disease	TTD	ICD-11:1C17	BM003258
UNIPROT:P01236	Gene	ICD-11:6A20	Disease	Prolactin (PRL)	Schizophrenia	GNBR::Md::Gene:Disease	TTD	ICD-11:6A20	BM002579
UNIPROT:P12004	Gene	ICD-11:1E51	Disease	Proliferating cell nuclear antigen (PCNA)	Hepatitis B	GNBR::Md::Gene:Disease	TTD	ICD-11:1E51	BM003289
UNIPROT:P46013	Gene	ICD-11:2C60-2C65	Disease	Proliferation marker protein Ki-67 (MKI67)	Node-positive breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000005
UNIPROT:P46013	Gene	ICD-11:2C60-2C65	Disease	Proliferation marker protein Ki-67 (MKI67)	Node-positive breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000006
UNIPROT:P46013	Gene	ICD-11:EA90	Disease	Proliferation marker protein Ki-67 (MKI67)	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM002427
UNIPROT:Q6PGN9	Gene	ICD-11:FA20	Disease	Proline/serine-rich coiled-coil protein 1 (PSRC1)	Rheumatoid arthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA20	BM002607
UNIPROT:P43116	Gene	ICD-11:GC50.0	Disease	Prostaglandin E2 receptor EP2 (PTGER2)	Overactive bladder	GNBR::Md::Gene:Disease	TTD	ICD-11:GC50.0	BM002289
UNIPROT:P43088	Gene	ICD-11:GC50.0	Disease	Prostaglandin F2-alpha receptor (PTGFR)	Overactive bladder	GNBR::Md::Gene:Disease	TTD	ICD-11:GC50.0	BM002290
UNIPROT:P35354	Gene	ICD-11:2C23.1	Disease	Prostaglandin G/H synthase 2 (COX-2)	Glottic cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C23.1	BM000039
UNIPROT:P35354	Gene	ICD-11:FA00-FA05	Disease	Prostaglandin G/H synthase 2 (COX-2)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM000906
UNIPROT:P07288	Gene	ICD-11:2C82.0	Disease	Prostate specific antigen (KLK3)	Prostate cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C82.0	BM000040
UNIPROT:P07288	Gene	ICD-11:2C82.0	Disease	Prostate specific antigen (KLK3)	Prostate cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C82.0	BM000022
UNIPROT:P07288	Gene	ICD-11:2C82.0	Disease	Prostate specific antigen (KLK3)	Prostate cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C82.0	BM000055
UNIPROT:P07288	Gene	ICD-11:2D50	Disease	Prostate specific antigen (KLK3)	Metastatic prostate carcinoma	GNBR::Md::Gene:Disease	TTD	ICD-11:2D50	BM000043
UNIPROT:P20366	Gene	ICD-11:4A81	Disease	Protachykinin-1 (TAC1)	Ocular allergy	GNBR::Md::Gene:Disease	TTD	ICD-11:4A81	BM002751
UNIPROT:O95456	Gene	ICD-11:1A00-CA43.1	Disease	Proteasome assembly chaperone 1 (PSMG1)	Inflammation	GNBR::Md::Gene:Disease	TTD	ICD-11:1A00-CA43.1	BM002592
UNIPROT:O95456	Gene	ICD-11:BA00-BE2Z	Disease	Proteasome assembly chaperone 1 (PSMG1)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002591
UNIPROT:P02760	Gene	ICD-11:GB60	Disease	Protein AMBP (AMBP)	Acute kidney injury	GNBR::Md::Gene:Disease	TTD	ICD-11:GB60	BM003019
UNIPROT:P17213	Gene	ICD-11:1E70	Disease	Protein bactericidal permeability-increasing (BPI)	Smallpox	GNBR::Md::Gene:Disease	TTD	ICD-11:1E70	BM003555
UNIPROT:Q13635	Gene	ICD-11:2A00.10	Disease	Protein patched homolog 1 (PTCH1)	Medulloblastoma	GNBR::Md::Gene:Disease	TTD	ICD-11:2A00.10	BM003035
UNIPROT:Q86XI6	Gene	ICD-11:1A00-CA43.1	Disease	Protein phosphatase 1 regulatory subunit 3B (PPP1R3B)	Inflammation	GNBR::Md::Gene:Disease	TTD	ICD-11:1A00-CA43.1	BM002598
UNIPROT:Q86XI6	Gene	ICD-11:BA00-BE2Z	Disease	Protein phosphatase 1 regulatory subunit 3B (PPP1R3B)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM002597
UNIPROT:Q99497	Gene	ICD-11:8A00.0	Disease	Protein/nucleic acid deglycase DJ-1 (PARK7)	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM001348
UNIPROT:Q99497	Gene	ICD-11:8A00.0	Disease	Protein/nucleic acid deglycase DJ-1 (PARK7)	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM001349
UNIPROT:Q99497	Gene	ICD-11:8A00.0	Disease	Protein/nucleic acid deglycase DJ-1 (PARK7)	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM001350
UNIPROT:P55085	Gene	ICD-11:4A81	Disease	Proteinase activated receptor 2 (PAR2)	Ocular allergy	GNBR::Md::Gene:Disease	TTD	ICD-11:4A81	BM002593
UNIPROT:P29350	Gene	ICD-11:FA21	Disease	Protein-tyrosine phosphatase SHP-1 (PTPN6)	Psoriatic arthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA21	BM002685
UNIPROT:P08581	Gene	ICD-11:2C90	Disease	Proto-oncogene c-Met (MET)	Renal cell carcinoma	GNBR::Md::Gene:Disease	TTD	ICD-11:2C90	BM003055
UNIPROT:P16109	Gene	ICD-11:1C62	Disease	P-selectin (SELP)	HIV infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1C62	BM003385
UNIPROT:P16109	Gene	ICD-11:1D46	Disease	P-selectin (SELP)	West nile virus infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1D46	BM003603
UNIPROT:P16109	Gene	ICD-11:1F40-1F4Z	Disease	P-selectin (SELP)	Malaria	GNBR::Md::Gene:Disease	TTD	ICD-11:1F40-1F4Z	BM003474
UNIPROT:Q14242	Gene	ICD-11:1C62	Disease	P-selectin glycoprotein ligand 1 (SELPLG)	HIV infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1C62	BM003340
UNIPROT:P14618	Gene	ICD-11:DD72	Disease	Pyruvate kinase M2 (PKM)	Inflammatory bowel disease	GNBR::Md::Gene:Disease	TTD	ICD-11:DD72	BM002046
UNIPROT:P14618	Gene	ICD-11:DD72	Disease	Pyruvate kinase M2 (PKM)	Inflammatory bowel disease	GNBR::Md::Gene:Disease	TTD	ICD-11:DD72	BM002047
