Fibrosis,Interaction,scores
CCR5,GPSM1,900
CCR5,PLCG1,904
CCR5,HCAR1,904
CCR5,GNB1,915
CCR5,IL6,811
CCR5,CXCL9,979
CCR5,FPR1,923
CCR5,DRD3,918
CCR5,GPR37,902
CCR5,CXCR4,949
CCR5,GPR55,909
CCR5,CXCL16,948
CCR5,PTPRC,755
CCR5,HTR5A,901
CCR5,CCL20,962
CCR5,CCR7,925
CCR5,P2RY12,910
CCR5,TAS2R43,900
CCR5,GNG10,913
CCR5,TAS2R14,901
CCR5,GPR183,932
CCR5,NPW,900
CCR5,ARRB2,749
CCR5,PENK,900
CCR5,CCL28,904
CCR5,NPY2R,906
CCR5,ETV5,906
CCR5,RLN3,900
CCR5,OPRD1,916
CCR5,CXCR6,927
CCR5,HTR1E,901
CCR5,CCL18,855
CCR5,PF4,950
CCR5,PSAP,903
CCR5,ARRB1,965
CCR5,ADCY2,904
CCR5,PTK2B,752
CCR5,ERVW-1,892
CCR5,P2RY2,904
CCR5,CD163,746
CCR5,S1PR3,915
CCR5,GNAI1,941
CCR5,FPR3,936
CCR5,TAS2R46,902
CCR5,AGTR2,907
CCR5,CNR1,923
CCR5,CORT,909
CCR5,TAS2R60,900
CCR5,GNG3,912
CCR5,ANXA1,918
CCR5,GRM2,915
CD274,ITGAM,707
CD274,BTLA,710
CD274,ITGAX,707
CD274,CD4,928
CD274,IL2,852
CD274,FOXP3,880
CD274,TNF,715
CD274,TP53,760
CD274,CD3E,939
CD274,TNFRSF9,735
CD274,PTEN,832
CD274,EGFR,869
CD274,SPDL1,772
CD274,CD28,772
CD274,CTLA4,951
CD274,HAVCR2,810
CD274,CD40,790
CD274,IFNG,850
CD274,IRF1,731
CD274,TNFRSF4,718
CD274,CD3D,920
CD274,HLA-DRB5,908
CD274,HLA-DPB1,914
CD274,IL10,908
CD274,PTPN11,971
CD274,CD80,942
CD274,PTPN6,910
CD274,HLA-DRA,929
CD274,TLR4,756
CD274,CXCL10,702
CD274,IDO1,821
CD274,CMTM6,717
CD274,STAT1,817
CD274,MAP2K7,773
CD274,CD3G,921
CD274,HRAS,804
CD274,HLA-DQA2,909
CD274,PDCD1LG2,959
CD274,HLA-DQB2,929
CD274,AKT1,756
CD274,PDCD1,999
CD274,JAK2,742
CD274,STAT3,863
CD274,HLA-DPA1,916
CD274,IL17A,811
CD274,CSF2,700
CD274,KRAS,793
CD274,HLA-DRB1,923
CD274,LCK,933
CD274,IL6,719
CD274,HLA-DQA1,921
CD274,CSK,902
CD274,LAG3,813
CD274,HLA-DQB1,922
CD274,ALK,794
CEBPB,CDKN2A,921
CEBPB,HSD17B11,737
CEBPB,RUNX2,941
CEBPB,RPS6KA1,975
CEBPB,MAPK12,819
CEBPB,MED30,900
CEBPB,CDKN2B,917
CEBPB,TNF,727
CEBPB,RUNX1,898
CEBPB,HELZ2,916
CEBPB,MED15,902
CEBPB,MYB,926
CEBPB,MED25,901
CEBPB,MYBL2,778
CEBPB,HDAC3,929
CEBPB,IL1B,753
CEBPB,CDC26,900
CEBPB,CCNC,901
CEBPB,PTGES2,948
CEBPB,INS,743
CEBPB,CDC16,900
CEBPB,SMAD3,956
CEBPB,MAPK13,820
CEBPB,SMAD2,917
CEBPB,ATF3,819
CEBPB,NCOR1,941
CEBPB,ESR1,962
CEBPB,MED14,902
CEBPB,FZR1,903
CEBPB,ATF4,790
CEBPB,KLF4,943
CEBPB,MED6,902
CEBPB,RPS6KA2,953
CEBPB,MED13L,900
CEBPB,MAPK14,950
CEBPB,ANAPC15,900
CEBPB,CDK8,943
CEBPB,NCOA1,912
CEBPB,RXRA,946
CEBPB,MED19,900
CEBPB,FOXO1,980
CEBPB,MED21,900
CEBPB,ANAPC11,900
CEBPB,MED8,905
CEBPB,CDC23,900
CEBPB,EHMT1,912
CEBPB,CDK19,907
CEBPB,PTGS2,767
CEBPB,MED7,900
CEBPB,MED4,900
CEBPB,MED26,938
CEBPB,THRAP3,903
CEBPB,MED17,900
CEBPB,MYC,822
CEBPB,HSF2,909
CEBPB,EGR1,706
CEBPB,SMAD4,947
CEBPB,NCOR2,943
CEBPB,MAPK1,980
CEBPB,ANAPC2,904
CEBPB,PPARG,988
CEBPB,RPS6KA3,953
CEBPB,MED31,901
CEBPB,TRIB1,794
CEBPB,JUN,971
CEBPB,MED24,900
CEBPB,ANAPC1,900
CEBPB,MAP3K11,906
CEBPB,FOS,784
CEBPB,ANAPC16,900
CEBPB,MED16,902
CEBPB,CREB1,879
CEBPB,RB1,716
CEBPB,MED11,900
CEBPB,ZC3H12A,702
CEBPB,MED28,900
CEBPB,NFKB1,963
CEBPB,ANAPC5,900
CEBPB,MED23,938
CEBPB,MED20,901
CEBPB,FABP4,957
CEBPB,CREBBP,966
CEBPB,NCOA3,919
CEBPB,ANAPC10,900
CEBPB,CEBPG,886
CEBPB,CXCL8,969
CEBPB,EBF1,935
CEBPB,CDK4,928
CEBPB,MED29,900
CEBPB,PPARGC1A,938
CEBPB,ANAPC4,900
CEBPB,UBE2C,901
CEBPB,MED9,900
CEBPB,STAT5A,728
CEBPB,FOXO3,931
CEBPB,MYBL1,805
CEBPB,EGR2,943
CEBPB,ANAPC7,900
CEBPB,CIITA,821
CEBPB,KLF5,979
CEBPB,MED22,900
CEBPB,EHMT2,944
CEBPB,UBE2E1,906
CEBPB,EP300,985
CEBPB,MAPK11,936
CEBPB,MED18,900
CEBPB,CDKN2D,901
CEBPB,MED1,941
CEBPB,ADIPOQ,946
CEBPB,STAT3,974
CEBPB,CDC27,901
CEBPB,CEBPA,962
CEBPB,CDK6,915
CEBPB,RELA,964
CEBPB,MAPK3,970
CEBPB,AR,731
CEBPB,SPI1,773
CEBPB,FAM120B,900
CEBPB,MED27,900
CEBPB,NCOA2,910
CEBPB,CEBPD,971
CEBPB,MED13,907
CEBPB,CDKN2C,906
CEBPB,MED10,900
CEBPB,IL6,983
CEBPB,MED12,902
CEBPB,SMARCA2,941
CEBPB,DDIT3,925
CEBPB,UBE2D1,900
CEBPB,FOXO4,915
CFTR,LDLRAP1,900
CFTR,PSMB9,903
CFTR,PSMC5,901
CFTR,SNX3,900
CFTR,CALU,794
CFTR,AP2B1,902
CFTR,CD4,901
CFTR,PSMC2,905
CFTR,TACR1,904
CFTR,BEST3,734
CFTR,AGT,916
CFTR,AHSA1,733
CFTR,PSMD11,908
CFTR,PSME1,902
CFTR,DVL2,951
CFTR,LRP2,917
CFTR,CBL,946
CFTR,NECAP1,900
CFTR,PSMD4,905
CFTR,CLCN3,792
CFTR,PSMB4,907
CFTR,EGFR,936
CFTR,PRKAB2,806
CFTR,RHOQ,905
CFTR,PRSS1,786
CFTR,PIK3C2A,913
CFTR,AVPR2,939
CFTR,LDLR,925
CFTR,AP2M1,910
CFTR,ITSN1,935
CFTR,CLTA,905
CFTR,HGS,912
CFTR,VAMP3,911
CFTR,EPN1,906
CFTR,YWHAG,859
CFTR,PSMB11,905
CFTR,SLC26A3,766
CFTR,PSMA6,909
CFTR,PSMB1,911
CFTR,PSMC4,906
CFTR,BEST2,775
CFTR,SH3GL3,900
CFTR,ERLEC1,912
CFTR,GAPVD1,903
CFTR,SLC2A8,922
CFTR,BEST4,746
CFTR,PRKAR1A,905
CFTR,PSMD6,902
CFTR,ARPC4,901
CFTR,PRKAR2A,938
CFTR,SYT8,905
CFTR,PSMA1,906
CFTR,PRKAR2B,929
CFTR,CD3G,900
CFTR,UBC,921
CFTR,EPS15L1,902
CFTR,STAM2,901
CFTR,IL7R,900
CFTR,PSMB7,905
CFTR,RNF185,946
CFTR,STON1,900
CFTR,RAB5C,911
CFTR,SYT9,908
CFTR,DNAJA1,763
CFTR,EZR,970
CFTR,PSME4,907
CFTR,FNBP1,900
CFTR,SLC18A3,903
CFTR,FLNA,971
CFTR,PRKAG3,812
CFTR,SH3KBP1,900
CFTR,BEST1,747
CFTR,SYT11,904
CFTR,PRKAA1,876
CFTR,REPS1,906
CFTR,ERLIN1,908
CFTR,FCHO1,903
CFTR,TFRC,932
CFTR,CCL4,900
CFTR,VCP,965
CFTR,SLC4A7,721
CFTR,PICALM,900
CFTR,WNT5A,901
CFTR,RAB5A,966
CFTR,PSMC6,905
CFTR,DNM3,904
CFTR,USP10,973
CFTR,VAMP8,911
CFTR,FLNC,876
CFTR,DERL1,969
CFTR,UBA52,918
CFTR,PRKACA,871
CFTR,PSMA8,908
CFTR,RNF5,970
CFTR,EPN2,903
CFTR,ACTR3,909
CFTR,ANO1,911
CFTR,OS9,921
CFTR,SLC26A8,742
CFTR,SCNN1G,796
CFTR,FCHO2,903
CFTR,TGOLN2,922
CFTR,PSMA2,903
CFTR,NECAP2,900
CFTR,SCNN1B,763
CFTR,PACSIN2,900
CFTR,SLC4A4,734
CFTR,CLTCL1,909
CFTR,SYNJ2,902
CFTR,HIP1R,900
CFTR,FNBP1L,902
CFTR,WASL,909
CFTR,PSMD5,910
CFTR,CLCN2,805
CFTR,SLC9A3R1,984
CFTR,PRKAG2,817
CFTR,SLC12A2,752
CFTR,SYT2,926
CFTR,ITSN2,910
CFTR,SLC26A9,835
CFTR,PRKACG,900
CFTR,SYNJ1,902
CFTR,AMPH,900
CFTR,PSMA3,942
CFTR,UBQLN2,918
CFTR,ARPC5,900
CFTR,DERL3,925
CFTR,DAB2,951
CFTR,REPS2,900
CFTR,STAM,903
CFTR,CANX,718
CFTR,PSME3,903
CFTR,SNX18,900
CFTR,PSMB2,906
CFTR,CXCL12,901
CFTR,PSMD1,901
CFTR,PSMF1,900
CFTR,AVP,936
CFTR,PSMD10,903
CFTR,PSMB3,911
CFTR,BIN1,900
CFTR,GLRA1,701
CFTR,GOPC,983
CFTR,ADRB2,965
CFTR,GAK,912
CFTR,YWHAZ,863
CFTR,FLNB,806
CFTR,CCL11,902
CFTR,PSMB6,903
CFTR,PSMC3,901
CFTR,EPS15,909
CFTR,TF,901
CFTR,PDZK1,838
CFTR,KCNJ1,707
CFTR,PSMD9,903
CFTR,SYT1,927
CFTR,UBB,915
CFTR,F2,921
CFTR,PSMD8,903
CFTR,ARPC1A,921
CFTR,PSMD3,903
CFTR,PRKAG1,878
CFTR,PSME2,911
CFTR,DNM2,908
CFTR,PSMD12,903
CFTR,HSPA4,836
CFTR,AAK1,901
CFTR,PSMB10,905
CFTR,M6PR,917
CFTR,HSP90AA1,730
CFTR,FZD4,900
CFTR,CD3D,908
CFTR,PSMD13,901
CFTR,CHRM2,902
CFTR,PSMA5,907
CFTR,EGF,935
CFTR,PSMD7,903
CFTR,ANO2,747
CFTR,CXCL8,745
CFTR,SGIP1,903
CFTR,SNAP91,901
CFTR,RPS27A,917
CFTR,TJP1,741
CFTR,ARPC2,909
CFTR,HSPA8,972
CFTR,AGFG1,910
CFTR,SCNN1A,833
CFTR,CLCN1,796
CFTR,PSMD14,904
CFTR,AGTR1,905
CFTR,SH3GL2,900
CFTR,APOB,924
CFTR,AP2A1,906
CFTR,RAB5B,903
CFTR,PRKACB,900
CFTR,GNGT1,900
CFTR,SLC9A3,838
CFTR,PACSIN1,900
CFTR,PSMB8,906
CFTR,PSMA7,906
CFTR,EDN1,916
CFTR,PSMA4,907
CFTR,PRKG1,775
CFTR,TRIP10,900
CFTR,PSMC1,903
CFTR,KCNN4,820
CFTR,IGF2R,918
CFTR,GLRA3,700
CFTR,AP2S1,903
CFTR,CLTC,908
CFTR,SNX9,906
CFTR,STUB1,700
CFTR,VAMP7,918
CFTR,OCRL,914
CFTR,ANO6,761
CFTR,SLC26A6,903
CFTR,AP2A2,906
CFTR,DERL2,930
CFTR,GNB1,901
CFTR,STON2,900
CFTR,HIP1,900
CFTR,PSMD2,913
CFTR,PACSIN3,900
CFTR,VAMP4,904
CFTR,PRKAR1B,905
CFTR,KIAA0319,903
CFTR,SH3GL1,900
CFTR,SPINK1,798
CFTR,ACTR2,903
CFTR,ARRB2,902
CFTR,SEL1L,923
CFTR,ERLIN2,906
CFTR,PSMB5,906
CFTR,ARRB1,908
CFTR,GLRA4,704
CFTR,DNM1,905
CFTR,PRKAB1,806
CFTR,VAMP2,924
CFTR,SHFM1,900
CFTR,CLTB,900
CFTR,PRKAA2,808
CFTR,CTTN,915
CFTR,ARPC3,900
CFTR,SCARB2,900
CFTR,SLC9A3R2,878
CFTR,DNAJC6,913
COL18A1,P4HB,913
COL18A1,COL16A1,921
COL18A1,COL9A3,910
COL18A1,COL5A3,920
COL18A1,ITGA5,951
COL18A1,CTSD,915
COL18A1,ADAMTS18,758
COL18A1,COLGALT2,902
COL18A1,COLGALT1,903
COL18A1,P4HA2,918
COL18A1,LEPREL1,910
COL18A1,COL6A5,908
COL18A1,COL4A6,916
COL18A1,P4HA3,903
COL18A1,CTSS,900
COL18A1,COL4A5,923
COL18A1,CTSK,910
COL18A1,ITGAV,926
COL18A1,LEPREL2,907
COL18A1,ITGB1,946
COL18A1,LAMA1,918
COL18A1,ADAMTS8,755
COL18A1,KDR,872
COL18A1,FGF2,700
COL18A1,COL6A1,933
COL18A1,COL8A1,909
COL18A1,COL4A2,941
COL18A1,CTSV,918
COL18A1,THBS1,806
COL18A1,COL4A4,915
COL18A1,PLOD3,905
COL18A1,MMP12,929
COL18A1,COL11A1,917
COL18A1,ITGB3,926
COL18A1,SERPINH1,923
COL18A1,PLOD2,911
COL18A1,COL23A1,903
COL18A1,CTSL,963
COL18A1,COL24A1,905
COL18A1,COL5A1,927
COL18A1,COL6A6,907
COL18A1,COL9A1,906
COL18A1,COL6A2,943
COL18A1,COL13A1,913
COL18A1,GPC4,898
COL18A1,MMP2,985
COL18A1,COL4A3,932
COL18A1,COL2A1,917
COL18A1,COL1A1,926
COL18A1,COL14A1,918
COL18A1,CRTAP,908
COL18A1,COL6A3,918
COL18A1,COL19A1,922
COL18A1,COL22A1,914
COL18A1,HSPG2,777
COL18A1,COL12A1,919
COL18A1,MMP13,924
COL18A1,COL26A1,912
COL18A1,LAMC1,920
COL18A1,COL9A2,913
COL18A1,COL8A2,923
COL18A1,COL28A1,907
COL18A1,VEGFA,884
COL18A1,GPC1,867
COL18A1,ITGA3,920
COL18A1,CTSB,922
COL18A1,COL11A2,910
COL18A1,MMP20,903
COL18A1,P4HA1,905
COL18A1,COL25A1,903
COL18A1,PLOD1,921
COL18A1,COL5A2,924
COL18A1,LEPRE1,915
COL18A1,COL27A1,911
COL18A1,LAMB1,932
COL18A1,COL17A1,911
COL18A1,COL15A1,917
COL18A1,COL1A2,918
COL18A1,ITGB5,916
COL18A1,COL10A1,902
COL18A1,MMP3,941
COL18A1,COL4A1,936
COL18A1,COL20A1,909
COL18A1,MMP9,964
COL18A1,COL21A1,909
COL18A1,PPIB,902
COL18A1,MMP7,940
COL18A1,COL7A1,924
COL18A1,COL3A1,920
COL1A1,P4HB,952
COL1A1,RUNX2,823
COL1A1,COL5A3,921
COL1A1,ITGA5,858
COL1A1,TGFB1,750
COL1A1,ITGA4,710
COL1A1,COLGALT2,913
COL1A1,ADAMTS14,924
COL1A1,LEPREL1,919
COL1A1,SDC1,921
COL1A1,CASP8,915
COL1A1,MSR1,906
COL1A1,COL4A5,925
COL1A1,SP7,845
COL1A1,COL4A2,962
COL1A1,PDGFB,775
COL1A1,TLL1,923
COL1A1,PTK2,709
COL1A1,COL11A1,935
COL1A1,ITGB3,936
COL1A1,SERPINH1,973
COL1A1,PLOD2,962
COL1A1,COL23A1,915
COL1A1,TIMP1,713
COL1A1,COL5A1,986
COL1A1,COL6A6,913
COL1A1,COL9A1,927
COL1A1,COL6A2,989
COL1A1,MMP2,970
COL1A1,FIGF,907
COL1A1,COL6A3,982
COL1A1,SERPINF1,738
COL1A1,TLL2,915
COL1A1,COL19A1,910
COL1A1,ITGA6,722
COL1A1,ITGA9,706
COL1A1,MYL1,714
COL1A1,LOX,820
COL1A1,ITGB6,725
COL1A1,PCOLCE,970
COL1A1,COL8A2,925
COL1A1,FLT4,908
COL1A1,ADAMTS2,966
COL1A1,FMOD,704
COL1A1,ITGA1,932
COL1A1,ITGA3,737
COL1A1,P4HA1,944
COL1A1,CDH11,712
COL1A1,PLOD1,959
COL1A1,ITGB7,704
COL1A1,COL1A2,999
COL1A1,COL10A1,931
COL1A1,COL20A1,903
COL1A1,MMP9,733
COL1A1,COL21A1,923
COL1A1,FN1,869
COL1A1,COL16A1,950
COL1A1,COL9A3,922
COL1A1,MKX,705
COL1A1,BGN,873
COL1A1,LUM,968
COL1A1,SOX9,715
COL1A1,COLGALT1,907
COL1A1,P4HA2,947
COL1A1,COL6A5,908
COL1A1,PCOLCE2,927
COL1A1,CD44,855
COL1A1,COL4A6,927
COL1A1,P4HA3,948
COL1A1,RB1,907
COL1A1,ITGAV,934
COL1A1,LEPREL2,910
COL1A1,DCN,966
COL1A1,ITGB1,969
COL1A1,ZNF384,904
COL1A1,COL6A1,994
COL1A1,COL8A1,933
COL1A1,ITGA11,945
COL1A1,COL4A4,922
COL1A1,PLOD3,949
COL1A1,COL24A1,913
COL1A1,COL13A1,919
COL1A1,BMP2,714
COL1A1,COL4A3,926
COL1A1,COL2A1,908
COL1A1,GP6,871
COL1A1,COL14A1,937
COL1A1,CRTAP,975
COL1A1,CTGF,862
COL1A1,FBN1,835
COL1A1,COL22A1,915
COL1A1,COL12A1,960
COL1A1,COL26A1,926
COL1A1,COL9A2,924
COL1A1,COL18A1,926
COL1A1,PDGFRB,744
COL1A1,ACAN,744
COL1A1,SPARC,986
COL1A1,COL28A1,927
COL1A1,COL11A2,916
COL1A1,ITGA2,962
COL1A1,ACTA2,790
COL1A1,IL6,741
COL1A1,COL25A1,914
COL1A1,POSTN,864
COL1A1,COL5A2,994
COL1A1,LEPRE1,968
COL1A1,COL27A1,921
COL1A1,COL17A1,914
COL1A1,FKBP10,739
COL1A1,COL15A1,939
COL1A1,ITGB5,743
COL1A1,COL4A1,969
COL1A1,BGLAP,798
COL1A1,PPIB,952
COL1A1,ADAMTS3,943
COL1A1,COL7A1,943
COL1A1,COL3A1,994
COL1A1,BMP1,974
COL1A2,P4HB,950
COL1A2,COL16A1,943
COL1A2,COL9A3,919
COL1A2,RUNX2,742
COL1A2,COL5A3,950
COL1A2,ITGA5,730
COL1A2,BGN,891
COL1A2,COLGALT2,901
COL1A2,LUM,995
COL1A2,COLGALT1,910
COL1A2,P4HA2,930
COL1A2,ADAMTS14,935
COL1A2,LEPREL1,913
COL1A2,COL6A5,903
COL1A2,PCOLCE2,929
COL1A2,CD44,806
COL1A2,SDC1,914
COL1A2,CASP8,915
COL1A2,COL4A6,932
COL1A2,MSR1,908
COL1A2,P4HA3,923
COL1A2,COL4A5,929
COL1A2,IGF1,701
COL1A2,ITGAV,925
COL1A2,LEPREL2,911
COL1A2,DCN,974
COL1A2,ITGB1,931
COL1A2,COL6A1,989
COL1A2,COL8A1,936
COL1A2,COL4A2,953
COL1A2,SMAD3,775
COL1A2,TLL1,920
COL1A2,ITGA2B,746
COL1A2,ITGA11,933
COL1A2,COL4A4,928
COL1A2,PLOD3,936
COL1A2,IL4,920
COL1A2,COL11A1,945
COL1A2,ITGB3,950
COL1A2,SERPINH1,974
COL1A2,PLOD2,960
COL1A2,COL23A1,918
COL1A2,COL24A1,912
COL1A2,COL5A1,985
COL1A2,COL6A6,912
COL1A2,COL9A1,925
COL1A2,COL6A2,971
COL1A2,COL13A1,919
COL1A2,BMP2,703
COL1A2,MMP2,949
COL1A2,COL4A3,923
COL1A2,COL2A1,919
COL1A2,FIGF,900
COL1A2,GP6,803
COL1A2,COL1A1,999
COL1A2,COL14A1,942
COL1A2,CRTAP,974
COL1A2,CTGF,858
COL1A2,COL6A3,988
COL1A2,TLL2,911
COL1A2,FBN1,921
COL1A2,COL19A1,913
COL1A2,THBS2,816
COL1A2,COL22A1,916
COL1A2,COL12A1,955
COL1A2,COL26A1,928
COL1A2,LOX,766
COL1A2,COL9A2,918
COL1A2,PCOLCE,976
COL1A2,COL8A2,924
COL1A2,COL18A1,918
COL1A2,FLT4,905
COL1A2,SPARC,992
COL1A2,ADAMTS2,966
COL1A2,COL28A1,921
COL1A2,ITGA1,930
COL1A2,ITGA3,705
COL1A2,COL11A2,928
COL1A2,P4HA1,936
COL1A2,ITGA2,954
COL1A2,CDH11,770
COL1A2,COL25A1,913
COL1A2,POSTN,872
COL1A2,PLOD1,948
COL1A2,COL5A2,996
COL1A2,LEPRE1,970
COL1A2,COL27A1,916
COL1A2,COL17A1,915
COL1A2,IL13,916
COL1A2,FKBP10,715
COL1A2,COL15A1,945
COL1A2,ITGB5,730
COL1A2,COL10A1,929
COL1A2,COL4A1,969
COL1A2,COL20A1,907
COL1A2,BGLAP,783
COL1A2,COL21A1,926
COL1A2,PPIB,952
COL1A2,FN1,893
COL1A2,ADAMTS3,925
COL1A2,COL7A1,928
COL1A2,COL3A1,995
COL1A2,BMP1,959
COL3A1,P4HB,919
COL3A1,COL5A3,928
COL3A1,COLGALT2,903
COL3A1,ADAMTS14,918
COL3A1,LEPREL1,906
COL3A1,SDC1,917
COL3A1,CASP8,918
COL3A1,MSR1,907
COL3A1,COL4A5,925
COL3A1,COL4A2,963
COL3A1,SMAD3,756
COL3A1,TLL1,915
COL3A1,COL11A1,935
COL3A1,ITGB3,931
COL3A1,SERPINH1,959
COL3A1,PLOD2,944
COL3A1,COL23A1,918
COL3A1,COL5A1,969
COL3A1,COL6A6,915
COL3A1,COL9A1,924
COL3A1,COL6A2,969
COL3A1,MMP2,758
COL3A1,COL1A1,994
COL3A1,COL6A3,985
COL3A1,TLL2,911
COL3A1,COL19A1,913
COL3A1,LOX,743
COL3A1,PCOLCE,978
COL3A1,COL8A2,927
COL3A1,ADAMTS2,958
COL3A1,FMOD,790
COL3A1,P4HA1,935
COL3A1,CDH11,837
COL3A1,PLOD1,954
COL3A1,COL1A2,995
COL3A1,COL10A1,923
COL3A1,COL20A1,905
COL3A1,COL21A1,921
COL3A1,FN1,848
COL3A1,DDR2,766
COL3A1,COL16A1,944
COL3A1,COL9A3,922
COL3A1,BGN,798
COL3A1,ASPN,839
COL3A1,LUM,978
COL3A1,COLGALT1,903
COL3A1,P4HA2,935
COL3A1,COL6A5,902
COL3A1,PCOLCE2,934
COL3A1,COL4A6,925
COL3A1,P4HA3,931
COL3A1,ITGAV,934
COL3A1,LEPREL2,904
COL3A1,DCN,925
COL3A1,ITGB1,941
COL3A1,COL6A1,991
COL3A1,COL8A1,931
COL3A1,COL4A4,922
COL3A1,PLOD3,944
COL3A1,COL24A1,914
COL3A1,COL13A1,917
COL3A1,COL4A3,924
COL3A1,COL2A1,909
COL3A1,GP6,864
COL3A1,COL14A1,940
COL3A1,CRTAP,941
COL3A1,CTGF,817
COL3A1,FBN1,953
COL3A1,COL22A1,918
COL3A1,COL12A1,963
COL3A1,COL26A1,926
COL3A1,COL9A2,922
COL3A1,COL18A1,920
COL3A1,SPARC,873
COL3A1,COL28A1,917
COL3A1,COL11A2,914
COL3A1,ITGA2,956
COL3A1,SULF1,707
COL3A1,ACTA2,857
COL3A1,COL25A1,919
COL3A1,POSTN,907
COL3A1,COL5A2,993
COL3A1,LEPRE1,952
COL3A1,COL27A1,917
COL3A1,COL17A1,915
COL3A1,COL15A1,946
COL3A1,COL4A1,968
COL3A1,PPIB,907
COL3A1,ADAMTS3,926
COL3A1,COL7A1,925
COL3A1,BMP1,944
COMP,ITGA5,920
COMP,ITGA7,792
COMP,CD47,932
COMP,ADAMTS7,763
COMP,ITGAV,917
COMP,DCN,710
COMP,ITGB1,914
COMP,MATN3,983
COMP,ITGB3,909
COMP,COL9A1,768
COMP,ADAMTS12,723
COMP,COL2A1,784
COMP,COL9A2,724
COMP,ACAN,981
COMP,HAPLN1,711
COMP,CD36,805
COMP,FMOD,732
COMP,MATN4,966
COMP,MATN1,969
COMP,FN1,712
CXCL12,GNB4,900
CXCL12,TAS2R42,900
CXCL12,GNG5,900
CXCL12,CDC42,945
CXCL12,SLC9A3R1,906
CXCL12,TAS2R19,900
CXCL12,OPRM1,935
CXCL12,NPY5R,915
CXCL12,GNAO1,915
CXCL12,SSH1,901
CXCL12,STAT2,910
CXCL12,PRKACG,900
CXCL12,C3AR1,932
CXCL12,ADRA2A,924
CXCL12,CCR4,982
CXCL12,RALB,901
CXCL12,GPR31,912
CXCL12,PDYN,902
CXCL12,HTR1A,912
CXCL12,DPP4,745
CXCL12,SRC,952
CXCL12,MAP2K2,906
CXCL12,GNAI2,913
CXCL12,CFTR,901
CXCL12,AGT,907
CXCL12,SSTR5,916
CXCL12,CD44,793
CXCL12,C3,925
CXCL12,TBX1,794
CXCL12,TNF,812
CXCL12,NMUR2,912
CXCL12,DRD4,931
CXCL12,CXCL3,952
CXCL12,OXER1,912
CXCL12,TAS2R10,900
CXCL12,CCL4L1,942
CXCL12,NPY1R,928
CXCL12,BCAR1,919
CXCL12,OPRK1,930
CXCL12,CCL5,981
CXCL12,TAS2R30,900
CXCL12,SSTR2,920
CXCL12,TP53,732
CXCL12,CHRM4,900
CXCL12,ACKR3,995
CXCL12,KITLG,729
CXCL12,CCR1,969
CXCL12,ADRB2,926
CXCL12,RXFP4,914
CXCL12,PLCB1,900
CXCL12,CXCL11,975
CXCL12,GPSM3,900
CXCL12,GNG11,903
CXCL12,PECAM1,798
CXCL12,GNAQ,906
CXCL12,TAS2R40,900
CXCL12,CCL11,969
CXCL12,EGFR,731
CXCL12,GNB2,900
CXCL12,SSTR4,919
CXCL12,KNG1,925
CXCL12,MAP2K1,928
CXCL12,ITCH,919
CXCL12,ADRA2C,918
CXCL12,FGF13,741
CXCL12,GRM3,901
CXCL12,NPBWR1,912
CXCL12,KDR,702
CXCL12,CCL21,983
CXCL12,NMS,900
CXCL12,CCL3,715
CXCL12,HGF,719
CXCL12,LPAR3,923
CXCL12,XCR1,786
CXCL12,NPY4R,912
CXCL12,CHRM1,900
CXCL12,APLN,913
CXCL12,NMUR1,912
CXCL12,PIK3CG,919
CXCL12,AP2M1,900
CXCL12,SST,921
CXCL12,INSL5,900
CXCL12,FGF2,850
CXCL12,CXCR1,968
CXCL12,NPY,923
CXCL12,GAL,904
CXCL12,MTNR1B,913
CXCL12,GNG7,900
CXCL12,F2,920
CXCL12,CXCL6,959
CXCL12,CD9,712
CXCL12,CXCR5,969
CXCL12,HTR1F,912
CXCL12,CCR2,975
CXCL12,CCL25,988
CXCL12,HCAR3,912
CXCL12,TAS2R50,900
CXCL12,HGS,904
CXCL12,POMC,915
CXCL12,RXFP3,912
CXCL12,ROBO1,927
CXCL12,TAS2R4,900
CXCL12,HCAR2,915
CXCL12,GRM6,900
CXCL12,CCL1,954
CXCL12,ESR1,944
CXCL12,SAA1,912
CXCL12,PTK2,939
CXCL12,PIK3CB,920
CXCL12,CHRM2,900
CXCL12,ADCY8,907
CXCL12,MTNR1A,913
CXCL12,GNB3,900
CXCL12,PIK3CA,918
CXCL12,ADCY9,900
CXCL12,CXCL8,972
CXCL12,GALR2,912
CXCL12,GNB5,900
CXCL12,TAS2R39,900
CXCL12,IL10,797
CXCL12,FPR2,931
CXCL12,PYY,908
CXCL12,HTR1D,912
CXCL12,PTPN11,919
CXCL12,GPR18,905
CXCL12,ADCY3,903
CXCL12,S1PR4,925
CXCL12,CCR5,975
CXCL12,PXN,929
CXCL12,TAS2R31,900
CXCL12,PPARA,904
CXCL12,VCAN,718
CXCL12,CCR9,959
CXCL12,PRKAR1A,900
CXCL12,CCL16,937
CXCL12,TAS2R3,900
CXCL12,SDC4,927
CXCL12,CCL27,951
CXCL12,NOS3,705
CXCL12,CXCL2,971
CXCL12,PTPN6,918
CXCL12,ICAM1,793
CXCL12,STAT5A,932
CXCL12,S1PR5,923
CXCL12,GNG12,903
CXCL12,P2RY14,903
CXCL12,MCHR1,912
CXCL12,CCL13,962
CXCL12,MMP2,884
