Interactor1,Category1,Interactor2,Category2,Methods,Databases_source,References,Score
SNAI2,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
SNAI2,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
SNAI2,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
SNAI2,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
SNAI2,mRNA,ZNF263,protein,ChIP-seq,ChIPBase,None,0.5483
SNAI2,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
SNAI2,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
SNAI2,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
SNAI2,mRNA,FOS,protein,ChIP-seq,ChIPBase,None,0.5483
SNAI2,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
SNAI2,mRNA,JUND,protein,ChIP-seq,ChIPBase,None,0.5483
SNAI2,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
SNAI2,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
SNAI2,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
SNAI2,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,FXR1,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,PBX3,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,FOXA1,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,ALKBH5,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,SMARCA4,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,IGF2BP1,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,CAPRIN1,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,ETS1,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,TAF15,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,SRSF1,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,PPARG,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,TFAP2A,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,SREBF2,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,POLR3A,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,MED12,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,FXR2,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,ZC3H7B,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,QKI,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,RTCB,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,SREBF1,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,LIN28B,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,FOS,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,EWSR1,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,NFYB,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,MOV10,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,HNRNPC,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,ELAVL1,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,IGF2BP2,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,TCF12,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,PUM2,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,TNRC6A,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,NFYA,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,YY1,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,FMR1,protein,CLIP-seq,starBase,None,0.5483
SP1,mRNA,STAT1,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,EP300,protein,ChIP-seq,ChIPBase,None,0.5483
SP1,mRNA,ELF1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,E2F1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,IGF2BP2,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,NELFE,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,SP1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,RXRA,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,EP300,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,CEBPB,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,TCF12,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,TNRC6A,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,PUM2,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,IRF4,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,YY1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,NFYB,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,SMAD3,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,BATF,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,SMARCA4,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,CAPRIN1,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,FOSL2,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,ZNF263,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,FXR1,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,SRSF1,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,IGF2BP1,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,HNRNPC,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,ELAVL1,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,BCL3,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,AR,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,NFYA,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,TAF15,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,POU5F1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,TFAP2A,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,EWSR1,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,FOXP2,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,NR3C1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,FMR1,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,MOV10,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,FXR2,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,ELF1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,PBX3,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,ZC3H7B,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,RTCB,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,LIN28B,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
SP3,mRNA,GTF2B,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,JUND,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,FOS,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,SETDB1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,ETS1,protein,ChIP-seq,ChIPBase,None,0.5483
SP3,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,NFYB,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,IRF4,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,RAD21,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,ZNF263,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,NR3C1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,FXR2,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,SP1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,U2AF2,protein,CLIP-seq,RAID//starBase,26641092,0.5483
STAT1,mRNA,SETDB1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,GATA1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,ZBTB33,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,BATF,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,NFYA,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,IGF2BP2,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,NCBP3,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,FMR1,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,MED12,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,PBX3,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,BCL3,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,CEBPB,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,STAT2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,EP300,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,LIN28B,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,BCL11A,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,JUND,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,ETS1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,IGF2BP1,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,FOSL2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,ELAVL1,protein,CLIP-seq,starBase,None,0.5483
STAT1,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,RXRA,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,CEBPA,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,FOS,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,GATA2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,POU5F1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT1,mRNA,TCF12,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,E2F1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,SREBF1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,U2AF2,protein,CLIP-seq,RAID//starBase,26641092,0.5483
STAT3,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,ZBTB33,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,BATF,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,PPARGC1A,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,SP1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,IGF2BP2,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,RXRA,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,STAT2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,NRF1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,NFYB,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,IRF4,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,FOXP2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,LIN28B,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,ELAVL1,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,CEBPB,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,HNRNPC,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,EP300,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,FOXA1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,BCL11A,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,SMARCA4,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,STAT1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,POU5F1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,IGF2BP1,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,BCL3,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,PUM2,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,NFYA,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,TFAP2A,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,FOXH1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,FOSL2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,FLI1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,PPARG,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,SREBF2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,FMR1,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,CEBPA,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,YY1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,TCF12,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,PBX3,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,ZNF263,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,NR3C1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,JUND,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
STAT3,mRNA,ETS1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT3,mRNA,FOS,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
STAT5A,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
STAT5A,mRNA,SUZ12,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,BCL3,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
STAT5A,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
STAT5A,mRNA,SMARCA4,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,CEBPB,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,STAT1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,TCF12,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,PPARG,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,CEBPA,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
STAT5A,mRNA,U2AF2,protein,CLIP-seq,RAID//starBase,26641092,0.5483
STAT5A,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,FOXA1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,STAT1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
STAT6,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
STAT6,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,FOSL2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,AR,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,TCF12,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
STAT6,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,PPARG,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,PBX3,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,CEBPA,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,SIRT6,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,ZNF263,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,GATA2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,JUND,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,FOS,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,ETS1,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,RAD21,protein,ChIP-seq,ChIPBase,None,0.5483
STAT6,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
STAT6,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
