resource	label	id	name	synonyms	description	xrefs	taxid	pmids
KEGG	Pathway	KEGG:rno04914	Progesterone-mediated oocyte maturation - Rattus norvegicus (rat)		Xenopus oocytes are naturally arrested at G2 of meiosis I. Exposure to either insulin/IGF-1 or the steroid hormone progesterone breaks this arrest and induces resumption of the two meiotic division cycles and maturation of the oocyte into a mature, fertilizable egg. This process is termed oocyte maturation. The transition is accompanied by an increase in maturation promoting factor (MPF or Cdc2/cyclin B) which precedes germinal vesicle breakdown (GVBD). Most reports point towards the Mos-MEK1-ERK2 pathway [where ERK is an extracellular signal-related protein kinase, MEK is a MAPK/ERK kinase and Mos is a p42(MAPK) activator] and the polo-like kinase/CDC25 pathway as responsible for the activation of MPF in meiosis, most likely triggered by a decrease in cAMP.		10116	12045215|12084906|11730319|11063930|10497333|12374568|12477927|11148128
KEGG	Pathway	KEGG:rno04917	Prolactin signaling pathway - Rattus norvegicus (rat)		Prolactin (PRL) is a polypeptide hormone known to be involved in a wide range of biological functions including osmoregulation, lactation, reproduction, growth and development, endocrinology and metabolism, brain and behavior, and immunomodulation. PRL mediates its action through PRLR, a transmembrane protein of the hematopoietin cytokine receptor superfamily. At the protein level, the long PRLR isoform (long-R) and several short PRLR isoforms (short-R) have been detected. Acting through the long-R, PRL activates many signaling cascades including Jak2/Stat, the major cascade, Src kinase, phosphatidylinositol-3-kinase (PI3K)/AKT, and mitogen-activated protein kinase (MAPK) pathways. PRL cannot activate Jak2/Stat5 through the short-R, but can activate pathways including MAPK and PI3K pathways.		10116	20149678|17307904|16231422|21664429|18219564|12670737|9626554|17535875|18601698|9475379|11606470|17975019|17519353|16677418
KEGG	Pathway	KEGG:rno04921	Oxytocin signaling pathway - Rattus norvegicus (rat)		Oxytocin (OT) is a nonapeptide synthesized by the magno-cellular neurons located in the supraoptic (SON) and paraventricular (PVN) nuclei of the hypothalamus. It exerts a wide variety of central and peripheral effects. However, its best-known and most well-established roles are stimulation of uterine contractions during parturition and milk release during lactation. Oxytocin also influences cardiovascular regulation and various social behaviors. The actions of OT are all mediated by one type of OT receptor (OTR). This is a transmembrane receptor belonging to the G-protein-coupled receptor superfamily. The main signaling pathway is the Gq/PLC/Ins3 pathway, but the MAPK and the RhoA/Rho kinase pathways are also activated, contributing to increased prostaglandin production and direct contractile effect on myometrial cells. In the cardiovascular system, OTR is associated with the ANP-cGMP and NO-cGMP pathways, which reduce the force and rate of contraction and increase vasodilatation.		10116	18655881|20626426|21981277|22190926|19840865|9575824|12009385|16787565|11861513|12433531|22902539|9326674|14715914|18555543|9219843|23356278|16966388|20141572|22227279|23335873|16156781
KEGG	Pathway	KEGG:rno04926	Relaxin signaling pathway - Rattus norvegicus (rat)		"Human relaxin-2 (""relaxin""), originally identified as a peptidic hormone of pregnancy, is now known to exert a range of pleiotropic effects including vasodilatory, anti-fibrotic and angiogenic effects in both males and females. It belongs to the so-called relaxin peptide family which includes the insulin-like peptides INSL3 and INSL5, and relaxin-3 (H3) as well as relaxin. INSL3 has clearly defined specialist roles in male and female reproduction, relaxin-3 is primarily a neuropeptide involved in stress and metabolic control, and INSL5 is widely distributed particularly in the gastrointestinal tract. These members of relaxin peptide family exert such effects binding to different kinds of receptors, classified as relaxin family peptide (RXFP) receptors: RXFP1, RXFP2, RXFP3, and RXFP4. These G protein-coupled receptors predominantly bind relaxin, INSL3, relaxin-3, and INSL-5, respectively. RXFP1 activates a wide spectrum of signaling pathways to generate second messengers that include cAMP and nitric oxide, whereas RXFP2 activates a subset of these pathways. Both RXFP3 and RXFP4 inhibit cAMP production, and RXFP3 activate MAP kinases."		10116	23303914|23401142|18675759|17293890|16507880|19935741|12646076|17458501|23883673|27239943|15956688|22936987|16814863|25759289|16569707|26294284|17351017
KEGG	Pathway	KEGG:rno04935	Growth hormone synthesis, secretion and action - Rattus norvegicus (rat)		Growth hormone (GH) is a peptide hormone secreted from the anterior pituitary and plays a critical role in cell growth, development, and metabolism throughout the body. GH secretion occurs episodically and is primarily under the control of two hypothalamic neuroendocrine hormones: GH-releasing hormone (GHRH), which stimulates GH secretion, and somatostatin, which inhibits GH secretion. GHRH interacts with a G protein-coupled receptor (GHRHR) in somatotroph cells to activate the cAMP signaling pathway, which leads to increased GH mRNA transcription and release. Once released into the circulation, GH binds to cell-surface GHR in target tissues such as liver, muscle, bone, and adipose tissue. Binding leads to activation of JAK2 that in turn triggers an array of signaling cascade including Raf-MEK-ERK, PI3K-Akt, and STAT5. ERK, Akt, and STAT5 all promote growth via the synthesis and secretion of IGF-1.		10116	30775002|8874495|8815791|10912517|29487568|26421979|28435436|9837978|11997217|9167959|8625613|10525051|25302229|16628271|15927771|14610293|22243899|19884662|31911434
KEGG	Pathway	KEGG:rno04918	Thyroid hormone synthesis - Rattus norvegicus (rat)		Thyroid hormones triiodothyronine (T3) and thyroxine (T4) are essential for normal development, growth and metabolic homeostasis in all vertebrates, and synthesized in the thyroid gland. The functional unit of the thyroid gland is the follicle, delimited by a monolayer of thyrocytes. Polarized thyrocytes surround the follicular lumen; with their basal and apical surfaces facing the bloodstream and the lumen, respectively. To synthesize thyroid hormones, thyrocytes take up iodide at their basal side and concentrate it into the lumen. They also secrete in this lumen the specialized protein thyroglobulin (TG) which serves as a store for the hormones. In the follicular lumen oxidation of iodine, iodination of tyrosines (MIT, 3-monoiodotyrosine; DIT, 3,5-diiodotyrosine) and coupling of iodotyrosines takes place on tyrosine residues in TG, resulting in T3 and T4 synthesis. Iodinated TG is resorbed through the apical membrane and degraded to form T3/T4 in lysosomes; the T3/T4 is then secreted through the basal membrane.		10116	21448409|11717564|20167242|21683758|19196800|21986207|17666482|11137035|11029276|16870170|10893432|20407074|20093166|20122987|9086577|15611820|23438835|20378719|9538302
KEGG	Pathway	KEGG:rno04919	Thyroid hormone signaling pathway - Rattus norvegicus (rat)		The thyroid hormones (THs) are important regulators of growth, development and metabolism. The action of TH is mainly mediated by T3 (3,5,3'-triiodo-L-thyronine). Thyroid hormones, L-thyroxine (T4) and T3 enter the cell through transporter proteins. Although the major form of TH in the blood is T4, it is converted to the more active hormone T3 within cells. T3 binds to nuclear thyroid hormone receptors (TRs), which functions as a ligand-dependent transcription factor and controls the expression of target genes (genomic action). Nongenomic mechanisms of action is initiated at the integrin receptor. The plasma membrane alpha(v)beta(3)-integrin has distinct binding sites for T3 and T4. One binding site binds only T3 and activates the phosphatidylinositol 3-kinase (PI3K) pathway. The other binding site binds both T3 and T4 and activates the ERK1/2 MAP kinase pathway.		10116	20051527|16214361|18329679|22484490|17983645|19755667|20868274|23021374|21835053|19295177|17574003|20005976|19716314|16951130|16051672|15345678
KEGG	Pathway	KEGG:rno04928	Parathyroid hormone synthesis, secretion and action - Rattus norvegicus (rat)		Parathyroid hormone (PTH) is a key regulator of calcium and phosphorus homeostasis. The principal regulators of PTH secretion are extracellular ionized calcium (Ca2+) and 1,25-dihydroxyvitamin D (1,25(OH)2D3). Under conditions of dietary Ca restriction, a decrement in serum Ca concentration induces release of PTH from the parathyroid gland. PTH acts on bone and kidney to stimulate bone turnover, increase the circulating levels of 1,25(OH)2D3 and calcium and inhibit the reabsorption of phosphate from the glomerular filtrate. This hormone exerts its actions via binding to the PTH/PTH-related peptide receptor (PTH1R). PTH1R primarily activates two sub-types of heterotrimeric Gproteins: Gs and Gq , which in turn regulate the activity of adenylyl cyclases and phospholipase C (PLC) that control the flow of cAMP/PKA and IP/PKC signaling cascades, respectively.		10116	27065162|28363951|20703892|29291826|25917456|22622503|20010546|27194212|21576356|17975663|22628548|21097685|11698670|20074973|17696759|24940803|29413898|12364326|19716455|17517365|8810350|16164977|11274169|15705779|12738761|17107942
KEGG	Pathway	KEGG:rno04916	Melanogenesis - Rattus norvegicus (rat)		Cutaneous melanin pigment plays a critical role in camouflage, mimicry, social communication, and protection against harmful effects of solar radiation. Melanogenesis is under complex regulatory control by multiple agents. The most important positive regulator of melanogenesis is the MC1 receptor with its ligands melanocortic peptides. MC1R activates the cyclic AMP (cAMP) response-element binding protein (CREB). Increased expression of MITF and its activation by phosphorylation (P) stimulate the transcription of tyrosinase (TYR), tyrosinase-related protein 1 (TYRP1), and dopachrome tautomerase (DCT), which produce melanin. Melanin synthesis takes place within specialized intracellular organelles named melanosomes. Melanin-containing melanosomes then move from the perinuclear region to the dendrite tips and are transferred to keratinocytes by a still not well-characterized mechanism.		10116	15383650|10841026|15016298|11023702|12894244|16822996|12753399|9263329|10643996|10347209|11602344|11041354|16246839
KEGG	Pathway	KEGG:rno04924	Renin secretion - Rattus norvegicus (rat)		The aspartyl-protease renin is the key regulator of the renin-angiotensin-aldosterone system, which is critically involved in extracellular fluid volume and blood pressure homeostasis of the body. Renin is synthesized, stored in, and released into circulation by the juxtaglomerular (JG) cells of the kidney. Secretion of renin from JG cells at the organ level is controlled by the four main mechanisms: the sympathetic nervous system, the local JG apparatus baroreflex, the macula densa mechanism, and several hormones acting locally within the JG apparatus. Renin secretion at the level of renal JG cells appears to be controlled mainly by classic second messengers, namely cAMP, cGMP, and free cytosolic calcium concentration. While cAMP generally stimulates renin release and the intracellular calcium concentration suppresses the exocytosis of renin, the effects of cGMP in the regulation of the renin system are more complex as it both may stimulate or inhibit renin release.		10116	20936939|17928544|20393195|22733355|22124804|22237158|9882634|12949225|15283749|24944035|19948673|22258323|12388321|17360952
KEGG	Pathway	KEGG:rno04614	Renin-angiotensin system - Rattus norvegicus (rat)		The renin-angiotensin system (RAS) is a peptidergic system with endocrine characteristics regarding to the regulation of the blood pressure and hydro-electrolytic balance. In the classical RAS, the enzyme renin cleaves its substrate angiotensinogen (Agt) forming the decapeptide angiotensin I that is in turn cleaved by angiotensin-converting enzyme (ACE) to produce the angiotensin II (Ang II), a key player of this system. Ang II activates its AT1 receptor (AT1R), the principal receptor that mediates the majority of the known actions of Ang II in the kidney, including vasoconstriction, renal sodium (Na+) reabsorption, and aldosterone secretion, increasing blood pressure and contributing to the development of hypertension. In addition to (ACE)/Ang II/AT1R and AT2R axis, other signaling pathways in the RAS, such as ACE2/angiotensin-(1-7)/Mas and Ang IV/IRAP, and other active peptide of the RAS, with physiological relevance as Ang III, Ang A and alamandine, are now widely recognized.		10116	17229979|15549172|15549171|15833268|15109615|16555051|12793984|12419208|16286563|16581295|12505055|12372844|12019279|15173164|17362841|25332897|24273531|21951628|18793332|23692861|24760442
KEGG	Pathway	KEGG:rno04925	Aldosterone synthesis and secretion - Rattus norvegicus (rat)		Aldosterone is a steroid hormone synthesized in and secreted from the outer layer of the adrenal cortex, the zona glomerulosa. Aldosterone plays an important role in the regulation of systemic blood pressure through the absorption of sodium and water. Angiotensin II (Ang II), potassium (K+) and adrenocorticotropin (ACTH) are the main extracellular stimuli which regulate aldosterone secretion. These physiological agonists all converge on two major intracellular signaling pathways: calcium (Ca2+) mobilization and an increase in cAMP production. The increase in cytosolic calcium levels activates calcium/calmodulin- dependent protein kinases (CaMK), and the increased cAMP levels stimulate the activity of cAMP-dependent protein kinase, or protein kinase A (PKA). The activated CaMK, and possibly PKA, activates transcription factors (NURR1 and NGF1B, CREB) to induce StAR and CYP11B2 expression, the early and late rate- limiting steps in aldosterone biosynthesis, respectively, thereby stimulating aldosterone secretion.		10116	21839803|24944029|15044681|18406824|14645496|22689262|22364774|22395411|21962440|10536682|15026188|23628605|25788893
KEGG	Pathway	KEGG:rno04927	Cortisol synthesis and secretion - Rattus norvegicus (rat)		Cortisol is the main endogenous glucocorticoid, which affects a plethora of physiological functions, e.g., lipid and glucose metabolism, metabolic homeostasis and adaptation to stress. Cortisol production is primarily regulated by corticotropin (ACTH) in zona fasciculata. The stimulatory effect of ACTH on cortisol synthesis depends on cAMP dependent signaling, but also involves membrane depolarization and increased cytosolic Ca2+. Each of cAMP and Ca2+ induces the expression of StAR, stimulating intramitochondrial cholesterol transfer, as well as the steroidogenic enzymes in the pathway from cholesterol to cortisol (e.g., CHE, CYP17A1, CYP11B1).		10116	24944026|15727807|25339223|17494631|15994319|27242666|27065945|25905342|25662280|21962440|26807866|26271515|26113808|23410915|23858003|27524977|26139209|26038201
KEGG	Pathway	KEGG:rno04260	Cardiac muscle contraction - Rattus norvegicus (rat)		Contraction of the heart is a complex process initiated by the electrical excitation of cardiac myocytes (excitation-contraction coupling, ECC). In cardiac myocytes, Ca2+ influx induced by activation of voltage-dependent L-type Ca channels (DHP receptors) upon membrane depolarization triggers the release of Ca2+ via Ca2+ release channels (ryanodine receptors) of sarcoplasmic reticulum (SR) through a Ca2+ -induced Ca release (CICR) mechanism. Ca2+ ions released via the CICR mechanism diffuse through the cytosolic space to contractile proteins to bind to troponinC resulting in the release of inhibition induced by troponinI. The Ca2+ binding to troponinC thereby triggers the sliding of thin and thick filaments, that is, the activation of a crossbridge and subsequent cardiac force development and/or cell shortening. Recovery occurs as Ca2+ is pumped out of the cell by the Na+/Ca2+ exchanger (NCX) or is returned to the sarcoplasmic reticulum (SR) by sarco(endo)plasmic Ca2+ -ATPase (SERCA) pumps on the non-junctional region of the SR.		10116	17988210|11805843|16799263|18981594|16552170|10747208|16701909|16096350|12763850|11294886|15736582|14659803|19403607|28596175
KEGG	Pathway	KEGG:rno04261	Adrenergic signaling in cardiomyocytes - Rattus norvegicus (rat)		Cardiac myocytes express at least six subtypes of adrenergic receptor (AR) which include three subtypes of beta-AR (beta-1, beta-2, beta-3) and three subtypes of the alpha-1-AR (alpha-1A, alpha-1B, and alpha-1C). In the human heart the beta-1-AR is the pre- dominate receptor. Acute sympathetic stimulation of cardiac beta-1-ARs induces positive inotropic and chronotropic effects, the most effective mechanism to acutely increase output of the heart, by coupling to Gs, formation of cAMP by adenylyl cyclase (AC), and PKA- dependent phosphorylation of various target proteins (e.g., ryanodine receptor [RyR]; phospholamban [PLB], troponin I [TnI], and the L-type Ca2+ channel [LTCC]). Chronic beta-1-AR stimulation is detrimental and induces cardiomyocyte hypertrophy and apoptosis. beta-2-AR coupled to Gs exerts a proapoptotic action as well as beta-1-AR, while beta-2-AR coupled to Gi exerts an antiapoptotic action.		10116	19883653|21212391|16765984|22022314|17988210|20923637|12439640|11604549|10571541|15979723|17826821|11805843|20658186|15142747|15765137|15232578|19874988|18407781
KEGG	Pathway	KEGG:rno04270	Vascular smooth muscle contraction - Rattus norvegicus (rat)		The vascular smooth muscle cell (VSMC) is a highly specialized cell whose principal function is contraction. On contraction, VSMCs shorten, thereby decreasing the diameter of a blood vessel to regulate the blood flow and pressure.		10116	17458653|12689814|16339747|12693609|16870827|19120701|11165670|17158339|17200683|15269340|11773611|18040024|15026027|10221985|11679404|10911373|18552454|18703404|11709400|15725705|9458738|12060106
KEGG	Pathway	KEGG:rno04970	Salivary secretion - Rattus norvegicus (rat)		Saliva has manifold functions in maintaining the integrity of the oral tissues, in protecting teeth from caries, in the tasting and ingestion of food, in speech and in the tolerance of tenures, for example. Salivary secretion occurs in response to stimulation by neurotransmitters released from autonomic nerve endings. There are two secretory pathways: protein exocytosis and fluid secretion. Sympathetic stimulation leads to the activation of adenylate cyclase and accumulation of intracellular cAMP. The elevation of cAMP causes the secretion of proteins such as amylase and mucin. In contrast, parasympathetic stimulation activates phospholipase C and causes the elevation of intracellular Ca2+, which leads to fluid secretion; that is, water and ion transport. Ca2+ also induces amylase secretion, but the amount is smaller than that induced by cAMP.		10116	16799262|16712780|10682899|10928320|8105741|9720759|18626068|17157080|11936453|15153696|17347411|15709965|20224180
KEGG	Pathway	KEGG:rno04971	Gastric acid secretion - Rattus norvegicus (rat)		Gastric acid is a key factor in normal upper gastrointestinal functions, including protein digestion and calcium and iron absorption, as well as providing some protection against bacterial infections. The principal stimulants of acid secretion at the level of the parietal cell are histamine (paracrine), gastrin (hormonal), and acetycholine (ACh; neurocrine). Stimulation of acid secretion typically involves an initial elevation of intracellular calcium and cAMP, followed by activation of protein kinase cascades, which trigger the translocation of the proton pump, H+,K+-ATPase, from cytoplasmic tubulovesicles to the apical plasma membrane and thereby H+ secretion into the stomach lumen.		10116	18474247|9307437|12500969|17928547|19889964|15703676|16391411|20148676|18061403|18626068|15579540|20331540
KEGG	Pathway	KEGG:rno04972	Pancreatic secretion - Rattus norvegicus (rat)		The pancreas performs both exocrine and endocrine functions. The exocrine pancreas consists of two parts, the acinar and duct cells. The primary functions of pancreatic acinar cells are to synthesize and secrete digestive enzymes. Stimulation of the cell by secretagogues such as acetylcholine (ACh) and cholecystokinin (CCK) causes the generation of an intracellular Ca2+ signal. This signal, in turn, triggers the fusion of the zymogen granules with the apical plasma membrane, leading to the polarised secretion of the enzymes. The major task of pancreatic duct cells is the secretion of fluid and bicarbonate ions (HCO3-), which neutralize the acidity of gastric contents that enter the duodenum. An increase in intracellular cAMP by secretin is one of the major signals of pancreatic HCO3- secretion. Activation of the CFTR Cl- channel and the CFTR-dependent Cl-/HCO3- exchange activities is responsible for cAMP-induced HCO3- secretion.		10116	17850212|20625287|16891880|15689674|14660554|9548666|18626068|14637169|16888148|16930743|15709963|20224219|17205399|10835353|10078532|11087843|19088252
KEGG	Pathway	KEGG:rno04976	Bile secretion - Rattus norvegicus (rat)		Bile is a vital secretion, essential for digestion and absorption of fats and fat-soluble vitamins in the small intestine. Moreover, bile is an important route of elimination for excess cholesterol and many waste product, bilirubin, drugs and toxic compounds. Bile secretion depends on the function of membrane transport systems in hepatocytes and cholangiocytes and on the structural and functional integrity of the biliary tree. The hepatocytes generate the so-called primary bile in their canaliculi. Cholangiocytes modify the canalicular bile by secretory and reabsorptive processes as bile passes through the bile ducts. The main solutes in bile are bile acids, which stimulate bile secretion osmotically, as well as facilitate the intestinal absorption of dietary lipids by their detergent properties. Bile acids are also important signalling molecules. Through the activation of nuclear receptors, they regulate their own synthesis and transport rates.		10116	11826283|10728790|18668439|14999673|17404808|12663868|20103563|15758646|14659471|18837079|12483266|11316487|18670431|15975683|18081658|19482594|19273385|16706681|19273238|18377365|18371245
KEGG	Pathway	KEGG:rno04973	Carbohydrate digestion and absorption - Rattus norvegicus (rat)		Dietary carbohydrate in humans and omnivorous animals is a major nutrient. The carbohydrates that we ingest vary from the lactose in milk to complex carbohydrates. These carbohydrates are digested to monosaccharides, mostly glucose, galactose and fructose, prior to absorption in the small intestine. Glucose and galactose are initially transported into the enterocyte by SGLT1 located in the apical brush border membrane and then exit through the basolateral membrane by either GLUT2 or exocytosis. In a new model of intestinal glucose absorption, transport by SGLT1 induces rapid insertion and activation of GLUT2 in the brush border membrane by a PKC betaII-dependent mechanism. Moreover, trafficking of apical GLUT2 is rapidly up-regulated by glucose and artificial sweeteners, which act through T1R2 + T1R3/alpha-gustducin to activate PLC-beta2 and PKC-beta II. Fructose is transported separately by the brush border GLUT5 and then released out of the enterocyte into the blood by GLUT2.		10116	16586532|14642859|18393659|19001049|16186415|20522896|17222166|12512027|11562503|15546855|12750891|7555019|5089892|12583961|11427691
KEGG	Pathway	KEGG:rno04974	Protein digestion and absorption - Rattus norvegicus (rat)		Protein is a dietary component essential for nutritional homeostasis in humans. Normally, ingested protein undergoes a complex series of degradative processes following the action of gastric, pancreatic and small intestinal enzymes. The result of this proteolytic activity is a mixture of amino acids and small peptides. Amino acids (AAs) are transported into the enterocyte (intestinal epithelial cell) by a variety of AA transporters that are specific for cationic (basic) AA, neutral AA, and anionic (acidic) AA. Small peptides are absorbed into enterocytes by the PEPT1 transporter. Inside enterocytes peptides are hydrolyzed, and the resulting amino acids are released together with those absorbed by AA transporters into blood via multiple, basolateral, AA transporters. Hydrolysis-resistant peptides, however, are transported out of the cells by a basolateral peptide transporter that has not been identified molecularly.		10116	18195088|15772300|20522896|11546643|18400692|9687539|14977407|12237156|7937532|12583961|16887608|20093818|18626068
KEGG	Pathway	KEGG:rno04975	Fat digestion and absorption - Rattus norvegicus (rat)		Fat is an important energy source from food. More than 95% of dietary fat is long-chain triacylglycerols (TAG), the remaining being phospholipids (4.5%) and sterols. In the small intestine lumen, dietary TAG is hydrolyzed to fatty acids (FA) and monoacylglycerols (MAG) by pancreatic lipase. These products are then emulsified with the help of phospholipids (PL) and bile acids (BA) present in bile to form micelles. Free FAs and MAGs are taken up by the enterocyte where they are rapidly resynthesized in endoplasmic reticulum (ER) to form TAG. PLs from the diet as well as bile - mainly LPA - too are absorbed by the enterocyte and are acylated to form phosphatidic acid (PA), which is also converted into TAG. Absorbed cholesterol (CL) is acylated to cholesterol esters (CE). Within the ER, TAG joins CE and apolipoprotein B (ApoB) to form chylomicrons that enter circulation through the lymph.		10116	19158321|20522896|19280719|15286736|20148678|19116371|10924713|12621063|17495606|18830418|11504671|14976303|17002594|19663632|15891388|20493784
KEGG	Pathway	KEGG:rno04979	Cholesterol metabolism - Rattus norvegicus (rat)		Cholesterol is an essential component of mammalian cell membranes as well as a precursor of bile acids, vitamin D and steroid hormones. Cholesterol homeostasis in humans is regulated by well-balanced mechanisms of intestinal uptake, endogenous synthesis, transport in lipoprotein particles, and biliary excretion. Its abnormal metabolism can lead to increased risk for various endocrine disorders and cardiovascular diseases.		10116	28577571|24385507|15451808|18079757|18216769|26568191|24854407|25172365|26247089|25551803|20962428|25359426|28971105|24397894|11254896|22661899|26435212|27312323|22510808|25003069|22811413|26015858|27565112|26041457|24554437|20816088
KEGG	Pathway	KEGG:rno04977	Vitamin digestion and absorption - Rattus norvegicus (rat)		Vitamins are a diverse and chemically unrelated group of organic substances that share a common feature of being essential for normal health and well-being. They catalyze numerous biochemical reactions. Because humans and other mammals cannot synthesize these compounds (except for some synthesis of niacin), they must obtain them from exogenous sources via intestinal absorption. Vitamins are classified based on their solubility in water or fat. Most of the water-soluble vitamins are transported across the small intestinal membrane by carrier-mediated mechanisms, but vitamin B12, cobalamin, is transported by a receptor-mediated mechanism. Intestinal absorption of fat-soluble vitamins requires all of the processes needed for fat absorption. After digestion, these vitamins and the products of pancreatic hydrolysis of triglycerides (TG) are emulsified by bile salts to form mixed micelles which are taken up by intestinal enterocytes and incorporated into chylomicrons (CM). CM are then secreted into the lymphatic system, and finally moves into the plasma.		10116	16462170|14642860|14977409|16206251|20724488|19056639|20185591|19173758|11984580|11340090|16688755|20166147|18841274
KEGG	Pathway	KEGG:rno04978	Mineral absorption - Rattus norvegicus (rat)		Minerals are one of the five fundamental groups of nutrients needed to sustain life. Of the minerals, calcium plays innumerable roles in our bodies, serving as a main component of bone as well as an intracellular messenger in muscle contraction/relaxation, neural networks, the immune system, and endocrine/exocrine cells. Iron, copper, and other metals are required for redox reactions (as cofactors) and for oxygen transport and binding (in hemoglobin and myoglobin). Many enzymes require specific metal atoms to complete their catalytic functions. Animal tissues need moderate quantities of some elements (Ca, P, K, Na, Mg, S, and Cl) and trace amounts of others (Mn, Fe, I, Co, Cr, Cu, Zn, and Se). The minerals are absorbed by either passive or active transport systems through the intestinal mucosa, often using specialized transport proteins, such as ferritin for Fe3+ and vitamin D-induced protein for calcium.		10116	18277073|18598134|15618484|12520535|17943492|18636652|17194590|16565477|18779306|18779302|20120011|19400752|18301276|19448074|21054167|19729436|16431934
KEGG	Pathway	KEGG:rno04962	Vasopressin-regulated water reabsorption - Rattus norvegicus (rat)		In the kidney, the antidiuretic hormone vasopressin (AVP) is a critical regulator of water homeostasis by controlling the water movement from lumen to the interstitium for water reabsorption and adjusting the urinary water excretion. In normal physiology, AVP is secreted into the circulation by the posterior pituitary gland, in response to an increase in serum osmolality or a decrease in effective circulating volume. When reaching the kidney, AVP binds to V2 receptors on the basolateral surface of the collecting duct epithelium, triggering a G-protein-linked signaling cascade, which leads to water channel aquaporin-2 (AQP2) vesicle insertion into the apical plasma membrane. This results in higher water permeability in the collecting duct and, driven by an osmotic gradient, pro-urinary water then passes the membrane through AQP2 and leaves the cell on the basolateral side via AQP3 and AQP4 water channels, which are constitutively expressed on the basolateral side of these cells. When isotonicity is restored, reduced blood AVP levels results in AQP2 internalization, leaving the apical membrane watertight again.		10116	18431594|18566824|10073616|10070156|10099706|18655910|11773613|11001488|15522987|17956998|14586738
KEGG	Pathway	KEGG:rno04960	Aldosterone-regulated sodium reabsorption - Rattus norvegicus (rat)		Sodium transport across the tight epithelia of Na+ reabsorbing tissues such as the distal part of the kidney nephron and colon is the major factor determining total-body Na+ levels, and thus, long-term blood pressure. Aldosterone plays a major role in sodium and potassium metabolism by binding to epithelial mineralocorticoid receptors (MR) in the renal collecting duct cells localized in the distal nephron, promoting sodium resorption and potassium excretion. Aldosterone enters a target cell and binds MR, which translocates into the nucleus and regulates gene transcription. Activation of MR leads to increased expression of Sgk-1, which phosphorylates Nedd4-2, an ubiquitin-ligase which targets ENAC to proteosomal degradation. Phosphorylated Nedd4-2 dissociates from ENAC, increasing its apical membrane abundance. Activation of MR also leads to increased expression of Na+/K+-ATPase, thus causing a net increase in sodium uptake from the renal filtrate. The specificity of MR for aldosterone is provided by 11beta-HSD2 by the rapid conversion of cortisol to cortisone in renal cortical collecting duct cells. Recently, besides genomic effects mediated by activated MR, rapid aldosterone actions that are independent of translation and transcription have been documented.		10116	16002531|11850323|18197893|18174920|16286565|12649599|17332888|19549592|15590995|12943727|11208606|17309947
KEGG	Pathway	KEGG:rno04961	Endocrine and other factor-regulated calcium reabsorption - Rattus norvegicus (rat)		Calcium (Ca2+) is essential for numerous physiological functions including intracellular signalling processes, neuronal excitability, muscle contraction and bone formation. Therefore, its homeostasis is finely maintained through the coordination of intestinal absorption, renal reabsorption, and bone resorption. In kidney, the late part of the distal convoluted tubule (DCT) and the connecting tubule (CNT) are the site of active Ca2+ transport and precisely regulate Ca2+ reabsorption. Following Ca2+ entry through TRPV5, Ca2+ bound to calbindin-D28K diffuses to the basolateral side, where it is extruded into the blood compartment through NCX1 and to a lesser extent PMCA1b. In the urinary compartment, both klotho and tissue kallikrein (TK) increase the apical abundance of TRPV5. In the blood compartment, PTH, 1,25(OH)2D3 and estrogen increase the transcription and protein expression of the luminal Ca2+ channels, calbindins, and the extrusion systems.		10116	18989697|16518325|18596722|20969972|15618484|15747113|16044309|12684797|17006539|17233615|18293139|19423690
KEGG	Pathway	KEGG:rno04964	Proximal tubule bicarbonate reclamation - Rattus norvegicus (rat)		"One of the major tasks of the renal proximal tubule (PT) is to secrete acid into the tubule lumen, thereby reabsorbing approximately 80% of the filtered bicarbonate (HCO3(-)), as well as generating ""new HCO3(-)"" for regulating blood pH. In the tubular lumen, filtered HCO3(-) combines with H(+) in a reaction catalyzed by CA IV. The CO2 thus produced rapidly diffuses into the tubular cells and is combined with water to produce intracellular H(+) and HCO3(-), catalyzed by soluble cytoplasmic CA II. HCO3(-) is then cotransported with Na(+) into blood via the NBC-1. The intracellular H(+) produced by CA II is secreted into the tubular lumen predominantly via the NHE-3. The PT creates the ""new HCO3(-)"" by taking glutamine and metabolizing it to two molecules each of NH4(+) and HCO3(-). The NH4(+) is excreted into the tubular lumen, and the HCO3(-) , which is ""new HCO3(-) ,"" is returned to the blood, where it replaces the HCO3(-) lost earlier in the titration of nonvolatile acids."		10116	19948674|16914536|9550618|16352913|17557941|19721811|12138151|11826292|11385088|11045400|18056784|11533299
KEGG	Pathway	KEGG:rno04966	Collecting duct acid secretion - Rattus norvegicus (rat)		One of the important roles of the collecting duct segment of the kidney nephron is acid secretion. As daily food intake loads acid into the body, urinary acid excretion is essential, and urine pH can drop as low as 4.5. The alpha-intercalated cell of collecting duct is the main responsible for hydrogen secretion into the urine. The carbon dioxide, which is generated in the cells and enters from the blood, is changed to carbonic acid. This carbonic acid is divided into hydrogen ion and bicarbonate ion. Intracellular CA II catalyses the formation of these ions. The hydrogen ion is secreted into the lumen by the luminal H(+)-ATPase. The bicarbonate ion is transported to the blood side by the anion exchanger type 1. Hydrogen ion in the lumen is trapped by urinary buffers. These include ammonium and phosphate.		10116	16352913|19277700|19948674|9550618|17557941|19721811|11045400|11826292
