relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmid
Hetionet::DlA::Disease:Anatomy	renal	Anatomy	MESH:D007668	post-COVID	Disease	MONDO:0100233	"Most common haematological findings included anaemia (40%), reduced lymphocyte (43%) or eosinophil counts (38%) and low IgM memory B cells and correlated with advanced age, number of chronic comorbidities, female gender, altered renal function, reduced baseline Hb and procalcitonin concentrations and increased RDW."	38001354
Hetionet::DuG::Disease:Gene	Hb	Gene	ENTREZ:3043	post-COVID	Disease	MONDO:0100233	"Most common haematological findings included anaemia (40%), reduced lymphocyte (43%) or eosinophil counts (38%) and low IgM memory B cells and correlated with advanced age, number of chronic comorbidities, female gender, altered renal function, reduced baseline Hb and procalcitonin concentrations and increased RDW."	38001354
Hetionet::DlA::Disease:Anatomy	thrombotic	Disease	MONDO:0000831	arterial	Anatomy	UBERON:0004571	"However, after resolution of acute infection, patients may still have clinical sequelae, the so-called long-COVID-19, including thrombotic events again in the venous and arterial circulation."	37967846
Hetionet::DlA::Disease:Anatomy	thrombotic	Disease	MONDO:0000831	venous	Anatomy	UBERON:0004581	"However, after resolution of acute infection, patients may still have clinical sequelae, the so-called long-COVID-19, including thrombotic events again in the venous and arterial circulation."	37967846
GNBR::J::Compound:Disease	procalcitonin	Compound	DrugBank:DB14812	post-COVID	Disease	MONDO:0100233	"Most common haematological findings included anaemia (40%), reduced lymphocyte (43%) or eosinophil counts (38%) and low IgM memory B cells and correlated with advanced age, number of chronic comorbidities, female gender, altered renal function, reduced baseline Hb and procalcitonin concentrations and increased RDW."	38001354
Hetionet::DrD::Disease:Disease	thrombotic	Disease	MONDO:0000831	long-COVID-19	Disease	MONDO:0100233	"However, after resolution of acute infection, patients may still have clinical sequelae, the so-called long-COVID-19, including thrombotic events again in the venous and arterial circulation."	37967846
GNBR::Md::Gene:Disease	COVID-19	Disease	MONDO:0100096	IL6	Gene	ENTREZ:3569	"Earlier reports showed the presence of increased levels of inflammatory biomarkers such as interleukin 6, C-reactive protein, fibrinogen or procalcitonin in patients with COVID-19, being associated with a worse outcome."	37958264
GNBR::Md::Gene:Disease	COVID-19	Disease	MONDO:0100096	CRP	Gene	ENTREZ:1401	"Earlier reports showed the presence of increased levels of inflammatory biomarkers such as interleukin 6, C-reactive protein, fibrinogen or procalcitonin in patients with COVID-19, being associated with a worse outcome."	37958264
GNBR::Md::Gene:Disease	COVID-19	Disease	MONDO:0100096	FGB	Gene	ENTREZ:2244	"Earlier reports showed the presence of increased levels of inflammatory biomarkers such as interleukin 6, C-reactive protein, fibrinogen or procalcitonin in patients with COVID-19, being associated with a worse outcome."	37958264
GNBR::Mp::Compound:Disease	COVID-19	Disease	MONDO:0100096	Procalcitonin	Compound	DrugBank:DB14812	"Earlier reports showed the presence of increased levels of inflammatory biomarkers such as interleukin 6, C-reactive protein, fibrinogen or procalcitonin in patients with COVID-19, being associated with a worse outcome."	37958264
GNBR::T::Compound:Disease	postural orthostatic tachycardia syndrome	Disease	MONDO:0011479	IVABRADINE	Compound	DrugBank:DB09083	"As there is no specific treatment for POTS, current lifestyle measurements include: adequate hydration, specific exercise training and various pharmacotherapies, depending on POTS subtypes such as ivabradine or β-blockers, in combination with compression stockings when tachycardia is the dominant symptom to midodrine for persistent OH due to venous polling or fludrocortisone if hypovolemia and orthostatic intolerance are associated."	37958264
HSDN::has_symptom:Disease:Symptom	postural orthostatic tachycardia syndrome	Disease	MONDO:0011479	tachycardia	Symptom	SYMP:0000529	"As there is no specific treatment for POTS, current lifestyle measurements include: adequate hydration, specific exercise training and various pharmacotherapies, depending on POTS subtypes such as ivabradine or β-blockers, in combination with compression stockings when tachycardia is the dominant symptom to midodrine for persistent OH due to venous polling or fludrocortisone if hypovolemia and orthostatic intolerance are associated."	37958264
GNBR::T::Compound:Disease	postural orthostatic tachycardia syndrome	Disease	MONDO:0011479	FLUDROCORTISONE	Compound	DrugBank:DB00687	"As there is no specific treatment for POTS, current lifestyle measurements include: adequate hydration, specific exercise training and various pharmacotherapies, depending on POTS subtypes such as ivabradine or β-blockers, in combination with compression stockings when tachycardia is the dominant symptom to midodrine for persistent OH due to venous polling or fludrocortisone if hypovolemia and orthostatic intolerance are associated."	37958264
GNBR::T::Compound:Disease	postural orthostatic tachycardia syndrome	Disease	MONDO:0011479	MIDODRINE	Compound	DrugBank:DB00211	"As there is no specific treatment for POTS, current lifestyle measurements include: adequate hydration, specific exercise training and various pharmacotherapies, depending on POTS subtypes such as ivabradine or β-blockers, in combination with compression stockings when tachycardia is the dominant symptom to midodrine for persistent OH due to venous polling or fludrocortisone if hypovolemia and orthostatic intolerance are associated."	37958264
GNBR::T::Compound:Disease	long COVID-19	Disease	MONDO:0100233	SODIUM ASCORBATE	Compound	DrugBank:DB14482	"Some studies reported the beneficial effects of vitamin C and L-arginine on walking capacity, muscle strength, endothelial function and fatigue in adults with Long COVID."	37958264
GNBR::T::Compound:Disease	long COVID-19	Disease	MONDO:0100233	L-arginine alpha-ketoglutarate	Compound	MESH:C521231	"Some studies reported the beneficial effects of vitamin C and L-arginine on walking capacity, muscle strength, endothelial function and fatigue in adults with Long COVID."	37958264
GNBR::T::Compound:Disease	metformin	Compound	DrugBank:DB00331	long COVID-19	Disease	MONDO:0100233	"Interestingly, in recent studies, metformin has a beneficial therapeutic role in COVID-19 and long COVID-19, possibly by improving AMPK signaling of the VDR and enhancing the efficacy of the VD."	37957515
associated_with	metformin	Compound	DrugBank:DB00331	AMPK signaling	Pathway	WikiPathways:WP1403	"Interestingly, in recent studies, metformin has a beneficial therapeutic role in COVID-19 and long COVID-19, possibly by improving AMPK signaling of the VDR and enhancing the efficacy of the VD."	37957515
DRUGBANK::ddi-interactor-in::Compound:Compound	metformin	Compound	DrugBank:DB00331	vitamin D	Compound	DrugBank:DB11094	"Interestingly, in recent studies, metformin has a beneficial therapeutic role in COVID-19 and long COVID-19, possibly by improving AMPK signaling of the VDR and enhancing the efficacy of the VD."	37957515
associated_with	VDR	Gene	ENTREZ:7421	AMPK signaling	Pathway	WikiPathways:WP1403	"Interestingly, in recent studies, metformin has a beneficial therapeutic role in COVID-19 and long COVID-19, possibly by improving AMPK signaling of the VDR and enhancing the efficacy of the VD."	37957515
HSDN::has_symptom:Disease:Symptom	fatigue	Symptom	SYMP:0019177	long COVID	Disease	MONDO:0100233	"The clinical manifestations of long COVID can vary among individuals and may include fatigue, dyspnea, chest pain, cognitive impairment, and new-onset diabetes, among others."	37943302
HSDN::has_symptom:Disease:Symptom	dyspnea	Symptom	SYMP:0019153	long COVID	Disease	MONDO:0100233	"The clinical manifestations of long COVID can vary among individuals and may include fatigue, dyspnea, chest pain, cognitive impairment, and new-onset diabetes, among others."	37943302
Hetionet::DrD::Disease:Disease	new-onset diabetes	Disease	MONDO:0005015	long COVID	Disease	MONDO:0100233	"The clinical manifestations of long COVID can vary among individuals and may include fatigue, dyspnea, chest pain, cognitive impairment, and new-onset diabetes, among others."	37943302
PrimeKG::parent-child:Disease:Disease	asthma	Disease	MONDO:0004979	Long-COVID	Disease	MONDO:0100233	Pre-existing asthma or rhinitis may increase the risk of LC.	37936547
PrimeKG::parent-child:Disease:Disease	rhinitis	Disease	MONDO:0003014	Long-COVID	Disease	MONDO:0100233	Pre-existing asthma or rhinitis may increase the risk of LC.	37936547
HSDN::has_symptom:Disease:Symptom	chest pain	Symptom	SYMP:0000576	long COVID	Disease	MONDO:0100233	"The clinical manifestations of long COVID can vary among individuals and may include fatigue, dyspnea, chest pain, cognitive impairment, and new-onset diabetes, among others."	37943302
GNBR::J::Gene:Disease	SNX9	Gene	ENTREZ:51429	long COVID	Disease	MONDO:0100233	"Expanded genotype analysis suggests that specific SNX9 genotypes are a significant contributor to the risk of or protection against severe long COVID infection, but that the gene-disease relationship is context dependent and mediated by interactions with KLF15 and RYR3."	37915075
Hetionet::GiG::Gene:Gene	SNX9	Gene	ENTREZ:51429	KLF15	Gene	ENTREZ:28999	"Expanded genotype analysis suggests that specific SNX9 genotypes are a significant contributor to the risk of or protection against severe long COVID infection, but that the gene-disease relationship is context dependent and mediated by interactions with KLF15 and RYR3."	37915075
Hetionet::GiG::Gene:Gene	SNX9	Gene	ENTREZ:51429	RYR3	Gene	ENTREZ:6263	"Expanded genotype analysis suggests that specific SNX9 genotypes are a significant contributor to the risk of or protection against severe long COVID infection, but that the gene-disease relationship is context dependent and mediated by interactions with KLF15 and RYR3."	37915075
associated_with	kynurenine pathway	Pathway	WikiPathways:WP5044	PCS	Disease	MONDO:0100233	The KP is overactive in PCS which maintains inflammation and which causes a lack of tryptophan.	37919310
associated_with	kynurenine pathway	Pathway	WikiPathways:WP5044	inflammation	Symptom	SYMP:0000061	The KP is overactive in PCS which maintains inflammation and which causes a lack of tryptophan.	37919310
reduced_by	tryptophan	Metabolite	HMDB:HMDB0000929	kynurenine pathway	Pathway	WikiPathways:WP5044	The KP is overactive in PCS which maintains inflammation and which causes a lack of tryptophan.	37919310
GNBR::T::Compound:Disease	long COVID-19	Disease	MONDO:0100233	FLUVOXAMINE	Compound	DrugBank:DB00176	"Of the SSRIs, sigma1 receptor agonists such as fluvoxamine, citalopram, escitalopram and fluoxetine were advised preferentially."	37919310
GNBR::T::Compound:Disease	long COVID-19	Disease	MONDO:0100233	CITALOPRAM	Compound	DrugBank:DB00215	"Of the SSRIs, sigma1 receptor agonists such as fluvoxamine, citalopram, escitalopram and fluoxetine were advised preferentially."	37919310
GNBR::T::Compound:Disease	long COVID-19	Disease	MONDO:0100233	ESCITALOPRAM	Compound	DrugBank:DB01175	"Of the SSRIs, sigma1 receptor agonists such as fluvoxamine, citalopram, escitalopram and fluoxetine were advised preferentially."	37919310
GNBR::T::Compound:Disease	long COVID-19	Disease	MONDO:0100233	FLUOXETINE	Compound	DrugBank:DB00472	"Of the SSRIs, sigma1 receptor agonists such as fluvoxamine, citalopram, escitalopram and fluoxetine were advised preferentially."	37919310
GNBR::T::Compound:Disease	long COVID-19	Disease	MONDO:0100233	VENLAFAXINE	Compound	DrugBank:DB00285	"We also recommended venlafaxine, which is not an SSRI, but an SNRI."	37919310
GNBR::J::Gene:Disease	long COVID-19	Disease	MONDO:0100233	ATP9A	Gene	ENTREZ:10079	"In both Severe and Fatigue Dominant long COVID populations, we identified SNPs mapping to the genes ATP9A, INSR, CLOCK, SLC15A4 and GPC5."	37915075
GNBR::J::Gene:Disease	long COVID-19	Disease	MONDO:0100233	INSR	Gene	ENTREZ:3643	"In both Severe and Fatigue Dominant long COVID populations, we identified SNPs mapping to the genes ATP9A, INSR, CLOCK, SLC15A4 and GPC5."	37915075
GNBR::J::Gene:Disease	long COVID-19	Disease	MONDO:0100233	CLOCK	Gene	ENTREZ:9575	"In both Severe and Fatigue Dominant long COVID populations, we identified SNPs mapping to the genes ATP9A, INSR, CLOCK, SLC15A4 and GPC5."	37915075
GNBR::J::Gene:Disease	long COVID-19	Disease	MONDO:0100233	SLC15A4	Gene	ENTREZ:121260	"In both Severe and Fatigue Dominant long COVID populations, we identified SNPs mapping to the genes ATP9A, INSR, CLOCK, SLC15A4 and GPC5."	37915075
GNBR::J::Gene:Disease	long COVID-19	Disease	MONDO:0100233	GPC5	Gene	ENTREZ:2262	"In both Severe and Fatigue Dominant long COVID populations, we identified SNPs mapping to the genes ATP9A, INSR, CLOCK, SLC15A4 and GPC5."	37915075
GNBR::J::Gene:Disease	myalgic encephalomeyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	CLOCK	Gene	ENTREZ:9575	We found that the CLOCK gene is significantly associated with Fatigue Dominant long COVID and ME/CFS.	37915075
Hetionet::GpPW::Gene:Pathway	ATP9A	Gene	ENTREZ:10079	Insulin signaling pathway - Homo sapiens (human)	Pathway	KEGG:hsa04910	We also hypothesized that the genetic variants in ATP9A and INSR both contribute to dysregulated insulin signaling in subgroups of ME/CFS patients.	37915075
Hetionet::GpPW::Gene:Pathway	INSR	Gene	ENTREZ:3643	Insulin signaling pathway - Homo sapiens (human)	Pathway	KEGG:hsa04910	We also hypothesized that the genetic variants in ATP9A and INSR both contribute to dysregulated insulin signaling in subgroups of ME/CFS patients.	37915075
Hetionet::DuG::Disease:Gene	COX7A1	Gene	ENTREZ:1346	Neuro-PASC	Disease	MONDO:0100233	"Furthermore, we discovered a correlation between NP patients lower subjective impression of recovery to pre-COVID-19 baseline with an increase in the concentration of the oxidative phosphorylation protein COX7A1, which was also associated with neurologic symptoms and fatigue, as well as impairment in QoL and cognitive dysfunction."	37704012
Hetionet::DuG::Disease:Gene	CHRM3	Gene	ENTREZ:1131	Long-COVID	Disease	MONDO:0100233	The prevalence and concentrations of evaluated autoantibodes were significantly higher in Long-COVID compared to the 2 other groups (p = 2.1*10-9) with a significantly higher number of patients with simultaneous detection of more than one autoantibody in the Long-COVID group (p = 0.0419).	37689093
HSDN::has_symptom:Disease:Symptom	fatigue	Symptom	SYMP:0019177	long COVID	Disease	MONDO:0100233	"Reduced V̇O2peak  kg-1 and increased time on SCT were significantly associated with increased dyspnea and reduced DLCO but not with fatigue, while 30STST was associated with increased fatigue and dyspnea in previously non-hospitalized patients with long COVID."	37984816
HSDN::has_symptom:Disease:Symptom	dyspnea	Symptom	SYMP:0019153	long COVID	Disease	MONDO:0100233	"Reduced V̇O2peak  kg-1 and increased time on SCT were significantly associated with increased dyspnea and reduced DLCO but not with fatigue, while 30STST was associated with increased fatigue and dyspnea in previously non-hospitalized patients with long COVID."	37984816
GNBR::Md::Gene:Disease	lactate dehydrogenase	Gene	ENTREZ:3939	long COVID	Disease	MONDO:0100233	"Thus, elevated plasma LDH following COVID infection may be considered as a disease biomarker."	37706263
GNBR::J::Compound:Disease	retinol	Compound	DrugBank:DB00162	COVID-19	Disease	MONDO:0100096	Our findings suggest that the participants with mild and critical COVID-19 had lower retinol levels compared to the healthy controls (p = 0.03).	37960295
HSDN::has_symptom:Disease:Symptom	fatigue	Symptom	SYMP:0019177	long COVID	Disease	MONDO:0100233	"In a Japanese population with long COVID, prolonged general fatigue was closely linked to asthma."	37996384
Hetionet::DpS::Disease:Symptom	asthma	Disease	MONDO:0004979	long COVID	Disease	MONDO:0100233	"In a Japanese population with long COVID, prolonged general fatigue was closely linked to asthma."	37996384
Hetionet::DpS::Disease:Symptom	fatigue	Symptom	SYMP:0019177	asthma	Disease	MONDO:0004979	"In a Japanese population with long COVID, prolonged general fatigue was closely linked to asthma."	37996384
GNBR::X::Gene:Disease	long COVID-19	Disease	MONDO:0100233	IFNA1	Gene	ENTREZ:3439	Early studies reported that some individuals with long COVID had highly activated innate immune cells with elevated expression of IFN-I and IFN-III persisting 8 months post infection.	37985854
Hetionet::DuG::Disease:Gene	long COVID-19	Disease	MONDO:0100233	TNF	Gene	ENTREZ:7124	"Likewise, other studies have noted elevated levels of cytokines, such as TNF, IP10, IL-1β, and IL-6, in long COVID individuals.37985854"	37985854
Hetionet::DuG::Disease:Gene	long COVID-19	Disease	MONDO:0100233	CXCL10	Gene	ENTREZ:3627	"Likewise, other studies have noted elevated levels of cytokines, such as TNF, IP10, IL-1β, and IL-6, in long COVID individuals."	37985854
Hetionet::DuG::Disease:Gene	long COVID-19	Disease	MONDO:0100233	IL1B	Gene	ENTREZ:3553	"Likewise, other studies have noted elevated levels of cytokines, such as TNF, IP10, IL-1β, and IL-6, in long COVID individuals."	37985854
Hetionet::DuG::Disease:Gene	long COVID-19	Disease	MONDO:0100233	IL6	Gene	ENTREZ:3569	"Likewise, other studies have noted elevated levels of cytokines, such as TNF, IP10, IL-1β, and IL-6, in long COVID individuals."	37985854
GNBR::J::Compound:Disease	long COVID-19	Disease	MONDO:0100233	Fatty Acids	Compound	MESH:D005227	"Various forms of mitochondrial dysfunction were also identified in individuals with long COVID, such as altered fatty acid metabolism and the loss of mitochondrial membrane potentia."	37985854
HSDN::has_symptom:Disease:Symptom	dysregulated peripheral inflammatio	Symptom	SYMP:0000061	influenza	Disease	MONDO:0005812	"We first focus on the common potential mechanisms underlying neurological sequelae of long-COVID and influenza, namely (1) viral neurotropism and (2) dysregulated peripheral inflammation."	38014645
HSDN::has_symptom:Disease:Symptom	dysregulated peripheral inflammatio	Symptom	SYMP:0000061	long-COVID	Disease	MONDO:0100233	"We first focus on the common potential mechanisms underlying neurological sequelae of long-COVID and influenza, namely (1) viral neurotropism and (2) dysregulated peripheral inflammation."	38014645
GNBR::T::Compound:Disease	curcumin	Compound	DrugBank:DB11672	long COVID	Disease	MONDO:0100233	"We propose a base spike detoxification protocol, composed of oral nattokinase, bromelain, and curcumin."	38024037
Hetionet::DrD::Disease:Disease	influenza	Disease	MONDO:0005812	long-COVID	Disease	MONDO:0100233	"We first focus on the common potential mechanisms underlying neurological sequelae of long-COVID and influenza, namely (1) viral neurotropism and (2) dysregulated peripheral inflammation."	38014645
GNBR::T::Compound:Disease	bromelain	Compound	DrugBank:DB13281	long COVID	Disease	MONDO:0100233	"We propose a base spike detoxification protocol, composed of oral nattokinase, bromelain, and curcumin."	38024037
HSDN::has_symptom:Disease:Symptom	pain	Symptom	SYMP:0000099	long COVID	Disease	MONDO:0100233	"An umbrella review of 22 systematic reviews identified 34 symptoms and complications common with long COVID, grouped into eight long COVID treatable trait clusters: neurological, chest, psychological, pain, fatigue, sleep impairment, functional impairment and other."	37715729
HSDN::has_symptom:Disease:Symptom	fatigue	Symptom	SYMP:0019177	long COVID	Disease	MONDO:0100233	"An umbrella review of 22 systematic reviews identified 34 symptoms and complications common with long COVID, grouped into eight long COVID treatable trait clusters: neurological, chest, psychological, pain, fatigue, sleep impairment, functional impairment and other."	37715729
Hetionet::DlA::Disease:Anatomy	neurological	Anatomy	UBERON:0001021	long COVID	Disease	MONDO:0100233	"An umbrella review of 22 systematic reviews identified 34 symptoms and complications common with long COVID, grouped into eight long COVID treatable trait clusters: neurological, chest, psychological, pain, fatigue, sleep impairment, functional impairment and other."	37715729
HSDN::has_symptom:Disease:Symptom	Fatigue	Symptom	SYMP:0019177	Long-term COVID-19	Disease	MONDO:0100233	"Fatigue is a primary contributor, while chronic pain became more problematic after 6 months."	38008902
HSDN::has_symptom:Disease:Symptom	chronic pain	Symptom	SYMP:0000837	Long-term COVID-19	Disease	MONDO:0100233	"Fatigue is a primary contributor, while chronic pain became more problematic after 6 months."	38008902
GNBR::T::Compound:Disease	metformin	Compound	DrugBank:DB00331	long COVID	Disease	MONDO:0100233	"While a single study reported metformin as effective for long COVID prevention, the findings need to be replicated and consensus is required around how to define long COVID as a clinical trial endpoint."	37715729
HSDN::has_symptom:Disease:Symptom	sleep impairment	Symptom	SYMP:0000566	long COVID	Disease	MONDO:0100233	"An umbrella review of 22 systematic reviews identified 34 symptoms and complications common with long COVID, grouped into eight long COVID treatable trait clusters: neurological, chest, psychological, pain, fatigue, sleep impairment, functional impairment and other."	37715729
Hetionet::DlA::Disease:Anatomy	chest	Anatomy	UBERON:0001443	long COVID	Disease	MONDO:0100233	"An umbrella review of 22 systematic reviews identified 34 symptoms and complications common with long COVID, grouped into eight long COVID treatable trait clusters: neurological, chest, psychological, pain, fatigue, sleep impairment, functional impairment and other."	37715729
GNBR::J::Compound:Disease	long COVID-19	Disease	MONDO:0100233	SEROTONIN	Compound	DrugBank:DB08839	"Using results from human participants, mice, and organoid cultures, the researchers found that long COVID was tied with a decline in serotonin."	37910132
HSDN::has_symptom:Disease:Symptom	long COVID-19	Disease	MONDO:0100233	anxiety	Symptom	SYMP:0000412	"In summary, the scientific literature is currently working to establish more robust evidence regarding: i) the psychological correlates of long-COVID disease beyond anxiety and depression, ii) the longitudinal impact of psychological factors such as trauma,iii) in patients with long-COVID; and iv) within the Italian context."	38006716
HSDN::has_symptom:Disease:Symptom	long COVID-19	Disease	MONDO:0100233	depression	Symptom	SYMP:0000022	"In summary, the scientific literature is currently working to establish more robust evidence regarding: i) the psychological correlates of long-COVID disease beyond anxiety and depression, ii) the longitudinal impact of psychological factors such as trauma,iii) in patients with long-COVID; and iv) within the Italian context."	38006716
Hetionet::DrD::Disease:Disease	long COVID-19	Disease	MONDO:0100233	injury	Disease	MONDO:0021178	"Traumatic experiences may play an important role in shaping the psychological conditions related to long-COVID, influencing their pattern up to 6 months after the first negative swab."	38006716
HSDN::has_symptom:Disease:Symptom	long COVID-19	Disease	MONDO:0100233	concentration difficulty	Symptom	SYMP:0020029	"Moreover, the OC scale of the SCL-90-R also captures the subjective cognitive complaints, such as difficulties in concentration or memory, which are quite common among patients with long-COVID, and that may be the long-termresult of both physical (e.g., fatigue) and psychological conditions (e.g., worries)."	38006716
HSDN::has_symptom:Disease:Symptom	long COVID-19	Disease	MONDO:0100233	memory impairment	Symptom	SYMP:0000719	"Moreover, the OC scale of the SCL-90-R also captures the subjective cognitive complaints, such as difficulties in concentration or memory, which are quite common among patients with long-COVID, and that may be the long-termresult of both physical (e.g., fatigue) and psychological conditions (e.g., worries)."	38006716
HSDN::has_symptom:Disease:Symptom	long COVID-19	Disease	MONDO:0100233	fatigue	Symptom	SYMP:0019177	"Moreover, the OC scale of the SCL-90-R also captures the subjective cognitive complaints, such as difficulties in concentration or memory, which are quite common among patients with long-COVID, and that may be the long-termresult of both physical (e.g., fatigue) and psychological conditions (e.g., worries)."	38006716
HSDN::has_symptom:Disease:Symptom	heart palpitations	Symptom	SYMP:0000530	long COVID	Disease	MONDO:0100233	"Some of the common symptoms associated with long COVID syndrome include cardiovascular issues such as heart palpitations and chest pain; thrombotic events (eg, blood clotting disorders); metabolic problems (eg, type 2 diabetes); dysautonomia; paroxysmal orthostatic tachycardia syndrome; myalgic encephalomyelitis/chronic fatigue syndrome; reactivation of the Epstein-Barr virus; the presence of autoantibodies; chronic spontaneous urticaria (hives); and connective tissue diseases."	37774781
HSDN::has_symptom:Disease:Symptom	chest pain	Symptom	SYMP:0000576	long COVID	Disease	MONDO:0100233	"Some of the common symptoms associated with long COVID syndrome include cardiovascular issues such as heart palpitations and chest pain; thrombotic events (eg, blood clotting disorders); metabolic problems (eg, type 2 diabetes); dysautonomia; paroxysmal orthostatic tachycardia syndrome; myalgic encephalomyelitis/chronic fatigue syndrome; reactivation of the Epstein-Barr virus; the presence of autoantibodies; chronic spontaneous urticaria (hives); and connective tissue diseases."	37774781
Hetionet::DrD::Disease:Disease	type 2 diabetes	Disease	MONDO:0005148	long COVID	Disease	MONDO:0100233	"Some of the common symptoms associated with long COVID syndrome include cardiovascular issues such as heart palpitations and chest pain; thrombotic events (eg, blood clotting disorders); metabolic problems (eg, type 2 diabetes); dysautonomia; paroxysmal orthostatic tachycardia syndrome; myalgic encephalomyelitis/chronic fatigue syndrome; reactivation of the Epstein-Barr virus; the presence of autoantibodies; chronic spontaneous urticaria (hives); and connective tissue diseases."	37774781
Hetionet::DrD::Disease:Disease	hives	Disease	MONDO:0005492	long COVID	Disease	MONDO:0100233	"Some of the common symptoms associated with long COVID syndrome include cardiovascular issues such as heart palpitations and chest pain; thrombotic events (eg, blood clotting disorders); metabolic problems (eg, type 2 diabetes); dysautonomia; paroxysmal orthostatic tachycardia syndrome; myalgic encephalomyelitis/chronic fatigue syndrome; reactivation of the Epstein-Barr virus; the presence of autoantibodies; chronic spontaneous urticaria (hives); and connective tissue diseases."	37774781
Hetionet::DlA::Disease:Anatomy	connective tissue	Anatomy	MESH:D003238	long COVID	Disease	MONDO:0100233	"Some of the common symptoms associated with long COVID syndrome include cardiovascular issues such as heart palpitations and chest pain; thrombotic events (eg, blood clotting disorders); metabolic problems (eg, type 2 diabetes); dysautonomia; paroxysmal orthostatic tachycardia syndrome; myalgic encephalomyelitis/chronic fatigue syndrome; reactivation of the Epstein-Barr virus; the presence of autoantibodies; chronic spontaneous urticaria (hives); and connective tissue diseases."	37774781
associated_with	blood clotting disorders	BiologicalProcess	GO:0007596	long COVID	Disease	MONDO:0100233	"Some of the common symptoms associated with long COVID syndrome include cardiovascular issues such as heart palpitations and chest pain; thrombotic events (eg, blood clotting disorders); metabolic problems (eg, type 2 diabetes); dysautonomia; paroxysmal orthostatic tachycardia syndrome; myalgic encephalomyelitis/chronic fatigue syndrome; reactivation of the Epstein-Barr virus; the presence of autoantibodies; chronic spontaneous urticaria (hives); and connective tissue diseases."	37774781
Hetionet::DrD::Disease:Disease	paroxysmal orthostatic tachycardia syndrome	Disease	MONDO:0011479	long COVID	Disease	MONDO:0100233	"Some of the common symptoms associated with long COVID syndrome include cardiovascular issues such as heart palpitations and chest pain; thrombotic events (eg, blood clotting disorders); metabolic problems (eg, type 2 diabetes); dysautonomia; paroxysmal orthostatic tachycardia syndrome; myalgic encephalomyelitis/chronic fatigue syndrome; reactivation of the Epstein-Barr virus; the presence of autoantibodies; chronic spontaneous urticaria (hives); and connective tissue diseases."	37774781
Hetionet::DrD::Disease:Disease	myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	long COVID	Disease	MONDO:0100233	"Some of the common symptoms associated with long COVID syndrome include cardiovascular issues such as heart palpitations and chest pain; thrombotic events (eg, blood clotting disorders); metabolic problems (eg, type 2 diabetes); dysautonomia; paroxysmal orthostatic tachycardia syndrome; myalgic encephalomyelitis/chronic fatigue syndrome; reactivation of the Epstein-Barr virus; the presence of autoantibodies; chronic spontaneous urticaria (hives); and connective tissue diseases."	37774781
GNBR::J::Gene:Disease	p62/SQSTM1	Gene	ENTREZ:8878	long COVID	Disease	MONDO:0100233	"This study shows sex differences in stress proteins p62/SQSTM1, ERK1/2, and GSK3α/β, along with innate immunity and inflammation in hearts of ferrets infected with SARS-CoV-2, identifying mechanisms of COVID-19 cardiac injury and cardiac complications of long COVID."	37737732
GNBR::J::Gene:Disease	ERK1/2	Gene	ENTREZ:5595	long COVID	Disease	MONDO:0100233	"This study shows sex differences in stress proteins p62/SQSTM1, ERK1/2, and GSK3α/β, along with innate immunity and inflammation in hearts of ferrets infected with SARS-CoV-2, identifying mechanisms of COVID-19 cardiac injury and cardiac complications of long COVID."	37737732
GNBR::J::Gene:Disease	GSK3α/β	Gene	ENTREZ:2932	long COVID	Disease	MONDO:0100233	"This study shows sex differences in stress proteins p62/SQSTM1, ERK1/2, and GSK3α/β, along with innate immunity and inflammation in hearts of ferrets infected with SARS-CoV-2, identifying mechanisms of COVID-19 cardiac injury and cardiac complications of long COVID."	37737732
Hetionet::DuG::Disease:Gene	interleukins 2	Gene	ENTREZ:3558	long-COVID-19	Disease	MONDO:0100233	"Patients with long-lasting symptoms display higher amounts of proinflammatory molecules such as tumor necrosis factor-α, interferon γ and interleukins 2 and 6."	38018136
Hetionet::DuG::Disease:Gene	6	Gene	ENTREZ:3569	long-COVID-19	Disease	MONDO:0100233	"Patients with long-lasting symptoms display higher amounts of proinflammatory molecules such as tumor necrosis factor-α, interferon γ and interleukins 2 and 6."	38018136
Hetionet::DuG::Disease:Gene	tumor necrosis factor-α	Gene	ENTREZ:7124	long-COVID-19	Disease	MONDO:0100233	"Patients with long-lasting symptoms display higher amounts of proinflammatory molecules such as tumor necrosis factor-α, interferon γ and interleukins 2 and 6."	38018136
Hetionet::DuG::Disease:Gene	interferon γ	Gene	ENTREZ:3458	long-COVID-19	Disease	MONDO:0100233	"Patients with long-lasting symptoms display higher amounts of proinflammatory molecules such as tumor necrosis factor-α, interferon γ and interleukins 2 and 6."	38018136
GNBR::J::Compound:Disease	cortisol	Compound	DrugBank:DB00741	long COVID	Disease	MONDO:0100233	"Levels of soluble immune mediators and hormones varied among groups, with cortisol levels being lower among participants with long COVID."	37748514
GNBR::Md::Gene:Disease	long COVID-19	Disease	MONDO:0100233	LGALS1	Gene	ENTREZ:3956	"Of the features selected for the final model, several associated positively with LC status (serum galectin-1 concentration, IgG against various EBV epitopes), while others associated negatively (serum cortisol, PD-1+CD4+ T central memory cells, cDC1 cells)."	37748514
