relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmids	resource
Hetionet::DrD::Disease:Disease	long COVID	Disease	MONDO:0100233	Asthma	Disease	MONDO:0004979	The relationship between asthma and long COVID (LC28) deserves further investigation	33692530	CustomKB
Hetionet::DrD::Disease:Disease	long COVID	Disease	MONDO:0100233	Epiglottitis	Disease	MONDO:0005753	Chronic epipharyngitis/epiglottitis is frequently present in patients with long COVID.	35632649	CustomKB
Hetionet::DrD::Disease:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Epiglottitis	Disease	MONDO:0005753	The diagnostic criteria for ME/CFS include a sore throat that can occur with chronic epipharyngitis/epiglottitis.	35632649	CustomKB
Hetionet::DrD::Disease:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Amyloidosis	Disease	MONDO:0019065	Amyloidosis into the blood vessels might be occurring throughout ME/CFS patients’ brains.	16321154	CustomKB
Hetionet::DrD::Disease:Disease	long COVID	Disease	MONDO:0100233	Hyperhomocysteinemia	Disease	MONDO:0004743	Long COVID may be associated with an elevation of the biomarker homocysteine(Hcy) with resulting hyperhomocysteinemia (HHcy).	35056324	CustomKB
Hetionet::DrD::Disease:Disease	long COVID	Disease	MONDO:0100233	Hypoxia	Disease	MESH:D000860	Long-COVID pathogenesis may be explained by the combined effect of chronic hypoxia.	35449732	CustomKB
Hetionet::DrD::Disease:Disease	long COVID	Disease	MONDO:0100233	pulmonary hypertension	Disease	MONDO:0005149	Pulmonary hypertension is common in long COVID resulting in impaired lung function.	35449732	CustomKB
Hetionet::DrD::Disease:Disease	long COVID	Disease	MONDO:0100233	pulmonary embolism	Disease	MONDO:0005279	Pulmonary embolismis common in long COVID resulting in impaired lung function.	35449732	CustomKB
Hetionet::DrD::Disease:Disease	long COVID	Disease	MONDO:0100233	pulmonary fibrosis	Disease	MONDO:0002771	 Pulmonary embolismis common in long COVID resulting in impaired lung function.	35449732	CustomKB
Hetionet::DrD::Disease:Disease	long COVID	Disease	MONDO:0100233	thrombosis	Disease	MONDO:0000831	Long COVID is essentially a thrombotic sequela.	35449732	CustomKB
Hetionet::DrD::Disease:Disease	long COVID	Disease	MONDO:0100233	chronic fatigue syndrome	Disease	MONDO:0005404	"Given the findings of comparable symptoms, hemodynamic, and cerebral blood flow abnormalities in long-haul COVID-19 and ME/CFS patients, our data support the notion that SARS-CoV-2 infection acts as a trigger for the development of ME/CFS in long-haul COVID-19 patients."	35056336	CustomKB
Hetionet::DrD::Disease:Disease	SARS Virus	Disease	MONDO:0005091	long COVID	Disease	MONDO:0100233	" Given the findings of comparable symptoms, hemodynamic, and cerebral blood flow abnormalities in long-haul COVID-19 and ME/CFS patients, our data support the notion that SARS-CoV-2 infection acts as a trigger for the development of ME/CFS in long-haul COVID-19 patients."	35056336	CustomKB
Hetionet::DrD::Disease:Disease	COVID-19 sequelae	Disease	MONDO:0100096	respiratory muscle dysfunction	Disease	MONDO:0013452	Our findings point towards respiratory muscle dysfunction as a novel aspect of COVID-19 sequelae.	35570238	CustomKB
Hetionet::DuG::Disease:Gene	TNF-α	Gene	ENTREZ:7124	CFS/ME	Disease	MONDO:0005404	"Interestingly, following mitogenic stimulation, cytokine secretion revealed significant increases in IL-10, IFN-γ and TNF-α at T1 in the CFS/ME group."	22571715	CustomKB
Hetionet::DuG::Disease:Gene	IL-17A	Gene	ENTREZ:3605	CFS/ME	Disease	MONDO:0005404	"A significant decrease was observed at T2 in the CFS/ME group for IL-10 and IL-17A while at T3, IL-2 was increased in the CFS/ME group in comparison to the non-fatigued controls."	22571715	CustomKB
Hetionet::DuG::Disease:Gene	IL-2	Gene	ENTREZ:3558	CFS/ME	Disease	MONDO:0005404	"A significant decrease was observed at T2 in the CFS/ME group for IL-10 and IL-17A while at T3, IL-2 was increased in the CFS/ME group in comparison to the non-fatigued controls."	22571715	CustomKB
Hetionet::DuG::Disease:Gene	iNKT CD62L	Gene	ENTREZ:6402	CFS/ME	Disease	MONDO:0005404	"Over time, iNKT CD62L expression significantly increased in moderate CFS/ME patients and CD56(bright) NK receptors differed in severe CFS/ME."	26370228	CustomKB
Hetionet::DuG::Disease:Gene	CD57	Gene	ENTREZ:27087	CFS/ME	Disease	MONDO:0005404	Co-expression of CD57 and perforin was significantly increased on CD56(dim) CD16(+) NK cells from patients with CFS/ME compared to the MS and non-fatigued control participants.	26381393	CustomKB
Hetionet::DuG::Disease:Gene	perforin	Gene	ENTREZ:5551	CFS/ME	Disease	MONDO:0005404	Co-expression of CD57 and perforin was significantly increased on CD56(dim) CD16(+) NK cells from patients with CFS/ME compared to the MS and non-fatigued control participants.	26381393	CustomKB
Hetionet::DuG::Disease:Gene	fractalkine (CX3CL1)	Gene	ENTREZ:6376	ME/CFS	Disease	MONDO:0005404	"In addition, we identified significant reductions in the concentrations of fractalkine (CX3CL1) and monokine-induced-by-IFN-γ (MIG; CXCL9) along with increases in the concentrations of eotaxin 2 (CCL24) in ME/CFS patients."	26615570	CustomKB
Hetionet::DuG::Disease:Gene	monokine-induced-by-IFN-γ (MIG; CXCL9)	Gene	ENTREZ:4283	ME/CFS	Disease	MONDO:0005404	"In addition, we identified significant reductions in the concentrations of fractalkine (CX3CL1) and monokine-induced-by-IFN-γ (MIG; CXCL9) along with increases in the concentrations of eotaxin 2 (CCL24) in ME/CFS patients."	26615570	CustomKB
Hetionet::DuG::Disease:Gene	eotaxin 2 (CCL24)	Gene	ENTREZ:6369	ME/CFS	Disease	MONDO:0005404	"In addition, we identified significant reductions in the concentrations of fractalkine (CX3CL1) and monokine-induced-by-IFN-γ (MIG; CXCL9) along with increases in the concentrations of eotaxin 2 (CCL24) in ME/CFS patients."	26615570	CustomKB
Hetionet::DuG::Disease:Gene	ATP synthase subunit beta (ATPB)	Gene	ENTREZ:506	Chronic fatigue syndrome (CFS)	Disease	MONDO:0005404	Results for ATPB and ACON confirmed their upregulation in CFS.	27676445	CustomKB
Hetionet::DuG::Disease:Gene	aconitate hydratase (ACON)	Gene	ENTREZ:48	Chronic fatigue syndrome (CFS)	Disease	MONDO:0005404	Results for ATPB and ACON confirmed their upregulation in CFS.	27676445	CustomKB
Hetionet::DuG::Disease:Gene	glial fibrillary acidic protein	Gene	ENTREZ:2670	long COVID	Disease	MONDO:0100233	"Moreover, long COVID patients with neurological symptoms exhibited higher levels of neurofilament light chain and glial fibrillary acidic protein whereas those with pulmonary symptoms exhibited a higher level of transforming growth factor beta."	36744129	CustomKB
Hetionet::DuG::Disease:Gene	transforming growth factor beta	Gene	ENTREZ:7040	long COVID	Disease	MONDO:0100233	"Moreover, long COVID patients with neurological symptoms exhibited higher levels of neurofilament light chain and glial fibrillary acidic protein whereas those with pulmonary symptoms exhibited a higher level of transforming growth factor beta."	36744129	CustomKB
Hetionet::DuG::Disease:Gene	interleukin-8 (IL-8)	Gene	ENTREZ:3576	chronic fatigue syndrome	Disease	MONDO:0005404	"levels of interleukin-8 (IL-8) were higher in patients with sudden, influenza-like onset than in patients with gradual onset or in controls"	15642984	CustomKB
Hetionet::DuG::Disease:Gene	IL-10	Gene	ENTREZ:3586	chronic fatigue syndrome	Disease	MONDO:0005404	IL-10 levels were higher in the patients with abnormal spinal fluids than in those with normal fluid or controls	15642984	CustomKB
Hetionet::DuG::Disease:Gene	IL-10	Gene	ENTREZ:3586	CFS/ME	Disease	MONDO:0005404	"Interestingly, following mitogenic stimulation, cytokine secretion revealed significant increases in IL-10, IFN-γ and TNF-α at T1 in the CFS/ME group."	22571715	CustomKB
Hetionet::DuG::Disease:Gene	IFN-γ	Gene	ENTREZ:3458	CFS/ME	Disease	MONDO:0005404	"Interestingly, following mitogenic stimulation, cytokine secretion revealed significant increases in IL-10, IFN-γ and TNF-α at T1 in the CFS/ME group."	22571715	CustomKB
Hetionet::GiG::Gene:Gene	sRAGE	Gene	ENTREZ:177	TNF-α	Gene	ENTREZ:7124	"Furthermore, we observed statistically significant correlations between the advanced glycation end product (sRAGE) and TNF-α (Pearson's factor R = 0.637; p < 0.001) and between serum levels of DNM1L and IFN-α (Pearson's factor R = 0.501; p = 0.002) in P(+) patients."	37445288	CustomKB
HSDN::has_symptom::Disease:Symptom	orthostatic intolerance	Symptom	MESH:D054971	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"In a study of 429 adults with myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS), we demonstrated that 86% had symptoms of orthostatic intolerance in daily life."	32545797	CustomKB
HSDN::has_symptom::Disease:Symptom	fatigue	Symptom	SYMP:0019177	Long COVID	Disease	MONDO:0005404	"Long COVID was characterized by symptoms of fatigue, headache, dyspnea and anosmia and was more likely with increasing age and body mass index and female sex."	33692530	CustomKB
HSDN::has_symptom::Disease:Symptom	headache	Symptom	MESH:D006261	Long COVID	Disease	MONDO:0005404	"Long COVID was characterized by symptoms of fatigue, headache, dyspnea and anosmia and was more likely with increasing age and body mass index and female sex."	33692530	CustomKB
HSDN::has_symptom::Disease:Symptom	dyspnea	Symptom	SYMP:0019153	Long COVID	Disease	MONDO:0005404	"Long COVID was characterized by symptoms of fatigue, headache, dyspnea and anosmia and was more likely with increasing age and body mass index and female sex."	33692530	CustomKB
HSDN::has_symptom::Disease:Symptom	anosmia	Symptom	SYMP:0000551	Long COVID	Disease	MONDO:0005404	"Long COVID was characterized by symptoms of fatigue, headache, dyspnea and anosmia and was more likely with increasing age and body mass index and female sex."	33692530	CustomKB
HSDN::has_symptom::Disease:Symptom	anaemia	Symptom	SYMP:0000208	post-acute sequelae	Disease	MONDO:0100233	"Our high-dimensional approach identifies incident sequelae in the respiratory system, as well as several other sequelae that include nervous system and neurocognitive disorders, mental health disorders, metabolic disorders, cardiovascular disorders, gastrointestinal disorders, malaise, fatigue, musculoskeletal pain and anaemia."	33887749	CustomKB
HSDN::has_symptom::Disease:Symptom	malaise	Symptom	SYMP:0019176	post-acute sequelae	Disease	MONDO:0100233	"Our high-dimensional approach identifies incident sequelae in the respiratory system, as well as several other sequelae that include nervous system and neurocognitive disorders, mental health disorders, metabolic disorders, cardiovascular disorders, gastrointestinal disorders, malaise, fatigue, musculoskeletal pain and anaemia."	33887749	CustomKB
HSDN::has_symptom::Disease:Symptom	fatigue	Symptom	SYMP:0019177	post-acute sequelae	Disease	MONDO:0100233	"Our high-dimensional approach identifies incident sequelae in the respiratory system, as well as several other sequelae that include nervous system and neurocognitive disorders, mental health disorders, metabolic disorders, cardiovascular disorders, gastrointestinal disorders, malaise, fatigue, musculoskeletal pain and anaemia."	33887749	CustomKB
HSDN::has_symptom::Disease:Symptom	musculoskeletal pain	Symptom	MESH:D059352	post-acute sequelae	Disease	MONDO:0100233	"Our high-dimensional approach identifies incident sequelae in the respiratory system, as well as several other sequelae that include nervous system and neurocognitive disorders, mental health disorders, metabolic disorders, cardiovascular disorders, gastrointestinal disorders, malaise, fatigue, musculoskeletal pain and anaemia."	33887749	CustomKB
HSDN::has_symptom::Disease:Symptom	allergic	Symptom	SYMP:0000900	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"These include neuromuscular limitations that could be treated with manual forms of therapy, orthostatic intolerance and POTS for which there are multiple medications and non-pharmacologic therapies, treatable allergic and mast cell phenomena, and neurologic abnormalities that may require specific treatment."	33996867	CustomKB
HSDN::has_symptom::Disease:Symptom	orthostatic intolerance	Symptom	MESH:D054971	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"These include neuromuscular limitations that could be treated with manual forms of therapy, orthostatic intolerance and POTS for which there are multiple medications and non-pharmacologic therapies, treatable allergic and mast cell phenomena, and neurologic abnormalities that may require specific treatment."	33996867	CustomKB
HSDN::has_symptom::Disease:Symptom	profound fatigue	Symptom	SYMP:0019177	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"ME/CFS is a debilitating condition, often triggered by viral and bacterial infections, leading to years-long debilitating symptoms including profound fatigue, postexertional malaise, unrefreshing sleep, cognitive deficits, and orthostatic intolerance."	34400495	CustomKB
HSDN::has_symptom::Disease:Symptom	postexertional malaise	Symptom	SYMP:0019176	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"ME/CFS is a debilitating condition, often triggered by viral and bacterial infections, leading to years-long debilitating symptoms including profound fatigue, postexertional malaise, unrefreshing sleep, cognitive deficits, and orthostatic intolerance."	34400495	CustomKB
HSDN::has_symptom::Disease:Symptom	unrefreshing sleep	Symptom	SYMP:0000566	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"ME/CFS is a debilitating condition, often triggered by viral and bacterial infections, leading to years-long debilitating symptoms including profound fatigue, postexertional malaise, unrefreshing sleep, cognitive deficits, and orthostatic intolerance."	34400495	CustomKB
HSDN::has_symptom::Disease:Symptom	orthostatic intolerance	Symptom	MESH:D054971	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"ME/CFS is a debilitating condition, often triggered by viral and bacterial infections, leading to years-long debilitating symptoms including profound fatigue, postexertional malaise, unrefreshing sleep, cognitive deficits, and orthostatic intolerance."	34400495	CustomKB
HSDN::has_symptom::Disease:Symptom	fatigue	Symptom	SYMP:0019177	ME/CFS	Disease	MONDO:0005404	"The observed sex-specific pattern of dysregulated PL, NL, HexCer and oxylipins in ME/CFS patients suggests a possible role of these lipids in promoting immune dysfunction and inflammation which may be among the underlying factors driving the clinical presentation of fatigue, chronic pain, and cognitive difficulties in ill patients."	34454515	CustomKB
HSDN::has_symptom::Disease:Symptom	chronic pain	Symptom	SYMP:0000837	ME/CFS	Disease	MONDO:0005404	"The observed sex-specific pattern of dysregulated PL, NL, HexCer and oxylipins in ME/CFS patients suggests a possible role of these lipids in promoting immune dysfunction and inflammation which may be among the underlying factors driving the clinical presentation of fatigue, chronic pain, and cognitive difficulties in ill patients."	34454515	CustomKB
HSDN::has_symptom::Disease:Symptom	Fatigue	Symptom	SYMP:0019177	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Fatigue, myalgia, arthralgia and sleep disturbances tend to be more prevalent in the ME/CFS patients compared to the non-ME/CFS patients."	34577881	CustomKB
HSDN::has_symptom::Disease:Symptom	myalgia	Symptom	MESH:D063806	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Fatigue, myalgia, arthralgia and sleep disturbances tend to be more prevalent in the ME/CFS patients compared to the non-ME/CFS patients."	34577881	CustomKB
HSDN::has_symptom::Disease:Symptom	arthralgia	Symptom	SYMP:0000064	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Fatigue, myalgia, arthralgia and sleep disturbances tend to be more prevalent in the ME/CFS patients compared to the non-ME/CFS patients."	34577881	CustomKB
HSDN::has_symptom::Disease:Symptom	sleep disturbances	Symptom	SYMP:0000566	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Fatigue, myalgia, arthralgia and sleep disturbances tend to be more prevalent in the ME/CFS patients compared to the non-ME/CFS patients."	34577881	CustomKB
HSDN::has_symptom::Disease:Symptom	weakness	Symptom	SYMP:0000177	long COVID	Disease	MONDO:0100233	"Over 60 physical and psychological signs and symptoms with wide prevalence were reported, most commonly weakness (41%; 95% CI 25% to 59%), general malaise (33%; 95% CI 15% to 57%), fatigue (31%; 95% CI 24% to 39%), concentration impairment (26%; 95% CI 21% to 32%) and breathlessness (25%; 95% CI 18% to 34%)."	34580069	CustomKB
HSDN::has_symptom::Disease:Symptom	malaise	Symptom	SYMP:0019176	long COVID	Disease	MONDO:0100233	"Over 60 physical and psychological signs and symptoms with wide prevalence were reported, most commonly weakness (41%; 95% CI 25% to 59%), general malaise (33%; 95% CI 15% to 57%), fatigue (31%; 95% CI 24% to 39%), concentration impairment (26%; 95% CI 21% to 32%) and breathlessness (25%; 95% CI 18% to 34%)."	34580069	CustomKB
HSDN::has_symptom::Disease:Symptom	fatigue	Symptom	SYMP:0019177	long COVID	Disease	MONDO:0100233	"Over 60 physical and psychological signs and symptoms with wide prevalence were reported, most commonly weakness (41%; 95% CI 25% to 59%), general malaise (33%; 95% CI 15% to 57%), fatigue (31%; 95% CI 24% to 39%), concentration impairment (26%; 95% CI 21% to 32%) and breathlessness (25%; 95% CI 18% to 34%)."	34580069	CustomKB
HSDN::has_symptom::Disease:Symptom	concentration impairment	Symptom	SYMP:0020029	long COVID	Disease	MONDO:0100233	"Over 60 physical and psychological signs and symptoms with wide prevalence were reported, most commonly weakness (41%; 95% CI 25% to 59%), general malaise (33%; 95% CI 15% to 57%), fatigue (31%; 95% CI 24% to 39%), concentration impairment (26%; 95% CI 21% to 32%) and breathlessness (25%; 95% CI 18% to 34%)."	34580069	CustomKB
HSDN::has_symptom::Disease:Symptom	breathlessness	Symptom	SYMP:0019153	long COVID	Disease	MONDO:0100233	"Over 60 physical and psychological signs and symptoms with wide prevalence were reported, most commonly weakness (41%; 95% CI 25% to 59%), general malaise (33%; 95% CI 15% to 57%), fatigue (31%; 95% CI 24% to 39%), concentration impairment (26%; 95% CI 21% to 32%) and breathlessness (25%; 95% CI 18% to 34%)."	34580069	CustomKB
HSDN::has_symptom::Disease:Symptom	chronic fatigue	Symptom	SYMP:0019177	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) is a chronic systemic disease that manifests via various symptoms such as chronic fatigue, post-exertional malaise, and cognitive impairment described as ""brain fog""."	34682909	CustomKB
HSDN::has_symptom::Disease:Symptom	post-exertional malaise	Symptom	SYMP:0019176	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) is a chronic systemic disease that manifests via various symptoms such as chronic fatigue, post-exertional malaise, and cognitive impairment described as ""brain fog""."	34682909	CustomKB
HSDN::has_symptom::Disease:Symptom	fatigue	Symptom	SYMP:0019177	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"The most troublesome symptoms included fatigue (85%), pain (65%), cognitive impairment (50%), orthostatic intolerance (45%), sleep disturbance (35%), post-exertional malaise (30%), and neurosensory disturbance (30%)."	34682970	CustomKB
HSDN::has_symptom::Disease:Symptom	pain	Symptom	SYMP:0000099	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"The most troublesome symptoms included fatigue (85%), pain (65%), cognitive impairment (50%), orthostatic intolerance (45%), sleep disturbance (35%), post-exertional malaise (30%), and neurosensory disturbance (30%)."	34682970	CustomKB
HSDN::has_symptom::Disease:Symptom	sleep disturbance	Symptom	SYMP:0000566	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"The most troublesome symptoms included fatigue (85%), pain (65%), cognitive impairment (50%), orthostatic intolerance (45%), sleep disturbance (35%), post-exertional malaise (30%), and neurosensory disturbance (30%)."	34682970	CustomKB
HSDN::has_symptom::Disease:Symptom	post-exertional malaise	Symptom	SYMP:0019176	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"The most troublesome symptoms included fatigue (85%), pain (65%), cognitive impairment (50%), orthostatic intolerance (45%), sleep disturbance (35%), post-exertional malaise (30%), and neurosensory disturbance (30%)."	34682970	CustomKB
HSDN::has_symptom::Disease:Symptom	neurosensory disturbance	Symptom	SYMP:0000336	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"The most troublesome symptoms included fatigue (85%), pain (65%), cognitive impairment (50%), orthostatic intolerance (45%), sleep disturbance (35%), post-exertional malaise (30%), and neurosensory disturbance (30%)."	34682970	CustomKB
HSDN::has_symptom::Disease:Symptom	fatigue	Symptom	SYMP:0019177	long-COVID	Disease	MONDO:0100233	"Original studies supporting each of these subtypes are documented in this review, as well as their respective symptoms and potential interventions."	34888989	CustomKB
HSDN::has_symptom::Disease:Symptom	dyspnoea	Symptom	SYMP:0019153	long-COVID	Disease	MONDO:0100233	"Original studies supporting each of these subtypes are documented in this review, as well as their respective symptoms and potential interventions."	34888989	CustomKB
HSDN::has_symptom::Disease:Symptom	fatigue	Symptom	SYMP:0019177	long COVID	Disease	MONDO:0100233	"The most common 'long COVID' symptoms were fatigue, loss of smell and loss of taste, dizziness, muscle weakness, chest pain and respiratory problems."	35000003	CustomKB
HSDN::has_symptom::Disease:Symptom	loss of smell	Symptom	SYMP:0000551	long COVID	Disease	MONDO:0100233	"The most common 'long COVID' symptoms were fatigue, loss of smell and loss of taste, dizziness, muscle weakness, chest pain and respiratory problems."	35000003	CustomKB
HSDN::has_symptom::Disease:Symptom	loss of taste	Symptom	SYMP:0000551	long COVID	Disease	MONDO:0100233	"The most common 'long COVID' symptoms were fatigue, loss of smell and loss of taste, dizziness, muscle weakness, chest pain and respiratory problems."	35000003	CustomKB
HSDN::has_symptom::Disease:Symptom	dizziness	Symptom	SYMP:0000610	long COVID	Disease	MONDO:0100233	"The most common 'long COVID' symptoms were fatigue, loss of smell and loss of taste, dizziness, muscle weakness, chest pain and respiratory problems."	35000003	CustomKB
HSDN::has_symptom::Disease:Symptom	muscle weakness	Symptom	SYMP:0000094	long COVID	Disease	MONDO:0100233	"The most common 'long COVID' symptoms were fatigue, loss of smell and loss of taste, dizziness, muscle weakness, chest pain and respiratory problems."	35000003	CustomKB
HSDN::has_symptom::Disease:Symptom	chest pain	Symptom	SYMP:0000576	long COVID	Disease	MONDO:0100233	"The most common 'long COVID' symptoms were fatigue, loss of smell and loss of taste, dizziness, muscle weakness, chest pain and respiratory problems."	35000003	CustomKB
HSDN::has_symptom::Disease:Symptom	respiratory problems	Symptom	SYMP:0019153	long COVID	Disease	MONDO:0100233	"The most common 'long COVID' symptoms were fatigue, loss of smell and loss of taste, dizziness, muscle weakness, chest pain and respiratory problems."	35000003	CustomKB
HSDN::has_symptom::Disease:Symptom	fatigue	Symptom	SYMP:0019177	PACS	Disease	MONDO:0100233	"At 6 months, 76% of patients had PACS and the most common symptoms were fatigue, poor memory and hair loss."	35082169	CustomKB
HSDN::has_symptom::Disease:Symptom	poor memory	Symptom	SYMP:0000719	PACS	Disease	MONDO:0100233	"At 6 months, 76% of patients had PACS and the most common symptoms were fatigue, poor memory and hair loss."	35082169	CustomKB
HSDN::has_symptom::Disease:Symptom	hair loss	Symptom	SYMP:0000440	PACS	Disease	MONDO:0100233	"At 6 months, 76% of patients had PACS and the most common symptoms were fatigue, poor memory and hair loss."	35082169	CustomKB
HSDN::has_symptom::Disease:Symptom	fatigue	Symptom	SYMP:0019177	long-haul COVID	Disease	MONDO:0100233	"Clinical symptomatology includes fatigue, malaise, dyspnea, defects in memory and concentration and a variety of neuropsychiatric syndromes as the major manifestations, and several organ systems can be involved."	35105985	CustomKB
HSDN::has_symptom::Disease:Symptom	malaise	Symptom	SYMP:0019176	long-haul COVID	Disease	MONDO:0100233	"Clinical symptomatology includes fatigue, malaise, dyspnea, defects in memory and concentration and a variety of neuropsychiatric syndromes as the major manifestations, and several organ systems can be involved."	35105985	CustomKB
HSDN::has_symptom::Disease:Symptom	dyspnea	Symptom	SYMP:0019153	long-haul COVID	Disease	MONDO:0100233	"Clinical symptomatology includes fatigue, malaise, dyspnea, defects in memory and concentration and a variety of neuropsychiatric syndromes as the major manifestations, and several organ systems can be involved."	35105985	CustomKB
HSDN::has_symptom::Disease:Symptom	fatigue	Symptom	SYMP:0019177	long COVID	Disease	MONDO:0100233	"Common symptoms of the post-COVID-19 condition include, but are not limited to, fatigue, shortness of breath, and cognitive dysfunction."	35287333	CustomKB
HSDN::has_symptom::Disease:Symptom	shortness of breath	Symptom	SYMP:0019153	long COVID	Disease	MONDO:0100233	"Common symptoms of the post-COVID-19 condition include, but are not limited to, fatigue, shortness of breath, and cognitive dysfunction."	35287333	CustomKB
HSDN::has_symptom::Disease:Symptom	profound fatigue	Symptom	SYMP:0019177	ME/CFS	Disease	MONDO:0005404	"with symptoms that overlap with conditions like ME/CFS (profound fatigue, unrefreshing sleep, post-exertional malaise, cognitive dysfunction, and orthostatic intolerance)."	35287333	CustomKB
HSDN::has_symptom::Disease:Symptom	unrefreshing sleep	Symptom	SYMP:0000566	ME/CFS	Disease	MONDO:0005404	"with symptoms that overlap with conditions like ME/CFS (profound fatigue, unrefreshing sleep, post-exertional malaise, cognitive dysfunction, and orthostatic intolerance)."	35287333	CustomKB
HSDN::has_symptom::Disease:Symptom	post-exertional malaise	Symptom	SYMP:0019176	ME/CFS	Disease	MONDO:0005404	"with symptoms that overlap with conditions like ME/CFS (profound fatigue, unrefreshing sleep, post-exertional malaise, cognitive dysfunction, and orthostatic intolerance)."	35287333	CustomKB
HSDN::has_symptom::Disease:Symptom	orthostatic intolerance	Symptom	MESH:D054971	ME/CFS	Disease	MONDO:0005404	"with symptoms that overlap with conditions like ME/CFS (profound fatigue, unrefreshing sleep, post-exertional malaise, cognitive dysfunction, and orthostatic intolerance)."	35287333	CustomKB
HSDN::has_symptom::Disease:Symptom	stomach pain	Symptom	MESH:D015746	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"From analyses using receiver operating characteristic statistics, the students who had had severe gastrointestinal symptoms of stomach pain, bloating, and an irritable bowel at baseline and who also had abnormally low levels of the immune markers IL-13 and/or IL-5 at baseline, as well as severe gastrointestinal symptoms when then contracted IM, were found to have a nearly 80% chance of having severe ME/CFS persisting six months following IM."	35350440	CustomKB
HSDN::has_symptom::Disease:Symptom	bloating	Symptom	SYMP:0000420	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"From analyses using receiver operating characteristic statistics, the students who had had severe gastrointestinal symptoms of stomach pain, bloating, and an irritable bowel at baseline and who also had abnormally low levels of the immune markers IL-13 and/or IL-5 at baseline, as well as severe gastrointestinal symptoms when then contracted IM, were found to have a nearly 80% chance of having severe ME/CFS persisting six months following IM."	35350440	CustomKB
HSDN::has_symptom::Disease:Symptom	Post-exertional malaise (PEM)	Symptom	SYMP:0019176	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	Post-exertional malaise (PEM) is a hallmark symptom of myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).	35358096	CustomKB
HSDN::has_symptom::Disease:Symptom	fatigue	Symptom	SYMP:0019177	long-term post-COVID	Disease	MONDO:0100233	"Patients exhibiting post-COVID fatigue at 6 or 12 months exhibited a lower hemoglobin level, higher lymphocyte count, and lower neutrophil and platelets counts (all, p < 0.05), whereas those exhibiting post-COVID dyspnea at 6 or 12 months had a lower platelet count and lower alanine transaminase, aspartate transaminase, and lactate dehydrogenase (LDH) levels (all, p < 0.05) than those not developing post-COVID fatigue or dyspnea, respectively."	35381597	CustomKB
HSDN::has_symptom::Disease:Symptom	dyspnea	Symptom	SYMP:0019153	long-term post-COVID	Disease	MONDO:0100233	"Patients exhibiting post-COVID fatigue at 6 or 12 months exhibited a lower hemoglobin level, higher lymphocyte count, and lower neutrophil and platelets counts (all, p < 0.05), whereas those exhibiting post-COVID dyspnea at 6 or 12 months had a lower platelet count and lower alanine transaminase, aspartate transaminase, and lactate dehydrogenase (LDH) levels (all, p < 0.05) than those not developing post-COVID fatigue or dyspnea, respectively."	35381597	CustomKB
