source_id	ttd_source_id	source_name	target_id	target_name	ttd_target_id	source_type	target_type	relation_type	resource
SYMBOL:CNR1	T76685	CNR1	ICD-11:1E91	Zoster	ICD-11:1E91	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T76701		ICD-11:3B62	Qualitative platelet defect	ICD-11:3B62	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MC3R	T76846	MC3R	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Stap-coc tuf	T76855	Stap-coc tuf	ICD-11:1A00-1C4Z	Bacterial infection	ICD-11:1A00-1C4Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:COMT	T76904	COMT	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GSK3A	T76910	GSK3A	ICD-11:NE84	Transplant rejection	ICD-11:NE84	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KCNA3	T76914	KCNA3	ICD-11:FA21	Psoriatic arthritis	ICD-11:FA21	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SCN3A	T76937	SCN3A	ICD-11:MG30-MG3Z	Pain	ICD-11:MG30-MG3Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PRDX5	T77009	PRDX5	ICD-11:2A85	Mature B-cell lymphoma	ICD-11:2A85	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T77158		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLITRK6	T77190	SLITRK6	ICD-11:2C92	Ureteral cancer	ICD-11:2C92	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MT-ND3	T77195	MT-ND3	ICD-11:8A00	Parkinsonism	ICD-11:8A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CTSF	T77236	CTSF	ICD-11:EA90	Psoriasis	ICD-11:EA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PSMB8	T77350	PSMB8	ICD-11:2A83	Multiple myeloma	ICD-11:2A83	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ADORA2A	T77365	ADORA2A	ICD-11:CA08	Vasomotor/allergic rhinitis	ICD-11:CA08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PDE2A	T77400	PDE2A	ICD-11:6A60-6E23	Mood disorder	ICD-11:6A60-6E23	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TPT1	T77473	TPT1	ICD-11:2A60	Acute myeloid leukaemia	ICD-11:2A60	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KIR2DS2	T77515	KIR2DS2	ICD-11:2A83	Multiple myeloma	ICD-11:2A83	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T77534		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HSPA5	T77594	HSPA5	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PDE1B	T77613	PDE1B	ICD-11:6D71	Mild neurocognitive disorder	ICD-11:6D71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TNFRSF10A	T77645	TNFRSF10A	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IFNG	T77664	IFNG	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AURKB	T77764	AURKB	ICD-11:2C82	Prostate cancer	ICD-11:2C82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TRHR	T77796	TRHR	ICD-11:MG30-MG3Z	Pain	ICD-11:MG30-MG3Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HRH1	T77913	HRH1	ICD-11:CA08	Vasomotor/allergic rhinitis	ICD-11:CA08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Stap-coc isdB	T77990	Stap-coc isdB	ICD-11:1B5Y	Staphylococcal/streptococcal disease	ICD-11:1B5Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T78111		ICD-11:6A20	Schizophrenia	ICD-11:6A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CD55	T78114	CD55	ICD-11:2B72	Stomach cancer	ICD-11:2B72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Candi ERG1	T78173	Candi ERG1	ICD-11:EE12	Nail/perionychium infection	ICD-11:EE12	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PNP	T78198	PNP	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T78244		ICD-11:CA23	Asthma	ICD-11:CA23	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ASRGL1	T78277	ASRGL1	ICD-11:2C10	Pancreatic cancer	ICD-11:2C10	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KCNT2	T78318	KCNT2	ICD-11:2B30	Hodgkin lymphoma	ICD-11:2B30	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CD44	T78319	CD44	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TBXAS1	T78356	TBXAS1	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IFNL1	T78381	IFNL1	ICD-11:1A24-1D9Z	Virus infection	ICD-11:1A24-1D9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T78383		ICD-11:6A70-6A7Z	Depression	ICD-11:6A70-6A7Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MIF	T78393	MIF	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IKBKB	T78429	IKBKB	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CNGA3	T78510	CNGA3	ICD-11:9B70	Inherited retinal dystrophy	ICD-11:9B70	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CD59	T78552	CD59	ICD-11:9B71	Retinopathy	ICD-11:9B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:OSMR	T78567	OSMR	ICD-11:EC90	Pruritus	ICD-11:EC90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GALR1	T78581	GALR1	ICD-11:8A61-8A6Z	Epilepsy/seizure	ICD-11:8A61-8A6Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL5	T78585	IL5	ICD-11:4A44	Vasculitis	ICD-11:4A44	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T78590		ICD-11:1A00-CA43	Postoperative inflammation	ICD-11:1A00-CA43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HTR1F	T78656	HTR1F	ICD-11:5A60-5A61	Pituitary gland disorder	ICD-11:5A60-5A61	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KCNJ5	T78692	KCNJ5	ICD-11:2B30	Hodgkin lymphoma	ICD-11:2B30	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HTR1A	T78709	HTR1A	ICD-11:MB47	Tonus and reflex abnormality	ICD-11:MB47	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T78874		ICD-11:1A24-1D9Z	Virus infection	ICD-11:1A24-1D9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TFPI	T78890	TFPI	ICD-11:1G40-1G41	Sepsis	ICD-11:1G40-1G41	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ITGA4	T78892	ITGA4	ICD-11:8A40	Multiple sclerosis	ICD-11:8A40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TPH1	T78915	TPH1	ICD-11:BB01	Pulmonary hypertension	ICD-11:BB01	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TYK2	T78932	TYK2	ICD-11:FA21	Psoriatic arthritis	ICD-11:FA21	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T78937		ICD-11:2A20	Myeloproliferative neoplasm	ICD-11:2A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact aroC	T79001	Bact aroC	ICD-11:1A00-1C4Z	Bacterial infection	ICD-11:1A00-1C4Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CDA	T79027	CDA	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BACE1	T79031	BACE1	ICD-11:8A20	Alzheimer disease	ICD-11:8A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EWS-FLI1	T79051	EWS-FLI1	ICD-11:2B52	Ewing sarcoma	ICD-11:2B52	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HTR7	T79062	HTR7	ICD-11:7A00-7B2Z	Sleep-wake disorder	ICD-11:7A00-7B2Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact inhA	T79068	Bact inhA	ICD-11:1B10-1B21	Mycobacterium infection	ICD-11:1B10-1B21	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EREG	T79157	EREG	ICD-11:GB61	Chronic kidney disease	ICD-11:GB61	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GDNF	T79160	GDNF	ICD-11:8B61	Muscular atrophy	ICD-11:8B61	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RSPO3	T79162	RSPO3	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Stap-coc agrA	T79184	Stap-coc agrA	ICD-11:1B5Y	Staphylococcal/streptococcal disease	ICD-11:1B5Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AVPR1A	T79232	AVPR1A	ICD-11:HA00-HA01	Sexual dysfunction	ICD-11:HA00-HA01	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TYMS	T79249	TYMS	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CEBPA	T79368	CEBPA	ICD-11:2C12	Liver cancer	ICD-11:2C12	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:DENV E	T79401	DENV E	ICD-11:1D2Z	Dengue fever	ICD-11:1D2Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T79422		ICD-11:CA23	Asthma	ICD-11:CA23	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LHCGR	T79473	LHCGR	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T79534		ICD-11:1F29-1F2F	Fungal infection	ICD-11:1F29-1F2F	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:THRA	T79591	THRA	ICD-11:EL8Y	Skin postprocedural disorder	ICD-11:EL8Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact folK	T79724	Bact folK	ICD-11:6A20	Schizophrenia	ICD-11:6A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PORCN	T79747	PORCN	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAPK12	T79798	MAPK12	ICD-11:3B64	Thrombocytopenia	ICD-11:3B64	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CHRM5	T79961	CHRM5	ICD-11:CA08	Vasomotor/allergic rhinitis	ICD-11:CA08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LY75	T80002	LY75	ICD-11:2C60-2C6Y	Breast cancer	ICD-11:2C60-2C6Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EIF4EBP2	T80011	EIF4EBP2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:L1CAM	T80020	L1CAM	ICD-11:2A00	Brain cancer	ICD-11:2A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MSTN	T80024	MSTN	ICD-11:9B71	Retinopathy	ICD-11:9B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PIK3CA	T80276	PIK3CA	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ACVR2B	T80338	ACVR2B	ICD-11:8E4A	Nervous system paraneoplastic/autoimmune disorder	ICD-11:8E4A	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GABRB2	T80387	GABRB2	ICD-11:8A04	Tremor-related disorder	ICD-11:8A04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T80452		ICD-11:5B55-5B5F	Vitamin deficiency	ICD-11:5B55-5B5F	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T80518		ICD-11:8A61-8A6Z	Epilepsy/seizure	ICD-11:8A61-8A6Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IGFBP1	T80701	IGFBP1	ICD-11:FB83	Low bone mass disorder	ICD-11:FB83	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IGFBP2	T80701	IGFBP2	ICD-11:FB83	Low bone mass disorder	ICD-11:FB83	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IGFBP3	T80701	IGFBP3	ICD-11:FB83	Low bone mass disorder	ICD-11:FB83	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FLT1	T80782	FLT1	ICD-11:3B64	Thrombocytopenia	ICD-11:3B64	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BACH1	T80886	BACH1	ICD-11:3A51	Sickle-cell disorder	ICD-11:3A51	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ESR2	T80896	ESR2	ICD-11:CA08	Vasomotor/allergic rhinitis	ICD-11:CA08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TCIRG1	T80912	TCIRG1	ICD-11:LD24	Skeletal anomaly	ICD-11:LD24	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T80942		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KDR	T80975	KDR	ICD-11:2D10	Thyroid cancer	ICD-11:2D10	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC5A2	T81100	SLC5A2	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CASP2	T81103	CASP2	ICD-11:9C40	Optic nerve disorder	ICD-11:9C40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T81183		ICD-11:GA90	Prostate hyperplasia	ICD-11:GA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:DSG3	T81281	DSG3	ICD-11:EB40	Pemphigus	ICD-11:EB40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HSP90B1	T81311	HSP90B1	ICD-11:2C25	Lung cancer	ICD-11:2C25	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CDC7	T81358	CDC7	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CDK9-CCNT1	T81386	CDK9-CCNT1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TLR4	T81443	TLR4	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact gyrB	T81503	Bact gyrB	ICD-11:1B10-1B21	Mycobacterium infection	ICD-11:1B10-1B21	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MycB groL2	T81548	MycB groL2	ICD-11:2E66	Cervical intraepithelial neoplasia	ICD-11:2E66	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IKZF2	T81569	IKZF2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HRV P1D	T81694	HRV P1D	ICD-11:1A24-1D9Z	Virus infection	ICD-11:1A24-1D9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CD200	T81695	CD200	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PRKDC	T81735	PRKDC	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T81774		ICD-11:2C82	Prostate cancer	ICD-11:2C82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:UBA1	T81780	UBA1	ICD-11:2A60-2B33	Leukaemia	ICD-11:2A60-2B33	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SIK3	T81830	SIK3	ICD-11:2C73	Ovarian cancer	ICD-11:2C73	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FDFT1	T81850	FDFT1	ICD-11:5C80	Hyper-lipoproteinaemia	ICD-11:5C80	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:XIAP	T81892	XIAP	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IDE	T81900	IDE	ICD-11:1F28-1G0Z	Skin and skin-structure infection	ICD-11:1F28-1G0Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T81905		ICD-11:CA08	Vasomotor/allergic rhinitis	ICD-11:CA08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KLF4	T81916	KLF4	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC9A1	T82028	SLC9A1	ICD-11:BA41-BA43	Myocardial infarction	ICD-11:BA41-BA43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TP53	T82051	TP53	ICD-11:GB60-GB6Z	Kidney failure	ICD-11:GB60-GB6Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact ftsZ	T82075	Bact ftsZ	ICD-11:1D01	Infectious meningitis	ICD-11:1D01	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TLR2	T82078	TLR2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:P2RY4	T82083	P2RY4	ICD-11:2C25	Lung cancer	ICD-11:2C25	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CEACAM1	T82105	CEACAM1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RARG	T82146	RARG	ICD-11:EA90	Psoriasis	ICD-11:EA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FCGR3A	T82240	FCGR3A	ICD-11:3B64	Thrombocytopenia	ICD-11:3B64	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FCGR3B	T82240	FCGR3B	ICD-11:3B64	Thrombocytopenia	ICD-11:3B64	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T82266		ICD-11:ND56	Unspecific body region injury	ICD-11:ND56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CTAG1A	T82277	CTAG1A	ICD-11:2B5A	Synovial sarcoma	ICD-11:2B5A	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KCNK18	T82309	KCNK18	ICD-11:4A01	Adaptive immunity immunodeficiency	ICD-11:4A01	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T82349		ICD-11:1A00-CA43	Postoperative inflammation	ICD-11:1A00-CA43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AXL	T82383	AXL	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NDUFA13	T82391	NDUFA13	ICD-11:BC43	Cardiomyopathy	ICD-11:BC43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ADAM17	T82393	ADAM17	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T82463		ICD-11:6C45	Cocaine use disorder	ICD-11:6C45	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T82494		ICD-11:2B5A	Synovial sarcoma	ICD-11:2B5A	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T82514		ICD-11:8E43	General pain disorder	ICD-11:8E43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CHRNB2	T82543	CHRNB2	ICD-11:DB61-GB90	Thrombosis	ICD-11:DB61-GB90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC33A1	T82577	SLC33A1	ICD-11:DB61-GB90	Thrombosis	ICD-11:DB61-GB90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ITPR1	T82624	ITPR1	ICD-11:BA00-BA04	Hypertension	ICD-11:BA00-BA04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ITPR2	T82624	ITPR2	ICD-11:BA00-BA04	Hypertension	ICD-11:BA00-BA04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ITPR3	T82624	ITPR3	ICD-11:BA00-BA04	Hypertension	ICD-11:BA00-BA04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PRMT5	T82665	PRMT5	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AADAT	T82668	AADAT	ICD-11:6A20	Schizophrenia	ICD-11:6A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact fabF	T82723	Bact fabF	ICD-11:GC08	Urinary tract infection	ICD-11:GC08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KLKB1	T82739	KLKB1	ICD-11:9B71	Retinopathy	ICD-11:9B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CTNNB1	T82795	CTNNB1	ICD-11:4A42	Systemic sclerosis	ICD-11:4A42	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:INS	T82841	INS	ICD-11:5A10-5A11	Type-1/2 diabete	ICD-11:5A10-5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Malaria MEF-1	T82913	Malaria MEF-1	ICD-11:1A00-1C4Z	Bacterial infection	ICD-11:1A00-1C4Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T82943		ICD-11:GB81	Autosomal dominant polycystic kidney disease	ICD-11:GB81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CMV gB	T82958	CMV gB	ICD-11:1D82	Cytomegaloviral disease	ICD-11:1D82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAOB	T83011	MAOB	ICD-11:EK71	Skin tag/polyp	ICD-11:EK71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T83051		ICD-11:1E30-1E32	Influenza	ICD-11:1E30-1E32	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T83059		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T83103		ICD-11:4A40	Lupus erythematosus	ICD-11:4A40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NFKB1	T83145	NFKB1	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NFKB2	T83145	NFKB2	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RELA	T83145	RELA	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RELB	T83145	RELB	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:REL	T83145	REL	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PRKCI	T83174	PRKCI	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CNTF	T83192	CNTF	ICD-11:2C73	Ovarian cancer	ICD-11:2C73	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
