id,name,label,resource,accession_numbers,cas_number,unii,synonyms,inchi_key
DrugBank:DB12061,Pardoprunox,Compound,DrugBank,DB05280,269718-84-5,5R72CHP32S,,YVPUUUDAZYFFQT-UHFFFAOYSA-N
DrugBank:DB12062,Volasertib,Compound,DrugBank,,755038-65-4,6EM57086EA,Volasertib,SXNJFOWDRLKDSF-STROYTFGSA-N
DrugBank:DB12063,CERC-301,Compound,DrugBank,,808732-98-1,5HAM167S5T,,RECBFDWSXWAXHY-IAGOWNOFSA-N
DrugBank:DB12064,BMS-777607,Compound,DrugBank,,1025720-94-8,A3MMS6HDO1,,VNBRGSXVFBYQNN-UHFFFAOYSA-N
DrugBank:DB12065,Radalbuvir,Compound,DrugBank,,1314795-11-3,273K4V0SPC,,MUICUPWICXUNRS-GDCCIXDYSA-N
DrugBank:DB12066,Orteronel,Compound,DrugBank,,566939-85-3,UE5K2FNS92,,OZPFIJIOIVJZMN-SFHVURJKSA-N
DrugBank:DB12067,BMS-394136,Compound,DrugBank,,343246-73-1,M694U7167K,,LADJRPDOKVCQCG-NZQKXSOJSA-N
DrugBank:DB12068,T-900607,Compound,DrugBank,,261944-52-9,IC9O2HT1X1,,FSXLOWIFSZNIMV-UHFFFAOYSA-N
DrugBank:DB12069,Sovaprevir,Compound,DrugBank,,1001667-23-7,2ND9V3MN6O,,MHFMTUBUVQZIRE-WINRQGAFSA-N
DrugBank:DB12070,Letermovir,Compound,DrugBank,,917389-32-3,1H09Y5WO1F,Letermovir,FWYSMLBETOMXAG-QHCPKHFHSA-N
DrugBank:DB12071,Vabicaserin,Compound,DrugBank,,887258-95-9,WD9550HPNL,,NPTIPEQJIDTVKR-STQMWFEESA-N
DrugBank:DB12072,Orantinib,Compound,DrugBank,,252916-29-3,9RL37ZZ665,Orantinib|Orantinibum,NHFDRBXTEDBWCZ-ZROIWOOFSA-N
DrugBank:DB12073,Albaconazole,Compound,DrugBank,,187949-02-6,YDW24Y8IAB,,UHIXWHUVLCAJQL-MPBGBICISA-N
DrugBank:DB12074,Censavudine,Compound,DrugBank,,634907-30-5,6IE83O6NGA,,OSYWBJSVKUFFSU-SKDRFNHKSA-N
DrugBank:DB12075,Nagrestipen,Compound,DrugBank,,166089-33-4,9350121Z8S,,
DrugBank:DB12076,Surotomycin,Compound,DrugBank,,1233389-51-9,ON0N776N05,,
DrugBank:DB12077,Urelumab,Compound,DrugBank,DB05960,934823-49-1,230902QLLC,,
DrugBank:DB12078,Enobosarm,Compound,DrugBank,,841205-47-8,O3571H3R8N,Enobosarm|Énobosarm|Enobosarmum|Ostarine,JNGVJMBLXIUVRD-SFHVURJKSA-N
DrugBank:DB12079,Gefarnate,Compound,DrugBank,,51-77-4,1ISE2Y6ULA,,ZPACYDRSPFRDHO-ROBAGEODSA-N
DrugBank:DB12080,Ritobegron,Compound,DrugBank,,255734-04-4,LD86RKR53M,,VMMYRRFPMAGXNP-BTYIYWSLSA-N
DrugBank:DB12081,Anecortave,Compound,DrugBank,,10184-70-0,R5Y8O51589,,BCFCRXOJOFDUMZ-ONKRVSLGSA-N
DrugBank:DB12082,Vesnarinone,Compound,DrugBank,,81840-15-5,5COW40EV8M,,ZVNYJIZDIRKMBF-UHFFFAOYSA-N
DrugBank:DB12083,Mafosfamide,Compound,DrugBank,,88859-04-5,5970HH9923,,PBUUPFTVAPUWDE-UGZDLDLSSA-N
DrugBank:DB12084,ADP-597,Compound,DrugBank,,897732-93-3,345354O7AT,,WPDCHTSXOPUOII-UHFFFAOYSA-N
DrugBank:DB12085,LCL-161,Compound,DrugBank,,1005342-46-0,6TNS415Y3P,,UFPFGVNKHCLJJO-SSKFGXFMSA-N
DrugBank:DB12086,Oxitropium,Compound,DrugBank,,99571-64-9,8G15T83E6I,,NVOYVOBDTVTBDX-PMEUIYRNSA-N
DrugBank:DB12087,Vanillyl alcohol,Compound,DrugBank,,498-00-0,X7EA1JUA6M,,ZENOXNGFMSCLLL-UHFFFAOYSA-N
DrugBank:DB12088,TT-232,Compound,DrugBank,,147159-51-1,49D4Q4254Z,,SNAJPQVDGYDQSW-DYCFWDQMSA-N
DrugBank:DB12089,Lorvotuzumab mertansine,Compound,DrugBank,,1008106-64-6,0IVD6ASY0W,,
DrugBank:DB12090,Patritumab,Compound,DrugBank,,1262787-83-6,86780VJI1Q,,
DrugBank:DB12091,Gadolinium,Compound,DrugBank,,7440-54-2,AU0V1LM3JT,gadolinio,UIWYJDYFSGRHKR-UHFFFAOYSA-N
DrugBank:DB12092,Naftopidil,Compound,DrugBank,,57149-07-2,R9PHW59SFN,,HRRBJVNMSRJFHQ-UHFFFAOYSA-N
DrugBank:DB12093,Tetrahydropalmatine,Compound,DrugBank,,483-14-7,3X69CO5I79,,AEQDJSLRWYMAQI-KRWDZBQOSA-N
DrugBank:DB12094,Semapimod,Compound,DrugBank,,352513-83-8,9SGW2H1K8P,Semapimod,PWDYHMBTPGXCSN-VCBMUGGBSA-N
DrugBank:DB12095,Telotristat ethyl,Compound,DrugBank,,1033805-22-9,8G388563M7,Telotristat ethyl,MDSQOJYHHZBZKA-GBXCKJPGSA-N
DrugBank:DB12096,PF-05175157,Compound,DrugBank,,1301214-47-0,P826WR56FI,,BDXXSFOJPYSYOC-UHFFFAOYSA-N
DrugBank:DB12097,Mannitol busulfan,Compound,DrugBank,,1187-00-4,6STO1P091F,,ODOISJJCWUVNDJ-WCTZXXKLSA-N
DrugBank:DB12098,L-Baclofen,Compound,DrugBank,,66514-99-6,3OHN4989XM,(S)-Baclofen,KPYSYYIEGFHWSV-MRVPVSSYSA-N
DrugBank:DB12099,"UK-396,082",Compound,DrugBank,,400044-47-5,2Q5861SUIG,,OTDGPKRCQXSTPV-JTQLQIEISA-N
DrugBank:DB12100,Abediterol,Compound,DrugBank,,915133-65-2,QXA167CM6F,,SFYAXIFVXBKRPK-QFIPXVFZSA-N
DrugBank:DB12101,CC-220,Compound,DrugBank,,1323403-33-3,8V66F27X44,,IXZOHGPZAQLIBH-NRFANRHFSA-N
DrugBank:DB12102,Fulranumab,Compound,DrugBank,,902141-80-4,0E986JU40I,,
DrugBank:DB12104,Tarextumab,Compound,DrugBank,,1359940-55-8,333YMY788E,,
DrugBank:DB12105,Imagabalin,Compound,DrugBank,,610300-07-7,NDG6931B7H,,JXEHXYFSIOYTAH-SFYZADRCSA-N
DrugBank:DB12106,PF-06305591,Compound,DrugBank,,1449473-97-5,G5Y3F1X9MU,,APWZIFIAVVFPNT-PELKAZGASA-N
DrugBank:DB12107,Vaborbactam,Compound,DrugBank,,1360457-46-0,1C75676F8V,Vaborbactam,IOOWNWLVCOUUEX-WPRPVWTQSA-N
DrugBank:DB12108,Taselisib,Compound,DrugBank,,1282512-48-4,L08J2O299M,,BEUQXVWXFDOSAQ-UHFFFAOYSA-N
DrugBank:DB12109,CPI-613,Compound,DrugBank,,95809-78-2,E76113IR49,,ZYRLHJIMTROTBO-UHFFFAOYSA-N
DrugBank:DB12110,m-Chlorophenylpiperazine,Compound,DrugBank,,6640-24-0,REY0CNO998,1-(3-chlorophenyl)piperazine|M-CPP|MCPP,VHFVKMTVMIZMIK-UHFFFAOYSA-N
DrugBank:DB12111,MK-212,Compound,DrugBank,,64022-27-1,62C3N7238U,CPP,CJAWPFJGFFNXQI-UHFFFAOYSA-N
DrugBank:DB12112,Zuretinol acetate,Compound,DrugBank,,29584-22-3,2K3YP54BYU,,QGNJRVVDBSJHIZ-AQDFTDIISA-N
DrugBank:DB12113,CE-224535,Compound,DrugBank,,724424-43-5,T8B02RAU3C,,FUCKCIVGBCBZNP-MRXNPFEDSA-N
DrugBank:DB12114,Poziotinib,Compound,DrugBank,,1092364-38-9,OEI6OOU6IK,,LPFWVDIFUFFKJU-UHFFFAOYSA-N
DrugBank:DB12115,AZD-9164,Compound,DrugBank,,1034978-04-5,977LWC4O5D,,FNYFFCOCVNTJCD-NNMXADRKSA-N
DrugBank:DB12116,Epigallocatechin gallate,Compound,DrugBank,,989-51-5,BQM438CTEL,EGCG|Epigallocatechin gallate,WMBWREPUVVBILR-WIYYLYMNSA-N
DrugBank:DB12117,Mitometh,Compound,DrugBank,,107465-03-2,H8MTN7XVC2,DDP,MOTIYCLHZZLHHQ-UHFFFAOYSA-N
DrugBank:DB12118,Sotatercept,Compound,DrugBank,DB05995,1001080-50-7,0QI90BTJ37,,
DrugBank:DB12119,Gevokizumab,Compound,DrugBank,DB06062,1129435-60-4,QX3JU54GYQ,,
DrugBank:DB12120,Avoralstat,Compound,DrugBank,,918407-35-9,UX17773O15,,TUWMKPVJGGWGNL-UHFFFAOYSA-N
DrugBank:DB12121,Entospletinib,Compound,DrugBank,,1229208-44-9,6I3O3W6O3B,Entospletinib,XSMSNFMDVXXHGJ-UHFFFAOYSA-N
DrugBank:DB12122,Figopitant,Compound,DrugBank,,502422-74-4,23X73B9O6Q,,HUTHJVYJUPXHDF-DEOSSOPVSA-N
DrugBank:DB12123,Cinepazide,Compound,DrugBank,,23887-46-9,67Y4P5C84X,,RCUDFXMNPQNBDU-VOTSOKGWSA-N
DrugBank:DB12124,Namitecan,Compound,DrugBank,,372105-27-6,X34Z8N66T3,,IBTISPLPBBHVSU-UVOOVGFISA-N
DrugBank:DB12125,Dianicline,Compound,DrugBank,,292634-27-6,Y0SNM34C6O,,SUPRUPHAEXPGPF-QWHCGFSZSA-N
DrugBank:DB12126,Bradykinin,Compound,DrugBank,,58-82-2,S8TIM42R2W,L-bradykinin,QXZGBUJJYSLZLT-FDISYFBBSA-N
DrugBank:DB12127,Sultamicillin,Compound,DrugBank,,76497-13-7,65DT0ML581,Sultamicilina|Sultamicillin|Sultamicillinum,OPYGFNJSCUDTBT-PMLPCWDUSA-N
DrugBank:DB12128,Ulimorelin,Compound,DrugBank,DB05657,842131-33-3,LGI67MCW2S,,WGYPAJVJMXQXTR-ABNZCKJZSA-N
DrugBank:DB12129,Tideglusib,Compound,DrugBank,,865854-05-3,Q747Y6TT42,,PMJIHLSCWIDGMD-UHFFFAOYSA-N
DrugBank:DB12130,Lorlatinib,Compound,DrugBank,,1454846-35-5,OSP71S83EU,Lorlatinib,IIXWYSCJSQVBQM-LLVKDONJSA-N
DrugBank:DB12131,Vinpocetine,Compound,DrugBank,,42971-09-5,543512OBTC,CERACTIN|ETHYL APOVINCAMIN-22-OATE|Vinpocetina,DDNCQMVWWZOMLN-IRLDBZIGSA-N
DrugBank:DB12132,Vanutide cridificar,Compound,DrugBank,,886584-10-7,9HRI13ZIDX,,
DrugBank:DB12133,BLXA4,Compound,DrugBank,,864516-86-9,LXE89WJ787,,HEDVTGFTYROYFE-RREUNBNVSA-N
DrugBank:DB12134,Gepotidacin,Compound,DrugBank,,1075236-89-3,DVF0PR037D,,PZFAZQUREQIODZ-LJQANCHMSA-N
DrugBank:DB12135,Elubrixin,Compound,DrugBank,,688763-64-6,MW2AIJ8USP,,YQYFEGTYCUQBEI-UHFFFAOYSA-N
DrugBank:DB12136,Solnatide,Compound,DrugBank,,259206-53-6,17ZS80333G,,
DrugBank:DB12137,GSK-256066,Compound,DrugBank,,801312-28-7,2D6GK059SR,,JFHROPTYMMSOLG-UHFFFAOYSA-N
DrugBank:DB12138,PF-03715455,Compound,DrugBank,,1056164-52-3,0TJ631J0KP,,VGEXRDWWPSGZDH-UHFFFAOYSA-N
DrugBank:DB12139,Alisporivir,Compound,DrugBank,,254435-95-5,VBP9099AA6,,OLROWHGDTNFZBH-XEMWPYQTSA-N
DrugBank:DB12140,Dilmapimod,Compound,DrugBank,DB05250,444606-18-2,Q3238VQW0N,,ORVNHOYNEHYKJG-UHFFFAOYSA-N
DrugBank:DB12141,Gilteritinib,Compound,DrugBank,,1254053-43-4,66D92MGC8M,Gilteritinib,GYQYAJJFPNQOOW-UHFFFAOYSA-N
DrugBank:DB12142,Duligotuzumab,Compound,DrugBank,,1314238-96-4,8PMF8YQX2T,,
DrugBank:DB12143,Rezatomidine,Compound,DrugBank,,847829-38-3,W5LMZ0RC8I,,WQXVKEDUCPMRRI-JTQLQIEISA-N
DrugBank:DB12144,BMS-275183,Compound,DrugBank,,355113-98-3,UQC681JJIV,,AHXICHPPXIGCBN-GPWPDEGDSA-N
DrugBank:DB12145,AZD-0328,Compound,DrugBank,,220099-91-2,2B218X5QIY,,OCKIPDMKGPYYJS-ZDUSSCGKSA-N
DrugBank:DB12146,Rigosertib,Compound,DrugBank,,592542-59-1,67DOW7F9GL,,OWBFCJROIKNMGD-BQYQJAHWSA-N
DrugBank:DB12147,Erdafitinib,Compound,DrugBank,,1346242-81-6,890E37NHMV,Erdafitinib,OLAHOMJCDNXHFI-UHFFFAOYSA-N
DrugBank:DB12148,Menatetrenone,Compound,DrugBank,,863-61-6,27Y876D139,menatetrenona|Menatetrenone,DKHGMERMDICWDU-GHDNBGIDSA-N
DrugBank:DB12149,S-3304,Compound,DrugBank,,203640-27-1,BK459F050X,,YWCLDDLVLSQGSZ-JOCHJYFZSA-N
DrugBank:DB12150,Pelubiprofen,Compound,DrugBank,,69956-77-0,1619C79FVJ,,AUZUGWXLBGZUPP-GXDHUFHOSA-N
DrugBank:DB12151,Brincidofovir,Compound,DrugBank,DB05176,444805-28-1,6794O900AX,,WXJFKKQWPMNTIM-VWLOTQADSA-N
DrugBank:DB12152,Simtuzumab,Compound,DrugBank,,1318075-13-6,11Z5AIU653,GS-6624,
DrugBank:DB12153,Citicoline,Compound,DrugBank,DB04290|EXPT00867,987-78-0,536BQ2JVC7,CDP-choline|CDP-colina|citicolina|citidin difosfato de colina|Cytidine 5'-(choline diphosphate)|Cytidine 5'-(cholinyl pyrophosphate)|Cytidine 5'-diphosphocholine|Cytidine 5'-diphosphoric choline|Cytidine-5'-diphosphocholine,RZZPDXZPRHQOCG-OJAKKHQRSA-N
DrugBank:DB12154,Itacitinib,Compound,DrugBank,,1334298-90-6,19J3781LPM,,KTBSXLIQKWEBRB-UHFFFAOYSA-N
DrugBank:DB12155,Napabucasin,Compound,DrugBank,,83280-65-3,Z1HHM49K7O,,DPHUWDIXHNQOSY-UHFFFAOYSA-N
DrugBank:DB12156,Cordycepin,Compound,DrugBank,,73-03-0,GZ8VF4M2J8,,OFEZSBMBBKLLBJ-BAJZRUMYSA-N
DrugBank:DB12157,Fasinumab,Compound,DrugBank,,1190239-42-9,11T51Q3082,,
DrugBank:DB12158,Filorexant,Compound,DrugBank,,1088991-73-4,E6BTT8VA5Z,,NPFDWHQSDBWQLH-QZTJIDSGSA-N
DrugBank:DB12159,Dupilumab,Compound,DrugBank,,1190264-60-8,420K487FSG,Dupilumab,
DrugBank:DB12160,Bucillamine,Compound,DrugBank,,65002-17-7,R80LRA5WTF,Bucilamina|Bucillamine|Bucillaminum,VUAFHZCUKUDDBC-BYPYZUCNSA-N
DrugBank:DB12161,Deutetrabenazine,Compound,DrugBank,,1392826-25-3,P341G6W9NB,Deutetrabenazine,MKJIEFSOBYUXJB-WEZHFFAMSA-N
DrugBank:DB12162,HX-1171,Compound,DrugBank,,148081-72-5,70BK60I8RP,,ATMNQRRJNBCQJO-UHFFFAOYSA-N
DrugBank:DB12163,Sarpogrelate,Compound,DrugBank,,125926-17-2,19P708E787,,FFYNAVGJSYHHFO-UHFFFAOYSA-N
DrugBank:DB12165,Presatovir,Compound,DrugBank,,1353625-73-6,9628AJ27JA,,GOFXWTVKPWJNGD-UWJYYQICSA-N
DrugBank:DB12167,LY-3023414,Compound,DrugBank,,1386874-06-1,C88817F47Y,,ACCFLVVUVBJNGT-AWEZNQCLSA-N
DrugBank:DB12168,MK-0557,Compound,DrugBank,,328232-95-7,HVE36P8422,,RMYZIRFUCOMQRH-CAJLXGCNSA-N
DrugBank:DB12169,Tralokinumab,Compound,DrugBank,DB05556,1044515-88-9,GK1LYB375A,,
DrugBank:DB12170,Veledimex,Compound,DrugBank,,1093130-72-3,ASU841TV0X,,LZWZPGLVHLSWQX-XMMPIXPASA-N
DrugBank:DB12171,ATU-027,Compound,DrugBank,,1415935-22-6,IFJ2SAK127,,
DrugBank:DB12172,Nimorazole,Compound,DrugBank,,6506-37-2,469ULX0H4G,,MDJFHRLTPRPZLY-UHFFFAOYSA-N
DrugBank:DB12173,Diphencyprone,Compound,DrugBank,,886-38-4,I7G14NW5EC,DIPHENYLCYCLOPROPENONE,HCIBTBXNLVOFER-UHFFFAOYSA-N
DrugBank:DB12174,CUDC-101,Compound,DrugBank,,1012054-59-9,1A7Y9MP123,,PLIVFNIUGLLCEK-UHFFFAOYSA-N
DrugBank:DB12176,Tricaprylin,Compound,DrugBank,DB05781,538-23-8,6P92858988,Caprylic acid triglyceride|Caprylic triglyceride|Glycerol tricaprylate|Glycerol trioctanoate|Tricaprilin|Tricaprylyl glycerin|Tricaprylyl glycerol,VLPFTAMPNXLGLX-UHFFFAOYSA-N
DrugBank:DB12177,Eplivanserin,Compound,DrugBank,DB06392,130579-75-8,3CO94WO6DJ,Eplivanserine,VAIOZOCLKVMIMN-PRJWTAEASA-N
DrugBank:DB12178,Telinavir,Compound,DrugBank,,143224-34-4,IZF55EH3CG,,ZILOOGIOHVCEKS-HZFUHODCSA-N
DrugBank:DB12179,Secoisolariciresinol,Compound,DrugBank,,29388-59-8,M8QRJ7JEJH,,PUETUDUXMCLALY-HOTGVXAUSA-N
DrugBank:DB12180,Apitolisib,Compound,DrugBank,,1032754-93-0,1C854K1MIJ,Apitolisib|Apitolisibum,YOVVNQKCSKSHKT-HNNXBMFYSA-N
DrugBank:DB12181,Dalcetrapib,Compound,DrugBank,,211513-37-0,3D050LIQ3H,,YZQLWPMZQVHJED-UHFFFAOYSA-N
DrugBank:DB12182,Binetrakin,Compound,DrugBank,,207137-56-2,751635Z921,IL-4|Interleukin 4 (human)|Interleukin 4 human|Interleukin-4|Interleukin-4 (human; nonglycosylated),
DrugBank:DB12183,Sapitinib,Compound,DrugBank,,848942-61-0,3499328002,sapitinib,DFJSJLGUIXFDJP-UHFFFAOYSA-N
DrugBank:DB12184,Gepirone,Compound,DrugBank,,83928-76-1,JW5Y7B8Z18,,QOIGKGMMAGJZNZ-UHFFFAOYSA-N
DrugBank:DB12185,Exatecan,Compound,DrugBank,,171335-80-1,OC71PP0F89,,ZVYVPGLRVWUPMP-FYSMJZIKSA-N
DrugBank:DB12186,SRT-2104,Compound,DrugBank,,1093403-33-8,4521NR0J09,,LAMQVIQMVKWXOC-UHFFFAOYSA-N
DrugBank:DB12187,Abacavir hydroxyacetate,Compound,DrugBank,,1446418-48-9,B3C7MG354B,,ZBBZROWQLKCFQK-KOLCDFICSA-N
DrugBank:DB12188,Zicronapine,Compound,DrugBank,,170381-16-5,QZV11V7G6A,,BYPMJBXPNZMNQD-PZJWPPBQSA-N
DrugBank:DB12189,Etrolizumab,Compound,DrugBank,,1044758-60-2,I2A72G2V3J,,
DrugBank:DB12190,Faropenem,Compound,DrugBank,,106560-14-9,F52Y83BGH3,,HGGAKXAHAYOLDJ-FHZUQPTBSA-N
DrugBank:DB12191,Obatoclax,Compound,DrugBank,DB05567,803712-67-6,QN4128B52A,Obatoclax,RFTSSZJZXOSICM-GRSHGNNSSA-N
DrugBank:DB12192,Emeramide,Compound,DrugBank,,351994-94-0,4U7K5X4ANS,,JUTBAVRYDAKVGQ-UHFFFAOYSA-N
DrugBank:DB12193,Ajulemic acid,Compound,DrugBank,,137945-48-3,OGN7X90BT8,,YCHYFHOSGQABSW-RTBURBONSA-N
DrugBank:DB12194,Atamestane,Compound,DrugBank,,96301-34-7,62GA3K28B6,,PEPMWUSGRKINHX-TXTPUJOMSA-N
DrugBank:DB12195,VP-14637,Compound,DrugBank,,235106-62-4,HCW4G0O030,,BLUJRJMLDHEMRX-UHFFFAOYSA-N
DrugBank:DB12196,CP-866087,Compound,DrugBank,,519052-02-9,MDH21334PI,,ZBVPUFSKFGYNLC-FIDNPTQWSA-N
DrugBank:DB12197,Auriclosene,Compound,DrugBank,,846056-87-9,BKR7Y95229,,QYNRGGHZWCUZLK-UHFFFAOYSA-N
DrugBank:DB12198,Fosdagrocorat,Compound,DrugBank,,1044535-58-1,HPI19004QS,,BVXLAHSJXXSWFF-KEKPKEOLSA-N
DrugBank:DB12199,TRV-120027,Compound,DrugBank,,1234510-46-3,J1J4P3PQZD,,XIEWFECSPPTVQN-KMIMAYJXSA-N
DrugBank:DB12200,Tivantinib,Compound,DrugBank,DB06026,905854-02-6,PJ4H73IL17,,UCEQXRCJXIVODC-PMACEKPBSA-N
DrugBank:DB12201,PF-03654746,Compound,DrugBank,,935840-31-6,G3QE979K1X,,SXMBKHYDZOCBMT-PPUGGXLSSA-N
DrugBank:DB12202,Zalutumumab,Compound,DrugBank,DB05324,667901-13-5,DA709Q5020,,
DrugBank:DB12203,Tozadenant,Compound,DrugBank,,870070-55-6,D9K857J81I,,XNBRWUQWSKXMPW-UHFFFAOYSA-N
DrugBank:DB12204,Terbogrel,Compound,DrugBank,,149979-74-8,5Z4KWQ5OGN,Terbogrel|Terbogrelum,XUTLOCQNGLJNSA-RGVLZGJSSA-N
DrugBank:DB12205,Ganitumab,Compound,DrugBank,,905703-97-1,CK1441RCZ8,,
DrugBank:DB12206,N-6022,Compound,DrugBank,,1208315-24-5,80LIU5P95D,,YVPGZQLRPAGKLA-UHFFFAOYSA-N
DrugBank:DB12207,Verdinexor,Compound,DrugBank,,1392136-43-4,85Q03215IW,,OPAKEJZFFCECPN-XQRVVYSFSA-N
DrugBank:DB12208,Iron isomaltoside 1000,Compound,DrugBank,,1370654-58-2,3M6325NY1R,Monofer,
DrugBank:DB12209,Tirasemtiv,Compound,DrugBank,,1005491-05-3,G8WSM7R635,,RSQGZEAXODVTOL-UHFFFAOYSA-N
DrugBank:DB12210,AZD-6280,Compound,DrugBank,,942436-93-3,B9Z1OEH19D,,NVWCZRPXYVDQEE-UHFFFAOYSA-N
DrugBank:DB12211,PSI-697,Compound,DrugBank,,851546-61-7,LH1XC916ME,,DIEPFYNZGUUVHD-UHFFFAOYSA-N
DrugBank:DB12212,Landiolol,Compound,DrugBank,,133242-30-5,62NWQ924LH,Landiolol|Landiololum,WMDSZGFJQKSLLH-RBBKRZOGSA-N
DrugBank:DB12213,Etaracizumab,Compound,DrugBank,,892553-42-3,41W9MFI160,,
DrugBank:DB12214,Luseogliflozin,Compound,DrugBank,,898537-18-3,C596HWF74Z,,WHSOLWOTCHFFBK-ZQGJOIPISA-N
DrugBank:DB12216,Bergapten,Compound,DrugBank,,484-20-8,4FVK84C92X,5 methoxypsoralen|5-methoxypsoralen,BGEBZHIAGXMEMV-UHFFFAOYSA-N
DrugBank:DB12218,Capivasertib,Compound,DrugBank,,1143532-39-1,WFR23M21IE,Capivasertib|Capivasertibum,JDUBGYFRJFOXQC-KRWDZBQOSA-N
DrugBank:DB12219,GSK-424887,Compound,DrugBank,,,IYI99KCF2T,,DRXBWLBZWAJIEF-IBGZPJMESA-N
DrugBank:DB12220,ORG-25935,Compound,DrugBank,,1147011-84-4,55L20667O4,,UEBBYLJZCHTLEG-UTKZUKDTSA-N
DrugBank:DB12221,Canrenone,Compound,DrugBank,,976-71-6,78O20X9J0U,,UJVLDDZCTMKXJK-WNHSNXHDSA-N
DrugBank:DB12222,Lurtotecan,Compound,DrugBank,,149882-10-0,4J1L80T08I,,RVFGKBWWUQOIOU-NDEPHWFRSA-N
DrugBank:DB12223,Squaric acid dibutyl ester,Compound,DrugBank,,2892-62-8,4RTO57VG65,Squaric acid dibutyl ester|Squaric acid dibutylester,XBRWELTXMQSEIN-UHFFFAOYSA-N
DrugBank:DB12224,Oxothiazolidinecarboxylic acid,Compound,DrugBank,,19771-63-2,X7063P804E,Procysteine,BMLMGCPTLHPWPY-REOHCLBHSA-N
DrugBank:DB12225,Beclabuvir,Compound,DrugBank,,958002-33-0,MYW1X5CO9S,,ZTTKEBYSXUCBSE-QDFUAKMASA-N
DrugBank:DB12226,Terameprocol,Compound,DrugBank,,24150-24-1,53YET703F2,"meso-Tetra-O-methylnordihydroguaiaretic acid|meso-Tetramethoxy-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol|Terameprocol",ORQFDHFZSMXRLM-IYBDPMFKSA-N
DrugBank:DB12227,Tetulomab tetraxetan Lu-177,Compound,DrugBank,,,CPW7BR9UY7,Betalutin,RMJFCRKHOJOLIN-CGAIIQECSA-N
DrugBank:DB12228,Telcagepant,Compound,DrugBank,DB05760,781649-09-0,D42O649ALL,Telcagepant,CGDZXLJGHVKVIE-DNVCBOLYSA-N
DrugBank:DB12229,Cerlapirdine,Compound,DrugBank,,925448-93-7,EK40PJ0V49,,NXQGEDVQXVTCDA-UHFFFAOYSA-N
DrugBank:DB12230,Bunazosin,Compound,DrugBank,,80755-51-7,9UUW4V7G2H,,RHLJLALHBZGAFM-UHFFFAOYSA-N
DrugBank:DB12231,Temefos,Compound,DrugBank,,3383-96-8,ONP3ME32DL,Diphos,WWJZWCUNLNYYAU-UHFFFAOYSA-N
DrugBank:DB12232,KRN-7000,Compound,DrugBank,,158021-47-7,WX671898JF,1-O-(α-D-galactopyranosyl)-N-hexacosanoylphytosphingosine,VQFKFAKEUMHBLV-BYSUZVQFSA-N
DrugBank:DB12233,Iguratimod,Compound,DrugBank,,123663-49-0,4IHY34Y2NV,Iguratimod,ANMATWQYLIFGOK-UHFFFAOYSA-N
DrugBank:DB12234,BMS-214662,Compound,DrugBank,DB06509,195987-41-8,L2U9GFD244,,OLCWFLWEHWLBTO-HSZRJFAPSA-N
DrugBank:DB12235,Estetrol,Compound,DrugBank,,15183-37-6,ENB39R14VF,,AJIPIJNNOJSSQC-NYLIRDPKSA-N
DrugBank:DB12236,Bexagliflozin,Compound,DrugBank,,1118567-05-7,EY00JF42FV,,BTCRKOKVYTVOLU-SJSRKZJXSA-N
DrugBank:DB12237,GW-274150,Compound,DrugBank,,210354-22-6,0ZZF1V8G63,,MOLOJNHYNHBPCW-ZETCQYMHSA-N
DrugBank:DB12238,MK-0777,Compound,DrugBank,,252977-51-8,1FI3KTC550,,QKIWQBLNTSQOLY-UHFFFAOYSA-N
DrugBank:DB12239,Balicatib,Compound,DrugBank,,354813-19-7,E00MVC7O57,,LLCRBOWRJOUJAE-UHFFFAOYSA-N
DrugBank:DB12240,Polatuzumab vedotin,Compound,DrugBank,,1313206-42-6,KG6VO684Z6,polatuzumab vedotin-piiq,
DrugBank:DB12241,TAK-733,Compound,DrugBank,,1035555-63-5,5J61HSP0QJ,,RCLQNICOARASSR-SECBINFHSA-N
DrugBank:DB12242,AZD-7762,Compound,DrugBank,,860352-01-8,5D822Y3L1H,,IAYGCINLNONXHY-LBPRGKRZSA-N
DrugBank:DB12243,Edaravone,Compound,DrugBank,,89-25-8,S798V6YJRP,"1-phenyl-3-methyl-5-oxo-2-pyrazoline|2,4-dihydro-5-methyl-2-phenyl-3H-pyrazol-3-one|3-methyl-1-phenyl-2-pyrazolin-5-one|3-methyl-1-phenyl-5-pyrazolone|3-methyl-1-phenylpyrazol-5-one|Edaravone|Methylphenylpyrazolone|Norphenazone|Phenyl methyl pyrazolone|Phenylmethylpyrazolone",QELUYTUMUWHWMC-UHFFFAOYSA-N
DrugBank:DB12244,CP-601927,Compound,DrugBank,,357425-02-6,VI5LR1EU47,,RNOBTWYQAWEZHH-JGVFFNPUSA-N
DrugBank:DB12245,Triclabendazole,Compound,DrugBank,,68786-66-3,4784C8E03O,Triclabendazole,NQPDXQQQCQDHHW-UHFFFAOYSA-N
DrugBank:DB12246,Inclacumab,Compound,DrugBank,,1256258-86-2,A6734I702L,,
DrugBank:DB12247,AZD-4547,Compound,DrugBank,,1035270-39-3,2167OG1EKJ,,VRQMAABPASPXMW-HDICACEKSA-N
