source_name	source_type	source_id	target_name	target_type	target_id	relation_type	resource
NCBIGENE:2185	Gene	HGNC:9612	KBP-7018	Compound	iuphar.ligand:9691	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:610	Gene	HGNC:4846	BEXAROTENE	Compound	RXCUI:233272	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:592	Gene	ENTREZ:592	AHPN	Compound	iuphar.ligand:3431	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2549	Gene	HGNC:4066	A1120	Compound	iuphar.ligand:8792	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:612	Gene	HGNC:10479	BEXAROTENE	Compound	RXCUI:233272	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2185	Gene	HGNC:9612	SUNITINIB	Compound	RXCUI:357977	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1503	Gene	HGNC:2519	RKI-1447	Compound	iuphar.ligand:8152	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2631	Gene	HGNC:4179	GEMCITABINE	Compound	RXCUI:12574	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1504	Gene	HGNC:2521	RIPASUDIL	Compound	NCIT:C152226	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:353	Gene	HGNC:626	H3 14S18 STAPLED B-CHAIN	Compound	iuphar.ligand:11910	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:352	Gene	ENTREZ:352	A(10-24)INSL3	Compound	iuphar.ligand:8330	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:354	Gene	HGNC:6364	COMPOUND 10D [PMID: 34855388]	Compound	iuphar.ligand:11906	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:275	Gene	HGNC:473	CENERIMOD	Compound	iuphar.ligand:9824	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:275	Gene	HGNC:473	OZANIMOD	Compound	RXCUI:2288236	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:928	Gene	HGNC:1709	VILAZODONE HYDROCHLORIDE	Compound	RXCUI:1086768	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2552	Gene	HGNC:8157	DEXTROMETHORPHAN POLISTIREX	Compound	RXCUI:236146	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:922	Gene	HGNC:1690	IBUPROFEN, SODIUM SALT	Compound	RXCUI:1429044	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2994	Gene	HGNC:4703	COMPOUND 6F [PMID: 35476936]	Compound	iuphar.ligand:11979	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:960	Gene	HGNC:1681	ELOBIXIBAT	Compound	NCIT:C171820	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2204	Gene	HGNC:3608	SK1-I	Compound	iuphar.ligand:6622	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2205	Gene	HGNC:3609	ROME	Compound	iuphar.ligand:6625	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2206	Gene	HGNC:7316	DORSOMORPHIN	Compound	iuphar.ligand:4907	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:356	Gene	HGNC:11936	SRIF-28	Compound	iuphar.ligand:2020	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:356	Gene	HGNC:11936	SIFA-ASN(ACNH-&BETA;-GLC)-TYR3-OCTREOTATE	Compound	iuphar.ligand:5633	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:356	Gene	HGNC:11936	[111IN]DOTA-BOC-ATE	Compound	iuphar.ligand:2063	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:357	Gene	HGNC:630	LANREOTIDE ACETATE	Compound	RXCUI:236167	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2200	Gene	HGNC:3603	DANUSERTIB	Compound	NCIT:C61587	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:588	Gene	ENTREZ:588	KB-141	Compound	DrugBank:DB03176	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2247	Gene	HGNC:3676	GSK329	Compound	iuphar.ligand:11806	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1754	Gene	HGNC:11850	RESATORVID	Compound	iuphar.ligand:9036	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1755	Gene	HGNC:2926	FLAGELLIN	Compound	iuphar.ligand:4931	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:346	Gene	HGNC:611	ILOPROST	Compound	RXCUI:40138	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:346	Gene	HGNC:611	DINOPROST	Compound	RXCUI:3477	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:393	Gene	HGNC:674	MT-8	Compound	iuphar.ligand:11857	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2420	Gene	ENTREZ:2420	INHIBITOR 1 [COLOMBO ET AL., 2012]	Compound	iuphar.ligand:8624	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:491	Gene	HGNC:815	SAG	Compound	iuphar.ligand:2437	DGIDB::ACTIVATOR::Gene:Compound	DGIDB
NCBIGENE:492	Gene	HGNC:816	BI 749327	Compound	iuphar.ligand:12530	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:494	Gene	ENTREZ:494	ADP RIBOSE	Compound	iuphar.ligand:2444	DGIDB::ACTIVATOR::Gene:Compound	DGIDB
NCBIGENE:491	Gene	HGNC:815	BI 749327	Compound	iuphar.ligand:12530	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:494	Gene	ENTREZ:494	H+	Compound	iuphar.ligand:2346	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:495	Gene	HGNC:819	GD3+	Compound	iuphar.ligand:2426	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:503	Gene	HGNC:13358	SF-21	Compound	iuphar.ligand:6405	DGIDB::ACTIVATOR::Gene:Compound	DGIDB
NCBIGENE:505	Gene	HGNC:9011	GD3+	Compound	iuphar.ligand:2426	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:503	Gene	HGNC:13358	ESTRADIOL 3-METHYL ETHER	Compound	iuphar.ligand:11860	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:510	Gene	HGNC:18083	PROPOFOL	Compound	RXCUI:8782	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2269	Gene	HGNC:12440	CERDULATINIB	Compound	NCIT:C113173	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:365	Gene	HGNC:4468	SB-706375	Compound	iuphar.ligand:2165	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1012	Gene	HGNC:1753	[11C]DTBZ	Compound	iuphar.ligand:4608	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:365	Gene	HGNC:4468	4-CL-CINNAMOYL-C[DCYS-4PAL-DTRP-ORN-VAL-CYS]-HIS-AMIDE	Compound	iuphar.ligand:2161	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:371	Gene	ENTREZ:371	BAY 55-9837	Compound	iuphar.ligand:2269	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:366	Gene	HGNC:643	D(CH2)5[TYR(ME)2,THR4]OVT	Compound	iuphar.ligand:2222	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:367	Gene	HGNC:644	DVDAVP	Compound	iuphar.ligand:2183	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:368	Gene	HGNC:57	LIT-001	Compound	iuphar.ligand:10444	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:368	Gene	HGNC:57	DVDAVP	Compound	iuphar.ligand:2183	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:367	Gene	HGNC:644	[TBAA1,D-TYR(ET)2,VAL4,LYS6,ARG-NH28,DES-GLY9]AVP	Compound	iuphar.ligand:2212	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2790	Gene	HGNC:4402	SM-337	Compound	iuphar.ligand:7732	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:368	Gene	HGNC:57	SATAVAPTAN	Compound	NCIT:C80380	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:368	Gene	HGNC:57	YM 218	Compound	iuphar.ligand:2204	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:368	Gene	HGNC:57	[125I]D(CH2)5[D-TYR(ET)2,VAL4,TYR-NH29]AVP	Compound	iuphar.ligand:2233	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:308	Gene	HGNC:543	NPY-(3-36) (PIG)	Compound	iuphar.ligand:1510	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:307	Gene	HGNC:542	NEUROPEPTIDE Y	Compound	iuphar.ligand:1504	DGIDB::AGONIST::Gene:Compound	DGIDB
APH1B	Gene	HGNC:24080	TARENFLURBIL	Compound	NCIT:C26666	DGIDB::MODULATOR::Gene:Compound	DGIDB
TUBA1C	Gene	HGNC:20768	KOS-1584	Compound	DrugBank:DB05903	DGIDB::MODULATOR::Gene:Compound	DGIDB
FLT4	Gene	HGNC:3767	TIVOZANIB HYDROCHLORIDE	Compound	RXCUI:2534245	DGIDB::INHIBITOR::Gene:Compound	DGIDB
KDR	Gene	HGNC:6307	VANDETANIB	Compound	RXCUI:1098413	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:20	Gene	HGNC:32	ROLOFYLLINE	Compound	NCIT:C96195	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2735	Gene	HGNC:4317	LYS-COA	Compound	iuphar.ligand:7036	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NTRK2	Gene	HGNC:8032	ENTRECTINIB	Compound	RXCUI:2197862	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1839	Gene	HGNC:3059	GILTERITINIB	Compound	RXCUI:2105806	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2734	Gene	HGNC:4316	COMPOUND 50 [PMID: 24313754]	Compound	iuphar.ligand:8824	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:264	Gene	HGNC:5184	VUF14862	Compound	iuphar.ligand:9874	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:265	Gene	HGNC:461	HTMT	Compound	iuphar.ligand:1273	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2180	Gene	HGNC:3569	VS-4718	Compound	iuphar.ligand:8742	DGIDB::INHIBITOR::Gene:Compound	DGIDB
HTR2A	Gene	HGNC:5293	CHLORPROMAZINE HYDROCHLORIDE	Compound	RXCUI:104728	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1376	Gene	HGNC:2330	HR1405-01	Compound	iuphar.ligand:11973	DGIDB::INHIBITOR::Gene:Compound	DGIDB
TUBB2B	Gene	HGNC:30829	ASG-5ME	Compound	CHEMBL:CHEMBL2109574	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CACNG7	Gene	HGNC:13626	PREGABALIN	Compound	RXCUI:187832	DGIDB::MODULATOR::Gene:Compound	DGIDB
PTGS2	Gene	HGNC:9605	GLAFENINE	Compound	NCIT:C72119	DGIDB::INHIBITOR::Gene:Compound	DGIDB
TUBA1C	Gene	HGNC:20768	LEXIBULIN	Compound	NCIT:C77882	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1479	Gene	HGNC:2485	CAPIVASERTIB	Compound	RXCUI:2669967	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:456	Gene	HGNC:4585	PLAZINEMDOR	Compound	iuphar.ligand:12051	DGIDB::MODULATOR::Gene:Compound	DGIDB
NCBIGENE:2620	Gene	HGNC:4167	CUDC-101	Compound	iuphar.ligand:8894	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2083	Gene	ENTREZ:2083	MEK INHIBITOR II	Compound	iuphar.ligand:6007	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PSMB10	Gene	HGNC:9538	BORTEZOMIB	Compound	RXCUI:358258	DGIDB::OTHER::Gene:Compound	DGIDB
NCBIGENE:595	Gene	HGNC:1582	T0070907	Compound	iuphar.ligand:3444	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2552	Gene	HGNC:8157	E-52862	Compound	iuphar.ligand:10431	DGIDB::INHIBITOR::Gene:Compound	DGIDB
KIT	Gene	HGNC:6342	TELATINIB	Compound	NCIT:C80869	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2443	Gene	HGNC:3841	ABRILUMAB	Compound	NCIT:C139025	DGIDB::ANTIBODY::Gene:Compound	DGIDB
NCBIGENE:38	Gene	HGNC:93	DNAL-CYC(CYS-TYR-DTRP-ORN-VAL)-NAL-NH2	Compound	iuphar.ligand:3871	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PPARG	Gene	HGNC:9236	AVE0847	Compound	CHEMBL:CHEMBL3545295	DGIDB::AGONIST::Gene:Compound	DGIDB
RPL27A	Gene	HGNC:10329	MT-3724	Compound	CHEMBL:CHEMBL4297789	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:9	Gene	HGNC:7645	RELENOPRIDE	Compound	NCIT:C152177	DGIDB::AGONIST::Gene:Compound	DGIDB
GABRG1	Gene	HGNC:4086	ETOMIDATE	Compound	RXCUI:4177	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
NCBIGENE:331	Gene	HGNC:592	[ILE5,TRP23]PTHRP-(2-36) (HUMAN)	Compound	iuphar.ligand:1799	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:364	Gene	HGNC:640	&BETA;-PHENYLETHYLAMINE	Compound	iuphar.ligand:2144	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:9	Gene	HGNC:7645	SB 203186	Compound	iuphar.ligand:255	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:109	Gene	HGNC:234	RIMONABANT	Compound	NCIT:C73244	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1482	Gene	HGNC:2488	ENZASTAURIN	Compound	NCIT:C77392	DGIDB::INHIBITOR::Gene:Compound	DGIDB
GABRE	Gene	HGNC:4085	HALAZEPAM	Compound	RXCUI:26412	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
NCBIGENE:318	Gene	HGNC:8049	ADL5747	Compound	iuphar.ligand:9003	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2230	Gene	HGNC:3638	CERDULATINIB	Compound	NCIT:C113173	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CA9	Gene	HGNC:1383	SULTHIAME	Compound	RXCUI:10240	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PRKCH	Gene	HGNC:9403	QUERCETIN	Compound	RXCUI:9060	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:18	Gene	HGNC:23	TONAPOFYLLINE	Compound	NCIT:C96194	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:89	Gene	HGNC:165	AM251	Compound	iuphar.ligand:3317	DGIDB::AGONIST::Gene:Compound	DGIDB
DRD4	Gene	HGNC:3025	TRIFLUOPERAZINE HYDROCHLORIDE	Compound	RXCUI:91130	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:420	Gene	HGNC:726	TPMPA	Compound	iuphar.ligand:4328	DGIDB::INHIBITOR::Gene:Compound	DGIDB
MMP8	Gene	HGNC:7175	REBIMASTAT	Compound	NCIT:C1875	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:351	Gene	HGNC:620	COMPOUND 54	Compound	iuphar.ligand:11898	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:43	Gene	HGNC:108	&ALPHA;-CGRP	Compound	iuphar.ligand:681	DGIDB::AGONIST::Gene:Compound	DGIDB
CALCB	Gene	HGNC:1438	FREMANEZUMAB	Compound	RXCUI:2056691	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CD3G	Gene	HGNC:1675	BLINATUMOMAB	Compound	RXCUI:1597258	DGIDB::MODULATOR::Gene:Compound	DGIDB
GABRA4	Gene	HGNC:4078	THIOPENTAL SODIUM	Compound	RXCUI:282416	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
NCBIGENE:2180	Gene	HGNC:3569	COMPOUND 30 [PMID: 23414845]	Compound	iuphar.ligand:7864	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PIK3CD	Gene	HGNC:8977	COPANLISIB HYDROCHLORIDE	Compound	NCIT:C138994	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2599	Gene	HGNC:1375	COMPOUND 5B  [PMID: 31287314]	Compound	iuphar.ligand:10434	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PI3KCA	Gene	HGNC:8975	DACTOLISIB	Compound	NCIT:C74072	DGIDB::INHIBITOR::Gene:Compound	DGIDB
FLT3	Gene	HGNC:3765	IMC-EB10	Compound	CHEMBL:CHEMBL2109328	DGIDB::INHIBITOR::Gene:Compound	DGIDB
FOLH1	Gene	HGNC:3788	LUTETIUM LU 177 VIPIVOTIDE TETRAXETAN	Compound	RXCUI:2597053	DGIDB::BINDER::Gene:Compound	DGIDB
CDK4	Gene	HGNC:1773	PALBOCICLIB	Compound	RXCUI:1601374	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:496	Gene	HGNC:820	ADENOSINE	Compound	RXCUI:296	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:507	Gene	HGNC:831	ALLICIN	Compound	iuphar.ligand:2419	DGIDB::BLOCKER::Gene:Compound	DGIDB
ADRB2	Gene	HGNC:286	CARVEDILOL	Compound	RXCUI:20352	DGIDB::INHIBITOR::Gene:Compound	DGIDB
KLKB1	Gene	HGNC:6371	BEROTRALSTAT HYDROCHLORIDE	Compound	RXCUI:2467541	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PSMA1	Gene	HGNC:9530	IXAZOMIB	Compound	RXCUI:1723735	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CHRNA4	Gene	HGNC:1958	VARENICLINE	Compound	RXCUI:591622	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:312	Gene	HGNC:536	SCH 900271	Compound	iuphar.ligand:8469	DGIDB::AGONIST::Gene:Compound	DGIDB
FGFR1	Gene	HGNC:3688	DOVITINIB	Compound	NCIT:C76199	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RPMJ	Gene	HGNC:14490	TETRACYCLINE PHOSPHATE COMPLEX	Compound	RXCUI:2105975	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CHRM3	Gene	HGNC:1952	IMIDAFENACIN	Compound	NCIT:C83789	DGIDB::INHIBITOR::Gene:Compound	DGIDB
MAPK10	Gene	HGNC:6872	BENTAMAPIMOD	Compound	NCIT:C87441	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:6	Gene	ENTREZ:6	&ALPHA;-METHYL-5-HT	Compound	iuphar.ligand:152	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:1120	Gene	HGNC:1938	CIMETIDINE	Compound	RXCUI:2541	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CDK4	Gene	HGNC:1773	RONICICLIB	Compound	NCIT:C92579	DGIDB::INHIBITOR::Gene:Compound	DGIDB
GABRA2	Gene	HGNC:4076	ETIFOXINE	Compound	RXCUI:24441	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NOTCH2	Gene	HGNC:7882	ENOTICUMAB	Compound	NCIT:C82367	DGIDB::OTHER::Gene:Compound	DGIDB
NCBIGENE:939	Gene	HGNC:11922	INHIBITOR CB3	Compound	iuphar.ligand:11229	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:15	Gene	HGNC:19	CHF-6366	Compound	iuphar.ligand:12165	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SRD5A2	Gene	HGNC:11285	FINASTERIDE	Compound	RXCUI:25025	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:372	Gene	HGNC:649	RO 25-1392	Compound	iuphar.ligand:2276	DGIDB::AGONIST::Gene:Compound	DGIDB
GABRG1	Gene	HGNC:4086	GLUTETHIMIDE	Compound	RXCUI:4903	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
RPMJ	Gene	HGNC:14490	LEFAMULIN ACETATE	Compound	RXCUI:2198943	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RPL24	Gene	HGNC:10325	MT-3724	Compound	CHEMBL:CHEMBL4297789	DGIDB::INHIBITOR::Gene:Compound	DGIDB
TUBB3	Gene	HGNC:20772	COLCHICINE	Compound	RXCUI:2683	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SCN7A	Gene	HGNC:10594	MORICIZINE HYDROCHLORIDE	Compound	RXCUI:221126	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:319	Gene	HGNC:615	NFP	Compound	iuphar.ligand:10185	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:328	Gene	HGNC:587	COMPOUND 20O [PMID: 22984835]	Compound	iuphar.ligand:5906	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:224	Gene	HGNC:403	F2L	Compound	iuphar.ligand:3935	DGIDB::AGONIST::Gene:Compound	DGIDB
TOP2A	Gene	HGNC:11989	DOXORUBICIN HYDROCHLORIDE	Compound	RXCUI:142433	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PSEN1	Gene	HGNC:9508	RG-4733	Compound	DrugBank:DB11870	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RPL21	Gene	HGNC:10313	MT-3724	Compound	CHEMBL:CHEMBL4297789	DGIDB::INHIBITOR::Gene:Compound	DGIDB
KIT	Gene	HGNC:6342	TELATINIB	Compound	NCIT:C80869	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SCN9A	Gene	HGNC:10597	OXCARBAZEPINE	Compound	RXCUI:32624	DGIDB::BLOCKER::Gene:Compound	DGIDB
AURKA	Gene	HGNC:11393	MLN-8054	Compound	iuphar.ligand:5696	DGIDB::INHIBITOR::Gene:Compound	DGIDB
MAP2K1	Gene	HGNC:6840	COBIMETINIB	Compound	RXCUI:1722365	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2360	Gene	HGNC:3868	EP-7041	Compound	iuphar.ligand:11990	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:214	Gene	HGNC:400	MEVIDALEN	Compound	iuphar.ligand:10506	DGIDB::MODULATOR::Gene:Compound	DGIDB
NCBIGENE:321	Gene	HGNC:579	HTL6641	Compound	iuphar.ligand:11695	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:578	Gene	HGNC:949	VERATRIDINE	Compound	iuphar.ligand:2626	DGIDB::ACTIVATOR::Gene:Compound	DGIDB
SLC5A2	Gene	HGNC:11037	EMPAGLIFLOZIN	Compound	RXCUI:1545653	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PSMC1	Gene	HGNC:9547	IXAZOMIB	Compound	RXCUI:1723735	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2206	Gene	HGNC:7316	NG-25	Compound	iuphar.ligand:8074	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:620	Gene	HGNC:1024	CAMIZESTRANT	Compound	NCIT:C160603	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:16	Gene	HGNC:20	AQ-RA 741	Compound	iuphar.ligand:8584	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:362	Gene	HGNC:638	HEMOKININ 1	Compound	iuphar.ligand:2087	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:457	Gene	HGNC:4586	[3H]CGP61594	Compound	iuphar.ligand:4079	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2071	Gene	HGNC:3435	CEP-1347	Compound	iuphar.ligand:8173	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PTGS1	Gene	HGNC:9604	OLSALAZINE SODIUM	Compound	RXCUI:104123	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:708	Gene	HGNC:1243	CROFELEMER	Compound	RXCUI:1364449	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RPS4X	Gene	HGNC:10424	MT-3724	Compound	CHEMBL:CHEMBL4297789	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:7	Gene	ENTREZ:7	ORG 12962	Compound	iuphar.ligand:170	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:1936	Gene	HGNC:3211	ENMD-2076	Compound	iuphar.ligand:7885	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2350	Gene	HGNC:3793	ODANACATIB	Compound	iuphar.ligand:6478	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:34	Gene	HGNC:89	IRBESARTAN	Compound	RXCUI:83818	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:268	Gene	HGNC:464	LY255283	Compound	iuphar.ligand:3351	DGIDB::INHIBITOR::Gene:Compound	DGIDB
ADRB2	Gene	HGNC:286	ISOPROTERENOL	Compound	RXCUI:6054	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:23	Gene	HGNC:70	OXYMETAZOLINE HYDROCHLORIDE	Compound	RXCUI:106101	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:263	Gene	HGNC:460	FAMOTIDINE	Compound	RXCUI:4278	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:540	Gene	HGNC:870	MARGATOXIN	Compound	iuphar.ligand:2547	DGIDB::BLOCKER::Gene:Compound	DGIDB
FGFR1	Gene	HGNC:3688	FEXAGRATINIB	Compound	NCIT:C88272	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:625	Gene	ENTREZ:625	CICLESONIDE	Compound	RXCUI:274964	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:676	Gene	HGNC:1105	COHUMULONE	Compound	iuphar.ligand:12422	DGIDB::AGONIST::Gene:Compound	DGIDB
PKN3	Gene	HGNC:17999	QUERCETIN	Compound	RXCUI:9060	DGIDB::INHIBITOR::Gene:Compound	DGIDB
OPRD1	Gene	HGNC:8153	NALTREXONE	Compound	RXCUI:7243	DGIDB::INHIBITOR::Gene:Compound	DGIDB
GABRA6	Gene	HGNC:4080	SEVOFLURANE	Compound	RXCUI:36453	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
NCBIGENE:222	Gene	HGNC:411	[125I]CATHEPSIN G (HUMAN)	Compound	iuphar.ligand:1017	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:1945	Gene	HGNC:3224	I-BET282	Compound	iuphar.ligand:12717	DGIDB::INHIBITOR::Gene:Compound	DGIDB
