Biomarker ID	Biomarker Name	Disease	ICD Code	Biomarker Type	Conclusion	UniProt ID	REF 1	Biomarker Location	Specific Aim	Molecular Type	Biomarker Measure	Treatment	Specific Conclusion	Biomarker Phase	Objective	Research Method	Research Results
BM000423	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Antecedent		P01589	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum									
BM001816	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Diagnostic		P01589	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum		Protein							
BM001817	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Antecedent		P01589	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum									
BM001818	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Prognostic		P01589	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum	Severity								
BM001819	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Diagnostic		P01589	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum									
BM001820	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Monitoring		P01589	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum	Severity								
BM001821	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Antecedent		P01589	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum									
BM002761	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Diagnostic		P01589	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum									
BM002763	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Monitoring		P01589	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum	Severity								
BM001822	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Prognostic		P01589	Discovery and validation of graft-versus-host disease biomarkers. Blood. 2013 Jan 24;121(4):585-94.	plasma	Nonrelapse mortality; OS	Protein							
BM001823	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Diagnostic		P01589	Discovery and validation of graft-versus-host disease biomarkers. Blood. 2013 Jan 24;121(4):585-94.	plasma		Protein	Elevated level						
BM001824	Interleukin 2 receptor alpha (IL-2RA)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0	Diagnostic		P01589	Discovery and validation of graft-versus-host disease biomarkers. Blood. 2013 Jan 24;121(4):585-94.	plasma			Elevated level						
BM000421	Interleukin 23 receptor (IL-23R)	Psoriasis vulgaris	ICD-11: EA90 ; ICD-9: 696	Diagnostic	The pivotal role of the IL23/Th17 axis at tissue level is shown by the increased levels of IL-23, IL-23R and Th17 cytokines detected in psoriatic skin, with the latter increased in lesional versus non-lesional skin	Q5VWK5	Biomarkers in psoriasis and psoriatic arthritis. Ann Rheum Dis. 2013 Apr;72 Suppl 2:ii104-10.	skin			Elevated level						
BM001991	Interleukin 23 receptor (IL-23R)	Psoriasis vulgaris	ICD-11: EA90 ; ICD-9: 696	Diagnostic	As a result of the extensive single nucleotide polymorphism (SNP) genotyping in genome-wide association studies 36 susceptibility loci have been associated with psoriasis in individuals of European descendant.23 In particular, psoriasis-ass ociated genes have been identified in areas related to skin barrier function (eg , LCE3B/3C), Th17 cell activation (eg, IL23R), type I interferon (IFN) induction (eg, IFHIH1) and the nuclear factor pathway (eg, NFKBIA)	Q5VWK5	Biomarkers in psoriasis and psoriatic arthritis. Ann Rheum Dis. 2013 Apr;72 Suppl 2:ii104-10.			Gene: SNP							
BM003214	Interleukin 3 receptor alpha (IL3RA)	Dengue	ICD-11: 1D20-1D2Z ; ICD-10: A90, R50	Differentiation	THP-1, expressing CD123, which is a plasmacytoid dendritic cell marker, but not CD14, CD11b or CD11c revealed IFN mRNA expression while stimulated by dengue-2.	P26951	Induction of IFN or IL-12 depends on differentiation of THP-1 cells in dengue infections without and with antibody enhancement. BMC Infect Dis. 2012 Dec 8;12:340. BMC Infect Dis. 2012 Dec 8;12:340.										
BM003379	Interleukin 7 receptor alpha (IL7R)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	In HIV infection, decreased CD127 expression on T-cells is correlated with reduced CD4(+) T-cell counts, increased viral replication and immune activation.	P16871	The influence of HIV on CD127 expression and its potential implications for IL-7 therapy. Semin Immunol. 2012 Jun;24(3):231-40. Semin Immunol. 2012 Jun;24(3):231-40.				Lower						
BM003322	Interleukin 7 receptor alpha (IL7R)	Hepatitis C	ICD-11: 1E51 ; ICD-10: B18.2	Differentiation	Persistent hepatitis C virus (HCV) infection impairs HCV-specific cytotoxic T cell reactivity through Mcl-1/Bim imbalance due to CD127 down-regulation.	P16871	Persistent hepatitis C virus (HCV) infection impairs HCV-specific cytotoxic T cell reactivity through Mcl-1/Bim imbalance due to CD127 down-regulat... J Viral Hepat. 2013 Feb;20(2):85-94. J Viral Hepat. 2013 Feb;20(2):85-94.				Lower						
BM001758	Interleukin-1 alpha (IL1A)	Inflammation	ICD-11: 1A00-CA43.1	Diagnostic		P01583	Genetic markers of inflammation and their role in cardiovascular disease. Can J Cardiol. 2013 Jan;29(1):67-74.	Downstream	Associated with CRP level	Gene: SNP	Rs6734238						
BM003156	Interleukin-1 alpha (IL1A)	Aspergillosis	ICD-11: 1F20 ; ICD-10: B44	Differentiation	IL1 gene cluster polymorphisms and its haplotypes may predict the risk to develop invasive pulmonary aspergillosis and modulate C-reactive protein level.	P01583	IL1 gene cluster polymorphisms and its haplotypes may predict the risk to develop invasive pulmonary aspergillosis and modulate C-reactive protein ... J Clin Immunol. 2008 Sep;28(5):473-85. J Clin Immunol. 2008 Sep;28(5):473-85.										
BM001833	Interleukin-1 alpha (IL1A)	Myalgic encephalomyelitis	ICD-11: 8E49 ; ICD-10: G93 ; ICD-9: 780.71	Diagnostic		P01583	Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	plasma			Elevated level						
BM001756	Interleukin-1 alpha (IL1A)	Cardiovascular disease	ICD-11: BA00-BE2Z ; ICD-10: I00-I99	Antecedent		P01583	Genetic markers of inflammation and their role in cardiovascular disease. Can J Cardiol. 2013 Jan;29(1):67-74.	Downstream	Associated with CRP level	Gene: SNP	Rs6734238						
BM000419	Interleukin-1 beta (IL1B)	Bronchopulmonary dysplasia	ICD-11: KB29.0 ; ICD-10: P27.1 ; ICD-9: 770.7	Antecedent		P01584	Biomarkers in bronchopulmonary dysplasia. Paediatr Respir Rev. 2013 Sep;14(3):173-9.	Infant blood									
BM001801	Interleukin-1 beta (IL1B)	Bronchopulmonary dysplasia	ICD-11: KB29.0 ; ICD-10: P27.1 ; ICD-9: 770.7	Antecedent		P01584	Biomarkers in bronchopulmonary dysplasia. Paediatr Respir Rev. 2013 Sep;14(3):173-9.	tracheal aspirates									
BM003596	Interleukin-1 beta (IL1B)	Tuberculosis	ICD-11: 1B10-1B1Z ; ICD-10: A15-A19, B90	Differentiation	The release of IL-1beta and TNF-alpha was greater from AM of TB patients than from AM of normal subjects.	P01584	Nitric oxide modulates interleukin-1beta and tumor necrosis factor-alpha synthesis by alveolar macrophages in pulmonary tuberculosis. Am J Respir Crit Care Med. 2000 Jan;161(1):192-9. Am J Respir Crit Care Med. 2000 Jan;161(1):192-9.				Higher						
BM003577	Interleukin-1 beta (IL1B)	Toxic shock syndrome	ICD-11: 1B52 ; ICD-10: A48.3	Differentiation	Induction by staphylococcal toxic shock syndrome toxin 1 (TSST-1) of tumor necrosis factor alpha (TNF-alpha) and interleukin-1 beta (IL-1 beta) secretion by human monocytes requires direct T cell-monocyte contact.	P01584	Role of the adhesion molecule lymphocyte function associated antigen 1 in toxic shock syndrome toxin 1-induced tumor necrosis factor alpha and inte... Infect Immun. 1992 Nov;60(11):4957-60. Infect Immun. 1992 Nov;60(11):4957-60.				Higher						
BM003247	Interleukin-1 beta (IL1B)	Dengue	ICD-11: 1D20-1D2Z ; ICD-10: A90, R50	Monitoring	IL-1beta, IFN-gamma, IL-4, IL-6, IL-13, IL-7 and GM-CSF were significantly increased in patients with severe clinical manifestations (severe dengue) when compared to mild disease forms (mild dengue).	P01584	Multiplex cytokine profile from dengue patients: MIP-1beta and IFN-gamma as predictive factors for severity. BMC Infect Dis. 2008 Jun 25;8:86. BMC Infect Dis. 2008 Jun 25;8:86.		Disease level		Increased						
BM003609	Interleukin-1 beta (IL1B)	West nile virus infection	ICD-11: 1D46 ; ICD-10: A92.3	Differentiation	WNV-infected SK-N-SH cells induced the expression of IL-1, -6, -8, and TNF- in a dose- and time-dependent manner, which coincided with increase in virus-induced cell death.	P01584	Pro-inflammatory cytokines derived from West Nile virus (WNV)-infected SK-N-SH cells mediate neuroinflammatory markers and neuronal death. J Neuroinflammation. 2010 Oct 31;7:73. J Neuroinflammation. 2010 Oct 31;7:73.				Higher						
BM003164	Interleukin-1 beta (IL1B)	Chagas disease	ICD-11: IF53	Differentiation	By contrast, inflammatory cytokine expression, such as interferon gamma (IFN-), tumor necrosis factor alpha (TNF-), interleukin 6 (IL-6), and interleukin 1 beta (IL-1), proved to be the highest in the CARD group	P01584	Plasma cytokine expression is associated with cardiac morbidity in chagas disease. PLoS One. 2014 Mar 6;9(3):e87082. PLoS One. 2014 Mar 6;9(3):e87082.				Increased						
BM001834	Interleukin-1 beta (IL1B)	Myalgic encephalomyelitis	ICD-11: 8E49 ; ICD-10: G93 ; ICD-9: 780.71	Diagnostic		P01584	Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	plasma			Elevated level						
BM001799	Interleukin-1 beta (IL1B)	Dry eye disease	ICD-11: 9E1Z ; ICD-9: 370.33	Diagnostic		P01584	Molecular and cellular biomarkers in dry eye disease and ocular allergy. Curr Opin Allergy Clin Immunol. 2012 Oct;12(5):523-33.	Tears (Schirmer strips)		Protein	Antibody microarray						
BM001755	Interleukin-1 beta (IL1B)	Deep vein thrombosis	ICD-11: BD71 ; ICD-10: I82.4 ; ICD-9: 453.4	Associative		P01584	Biomarkers of deep venous thrombosis. J Thromb Thrombolysis. 2012 Oct;34(3):335-46.			Gene: SNP	Rs17561; rs1143634						
BM000408	Interleukin-1 beta (IL1B)	Psoriasis vulgaris	ICD-11: EA90 ; ICD-9: 696	Diagnostic	In line with the inflammatory nature of the disease, an imbalanced cytokine mili eu has been found in psoriatic lesions, with the presence of increased levels of TNF, IFN- IL-2, IL-6, IL-8, IL-12 and LIF-1 and reduced levels of IL-1, IL-4, IL-5 and IL-10.	P01584	Biomarkers in psoriasis and psoriatic arthritis. Ann Rheum Dis. 2013 Apr;72 Suppl 2:ii104-10.	psoriatic lesion			Reduced level						
BM001467	Interleukin-1 beta (IL1B)	Osteoarthritis	ICD-11: FA00-FA05 ; ICD-9: 715	Antecedent		P01584	Biological markers in osteoarthritis. Nat Clin Pract Rheumatol. 2007 Jun;3(6):346-56.			Gene	Mutation						
BM003617	Interleukin-10 (IL10)	Dengue	ICD-11: 1D20-1D2Z ; ICD-10: A90, R50	Differentiation	The concentrations of CXCL9, IP-10, CXCL11, IL-8, IL-10, and CCL2 in serum were significantly higher in the groups of DENV-infected patients during the first two weeks than those of control group while CCL17 and CXCL5 showed lower expression level in the patients.	P22301	Serum Cytokine Profiles in Patients with Dengue Fever at the Acute Infection Phase. Dis Markers. 2018 Jan 30;2018:8403937.	serum		Protein	Higher						
BM000412	Interleukin-10 (IL10)	Bronchopulmonary dysplasia	ICD-11: KB29.0 ; ICD-10: P27.1 ; ICD-9: 770.7	Antecedent		P22301	Biomarkers in bronchopulmonary dysplasia. Paediatr Respir Rev. 2013 Sep;14(3):173-9.	Placenta									
BM000413	Interleukin-10 (IL10)	Bronchopulmonary dysplasia	ICD-11: KB29.0 ; ICD-10: P27.1 ; ICD-9: 770.7	Antecedent		P22301	Biomarkers in bronchopulmonary dysplasia. Paediatr Respir Rev. 2013 Sep;14(3):173-9.	Infant blood						Clinical trial			
BM001762	Interleukin-10 (IL10)	Bronchopulmonary dysplasia	ICD-11: KB29.0 ; ICD-10: P27.1 ; ICD-9: 770.7	Antecedent		P22301	Biomarkers in bronchopulmonary dysplasia. Paediatr Respir Rev. 2013 Sep;14(3):173-9.	tracheal aspirates									
BM003190	Interleukin-10 (IL10)	Condyloma	ICD-11: 1A95	Differentiation	Condylomas demonstrated hallmarks of immunosuppression, such as increased cellular interleukin-10 production, decreased expression of transporter associated with antigen presentation, CD40, and carbonic anhydrase IX, decreased dendritic cell counts, and increased T-regulatory cell infiltration.	P22301	Immunosuppression may be present within condyloma acuminata. J Am Acad Dermatol. 2008 Dec;59(6):967-74. J Am Acad Dermatol. 2008 Dec;59(6):967-74.				Higher						
BM003590	Interleukin-10 (IL10)	Tuberculosis	ICD-11: 1B10-1B1Z ; ICD-10: A15-A19, B90	Differentiation	Higher average amounts of IFN-gamma and IL-10 were produced by BAL-derived CD8(+) clones of four active TB patients than of four controls, although the frequency of CD8(+) clones producing both IFN-gamma and IL-10 was lower than that of CD4(+) clones.	P22301	CD4(+) T cell clones producing both interferon-gamma and interleukin-10 predominate in bronchoalveolar lavages of active pulmonary tuberculosis pat... Clin Immunol. 1999 Sep;92(3):224-34. Clin Immunol. 1999 Sep;92(3):224-34.				Higher						
BM003570	Interleukin-10 (IL10)	Toxic shock syndrome	ICD-11: 1B52 ; ICD-10: A48.3	Differentiation	Serum levels of IL-6 and IL-10 positively correlated with TSS in patients with SSc (r=0.625, P<0.0001 and r=0.663, P<0.0001, respectively).	P22301	Serum levels of interleukin-6 and interleukin-10 correlate with total skin thickness score in patients with systemic sclerosis. J Dermatol Sci. 2001 Oct;27(2):140-6. J Dermatol Sci. 2001 Oct;27(2):140-6.				Higher						
BM003370	Interleukin-10 (IL10)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	The decreased percentage of cells expressing IL-2 and IFN-gamma in conjunction with an increased proportion of IL-4- and IL-10-producing cells among the CD4+ T cells in HIV-1-infected individuals demonstrate a Th1 to Th2 cytokine shift in the course of HIV infection on a single cell level.	P22301	Demonstration of the Th1 to Th2 cytokine shift during the course of HIV-1 infection using cytoplasmic cytokine detection on single cell level by fl... AIDS. 1997 Jul 15;11(9):1111-8. AIDS. 1997 Jul 15;11(9):1111-8.				Higher						
BM003444	Interleukin-10 (IL10)	Influenza	ICD-11: 1E30-1E32	Monitoring	Interleukin 10 concentrations were elevated in patients with influenza (88.69 pg/mL) compared with all other groups combined.	P22301	Cytokine markers as predictors of type of respiratory infection in patients during the influenza season. Am J Emerg Med. 2013 May;31(5):816-21. Am J Emerg Med. 2013 May;31(5):816-21.		High								
BM003495	Interleukin-10 (IL10)	Measles	ICD-11: 1F03	Differentiation	IL-10 was elevated transiently in both measles patients and vaccinees.	P22301	Comparative analysis of host responses related to immunosuppression between measles patients and vaccine recipients with live attenuated measles va... Arch Virol. 2001;146(5):859-74. Arch Virol. 2001;146(5):859-74.				Higher						
BM003468	Interleukin-10 (IL10)	Malaria	ICD-11: 1F40-1F4Z ; ICD-10: B50-B54	Differentiation	Per peripheral parasite, median plasma angiopoietin-2, ICAM-1, E-selectin, interleukin-6, and interleukin-10 concentrations were higher in patients with malaria due to Plasmodium vivax.	P22301	Greater endothelial activation, Weibel-Palade body release and host inflammatory response to Plasmodium vivax, compared with Plasmodium falciparum:... J Infect Dis. 2010 Jul 1;202(1):109-12. J Infect Dis. 2010 Jul 1;202(1):109-12.				Higher						
BM003152	Interleukin-10 (IL10)	African trypanosomiasis	ICD-11: 1F51 ; ICD-10: B56, B56.9 ; ICD-9: 86.5	Monitoring	Increased levels of IL-6 and IL-10 suggest that counter-inflammatory cellular responses may be important in the regulation of neuropathogenesis in late-stage human African trypanosomiasis.	P22301	Intrathecal cytokine responses in Trypanosoma brucei rhodesiense sleeping sickness patients. Trans R Soc Trop Med Hyg. 2006 Mar;100(3):270-5. Trans R Soc Trop Med Hyg. 2006 Mar;100(3):270-5.		Response		Increased						
BM003173	Interleukin-10 (IL10)	Chagas disease	ICD-11: IF53	Differentiation	Correlation analysis showed that higher IL-10 expression was associated with better cardiac function, as determined by left ventricular ejection fraction and left ventricular diastolic diameter values.	P22301	Plasma cytokine expression is associated with cardiac morbidity in chagas disease. PLoS One. 2014 Mar 6;9(3):e87082. PLoS One. 2014 Mar 6;9(3):e87082.				Increased						
BM003463	Interleukin-10 (IL10)	Leishmaniasis	ICD-11: 1F54 ; ICD-10: B55, B55.9	Differentiation	During human or murine Leishmaniasis, many features characteristic of T(reg )function, such as high levels of IL-10, transforming growth factor-beta (TGF-beta) or immunosuppression, have been extensively described.	P22301	The role of CD4(+)CD25(+) regulatory T cells in Leishmania infection. Expert Opin Biol Ther. 2003 Sep;3(6):875-85. Expert Opin Biol Ther. 2003 Sep;3(6):875-85.				Higher						
BM003523	Interleukin-10 (IL10)	Sepsis	ICD-11: 1G40-1G41	Differentiation	Significantly increased plasma IL-6, IL-8, IL-10, and TNF-alpha concentrations were observed in the severe sepsis group compared to normal controls.	P22301	Relationships between plasma cytokine concentrations and leukocyte functional antigen expression in patients with sepsis. Crit Care Med. 1994 Oct;22(10):1595-602. Crit Care Med. 1994 Oct;22(10):1595-602.				Increased						
BM001863	Interleukin-10 (IL10)	Non-small-cell lung cancer	ICD-11: 2C25.Y ; ICD-9: 162	Diagnostic		P22301	Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	plasma	Fatigue		Elevated level						
BM001876	Interleukin-10 (IL10)	Systemic sclerosis	ICD-11: 4A42	Diagnostic		P22301	Circulating biomarkers of interstitial lung disease in systemic sclerosis. Int J Rheumatol. 2012;2012:121439.	serum			Elevated level						
BM000415	Interleukin-10 (IL10)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Diagnostic		P22301	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum									
BM001760	Interleukin-10 (IL10)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Diagnostic		P22301	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum		Protein							
BM001777	Interleukin-10 (IL10)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Monitoring		P22301	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum	Severity								
BM001761	Interleukin-10 (IL10)	Graft-versus-host disease	ICD-11: 4B24 ; ICD-9: 279.5	Diagnostic		P22301	Discovery and validation of graft-versus-host disease biomarkers. Blood. 2013 Jan 24;121(4):585-94.	plasma			Elevated level						
BM001764	Interleukin-10 (IL10)	Myalgic encephalomyelitis	ICD-11: 8E49 ; ICD-10: G93 ; ICD-9: 780.71	Diagnostic		P22301	Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	PHA stimulated lymphocytes			Elevated level						
BM002359	Interleukin-10 (IL10)	Myalgic encephalomyelitis	ICD-11: 8E49 ; ICD-10: G93 ; ICD-9: 780.71	Diagnostic		P22301	Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.				No exercise related change						
BM000414	Interleukin-10 (IL10)	Deep vein thrombosis	ICD-11: BD71 ; ICD-10: I82.4 ; ICD-9: 453.4	Associative		P22301	Biomarkers of deep venous thrombosis. J Thromb Thrombolysis. 2012 Oct;34(3):335-46.			Gene: SNP	Rs1800872						
BM000444	Interleukin-10 (IL10)	Chronic obstructive pulmonary disease	ICD-11: CA22 ; ICD-10: J40-J44, J47 ; ICD-9: 490-492, 494-496	Differentiation	Reflecting the wide range of pathogenA Chost interactions. Almansa et al. [35] p erformed a study of ECOPD patients which, despite relatively low numbers of part icipants, found a range of cytokines and chemokines that were altered between EC OPD with and without viral infection; these included innate immunity cytokines s uch as IP-10, IL-8 and eotaxin, the TH1 cytokinesIL12p70 and IL-15, and the imm unomodulatory cytokine IL-10.	P22301	Search for biomarkers in chronic obstructive pulmonary disease: current status. Curr Opin Pulm Med. 2013 Mar;19(2):103-8.		ECOPD with viral infection compared with ECOPD without viral infection								
BM000409	Interleukin-10 (IL10)	Psoriasis vulgaris	ICD-11: EA90 ; ICD-9: 696	Diagnostic	In line with the inflammatory nature of the disease, an imbalanced cytokine mili eu has been found in psoriatic lesions, with the presence of increased levels of TNF, IFN- IL-2, IL-6, IL-8, IL-12 and LIF-1 and reducedlevels of IL-1, IL-4, IL-5 and IL-10.	P22301	Biomarkers in psoriasis and psoriatic arthritis. Ann Rheum Dis. 2013 Apr;72 Suppl 2:ii104-10.	psoriatic lesion			Reduced level						
BM001770	Interleukin-12 alpha (IL12A)	Coeliac disease	ICD-11: DA95 ; ICD-10: K90.0 ; ICD-9: 579	Diagnostic		P29459	Biomarkers for diagnosis and monitoring of celiac disease. J Clin Gastroenterol. 2013 Apr;47(4):308-13.			Gene	3q25; presence						
BM003208	Interleukin-13 (IL13)	Dengue	ICD-11: 1D20-1D2Z ; ICD-10: A90, R50	Monitoring	IL-1beta, IFN-gamma, IL-4, IL-6, IL-13, IL-7 and GM-CSF were significantly increased in patients with severe clinical manifestations (severe dengue) when compared to mild disease forms (mild dengue).	P35225	Multiplex cytokine profile from dengue patients: MIP-1beta and IFN-gamma as predictive factors for severity. BMC Infect Dis. 2008 Jun 25;8:86. BMC Infect Dis. 2008 Jun 25;8:86.		Disease level		Increased						
BM003550	Interleukin-13 (IL13)	Smallpox	ICD-11: 1E70 ; ICD-10: B03	Differentiation	Our re-analysis of more than 5.5 million data points, including 18,000 human genes, identified a transcriptional network that represented early infection biomarkers (EIB) with gene profile patterns similar across the animals used in this study.	P35225	Transcriptional interactions during smallpox infection and identification of early infection biomarkers. Pac Symp Biocomput. 2007:100-11. Pac Symp Biocomput. 2007:100-11.										
BM001877	Interleukin-13 (IL13)	Systemic sclerosis	ICD-11: 4A42	Diagnostic		P35225	Circulating biomarkers of interstitial lung disease in systemic sclerosis. Int J Rheumatol. 2012;2012:121439.	serum			Elevated level						
BM001895	Interleukin-13 (IL13)	Myalgic encephalomyelitis	ICD-11: 8E49 ; ICD-10: G93 ; ICD-9: 780.71	Diagnostic		P35225	Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	plasma			Reduced level						
BM001829	Interleukin-13 (IL13)	Asthma	ICD-11: CA23 ; ICD-10: J45, J45.8 ; ICD-9: 493	Diagnostic		P35225	Tissue-based and bronchoalveolar lavage-based biomarkers in asthma. Immunol Allergy Clin North Am. 2012 Aug;32(3):401-11.	tissue; BAL	Eosinophils phenotype								
BM001771	Interleukin-13 (IL13)	Eosinophilic esophagitis	ICD-11: DA24.1 ; ICD-9: 530.13	Monitoring		P35225	Biomarkers for eosinophilic esophagitis: a review. Ann Allergy Asthma Immunol. 2012 Sep;109(3):155-9.		Disease activity								
BM001772	Interleukin-13 (IL13)	Eosinophilic esophagitis	ICD-11: DA24.1 ; ICD-9: 530.13	Surrogate	The above studies establish that tissue and serum expression levels of IL-13 cor relate with tissue eosinophilia in EoE, and it is 1 of the most promising potent ial biomarkers for the disease.	P35225	Biomarkers for eosinophilic esophagitis: a review. Ann Allergy Asthma Immunol. 2012 Sep;109(3):155-9.	tissue; serum									
BM000417	Interleukin-13 (IL13)	Nephropathy	ICD-11: GC2Z ; ICD-9: 581.3	Prognostic		P35225	Biological markers of nephrotic syndrome: a few steps forward in the long way. Nefrologia. 2012;32(5):558-72.	Plasma; lymphocytes		Protein							
BM003358	Interleukin-15 (IL15)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	There are significant differences in IL-15 expression between patients with different courses of HIV infection, and that the coordinated expression of the IL-15 and IL-15R genes is dysregulated in patients with progressive disease.	P40933	Expression of interleukin-15 and interleukin-15R in monocytes of HIV type 1-infected patients with different courses of disease progression. AIDS Res Hum Retroviruses. 2012 Jul;28(7):693-701. AIDS Res Hum Retroviruses. 2012 Jul;28(7):693-701.										
BM003439	Interleukin-15 (IL15)	Influenza	ICD-11: 1E30-1E32	Differentiation	Acute influenza infection was associated with low plasma concentrations of inflammatory cytokines, including IFN-, MIP-1, IL-2 and IL-15, and high levels of the anti-inflammatory cytokines IL-10 and IL-1ra.	P40933	Changes in cytokine levels and NK cell activation associated with influenza. PLoS One. 2011;6(9):e25060. PLoS One. 2011;6(9):e25060.				Lower						
BM001773	Interleukin-15 (IL15)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Diagnostic		P40933	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum		Protein							
BM001775	Interleukin-15 (IL15)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Antecedent		P40933	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum									
BM001778	Interleukin-15 (IL15)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Monitoring		P40933	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	plasma; serum	Severity								
BM001896	Interleukin-15 (IL15)	Myalgic encephalomyelitis	ICD-11: 8E49 ; ICD-10: G93 ; ICD-9: 780.71	Diagnostic		P40933	Biomarkers for chronic fatigue. Brain Behav Immun. 2012 Nov;26(8):1202-10.	plasma			Reduced level						
BM000446	Interleukin-15 (IL15)	Chronic obstructive pulmonary disease	ICD-11: CA22 ; ICD-10: J40-J44, J47 ; ICD-9: 490-492, 494-496	Differentiation	Reflecting the wide range of pathogenA Chost interactions. Almansa et al. [35] p erformed a study of ECOPD patients which, despite relatively low numbers of part icipants, found a range of cytokines and chemokines that were altered between EC OPD with and without viral infection; these included innate immunity cytokines s uch as IP-10, IL-8 and eotaxin, the TH1 cytokinesIL12p70 and IL-15, and the imm unomodulatory cytokine IL-10.	P40933	Search for biomarkers in chronic obstructive pulmonary disease: current status. Curr Opin Pulm Med. 2013 Mar;19(2):103-8.		ECOPD with viral infection compared with ECOPD without viral infection								
