id,name,type,label,resource
NDF-RT:N0000147151,NITROFURANTOIN,,PharmacologicClass,NDF-RT
NDF-RT:N0000154855,NITROFURANTOIN 100MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154853,NITROFURANTOIN 100MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154858,"NITROFURANTOIN 25MG/5ML SUSP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154854,NITROFURANTOIN 50MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154859,"NITROFURANTOIN 50MG CAP,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154857,NITROFURANTOIN 50MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000006649,Nitrofurantoin,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000147150,NITROFURANTOIN MACROCRYSTALLINE,,PharmacologicClass,NDF-RT
NDF-RT:N0000154852,NITROFURANTOIN MACROCRYSTALLINE 100MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154860,"NITROFURANTOIN MACROCRYSTALLINE 100MG CAP,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154856,NITROFURANTOIN MACROCRYSTALLINE 25MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154851,NITROFURANTOIN MACROCRYSTALLINE 50MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154861,"NITROFURANTOIN MACROCRYSTALLINE 50MG CAP,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000163521,"NITROFURANTOIN MONOHYDRATE/MACROCRYSTALLINE 100MG CAP,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000147174,NITROFURAZONE,,PharmacologicClass,NDF-RT
NDF-RT:N0000154977,"NITROFURAZONE 0.2% CREAM,TOP",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154975,"NITROFURAZONE 0.2% DRESSING,TOP",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154980,"NITROFURAZONE 0.2% LIQUID,TOP",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154979,NITROFURAZONE 0.2% LOTION,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154978,"NITROFURAZONE 0.2% OINT,TOP",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154976,"NITROFURAZONE 0.2% PWDR,TOP",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000006652,Nitrofurazone,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000147408,NITROGEN,,PharmacologicClass,NDF-RT
NDF-RT:N0000156149,NITROGEN 72%/OXYGEN 21% GAS,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156028,NITROGEN 99% GAS,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000006654,Nitrogen,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000175807,Nitrogen Binding Agent,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000007847,Nitrogen Compounds,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000166161,Nitrogen Dioxide,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000166145,Nitrogen Isotopes,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000007659,Nitrogen Mustard Compounds,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000007660,Nitrogen Oxides,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000166146,Nitrogen Radioisotopes,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000021051,NITROGEN/OXYGEN,,PharmacologicClass,NDF-RT
NDF-RT:N0000167793,Nitrogenase,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000168374,Nitrogenous Group Transferases,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000145909,NITROGLYCERIN,,PharmacologicClass,NDF-RT
NDF-RT:N0000163580,"NITROGLYCERIN (ABLE) 0.3MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000163581,"NITROGLYCERIN (ABLE) 0.4MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000163582,"NITROGLYCERIN (ABLE) 0.6MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161972,"NITROGLYCERIN (ETHEX) 0.3MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161974,"NITROGLYCERIN (ETHEX) 0.4MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161973,"NITROGLYCERIN (ETHEX) 0.4MG TAB,SUBLINGUAL,BTL,25",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000172053,"NITROGLYCERIN (ETHEX) 0.6MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178078,"NITROGLYCERIN (GLENMARK) 0.3MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178077,"NITROGLYCERIN (GLENMARK) 0.4MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178073,"NITROGLYCERIN (GLENMARK) 0.4MG TAB,SUBLINGUAL,BTL,25",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178074,"NITROGLYCERIN (GLENMARK) 0.6MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178076,"NITROGLYCERIN (NITROSTAT) 0.3MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178079,"NITROGLYCERIN (NITROSTAT) 0.4MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178344,"NITROGLYCERIN (NITROSTAT) 0.4MG TAB,SUBLINGUAL,BTL,25",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178075,"NITROGLYCERIN (NITROSTAT) 0.6MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178072,"NITROGLYCERIN (QUALITY CARE) 0.4MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178080,"NITROGLYCERIN (QUALITY CARE) 0.4MG TAB,SUBLINGUAL,BTL,25",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149481,"NITROGLYCERIN 0.15MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000162996,NITROGLYCERIN 0.1MG/HR PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149511,NITROGLYCERIN 0.1MG/ML/D5W INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149514,NITROGLYCERIN 0.2MG/HR PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149512,NITROGLYCERIN 0.2MG/ML/D5W INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149515,"NITROGLYCERIN 0.2MG/ML/D5W INJ,BTL,250ML",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149478,"NITROGLYCERIN 0.3MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000162997,NITROGLYCERIN 0.3MG/HR PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000184976,"NITROGLYCERIN 0.4% OINT,RTL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149479,"NITROGLYCERIN 0.4MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149517,"NITROGLYCERIN 0.4MG TAB,SUBLINGUAL,BTL,25",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161915,NITROGLYCERIN 0.4MG/HR PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149513,NITROGLYCERIN 0.4MG/ML/D5W INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149519,"NITROGLYCERIN 0.4MG/ML/D5W INJ,BTL,250ML",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149518,"NITROGLYCERIN 0.4MG/ML/D5W INJ,BTL,500ML",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000192815,"NITROGLYCERIN 0.4MG/PKT POWDER,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149504,NITROGLYCERIN 0.4MG/SPRAY AEROSOL,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000182324,"NITROGLYCERIN 0.4MG/SPRAY AEROSOL,60D",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149497,NITROGLYCERIN 0.5MG/ML INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149480,"NITROGLYCERIN 0.6MG TAB,SUBLINGUAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161916,NITROGLYCERIN 0.6MG/HR PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149516,NITROGLYCERIN 0.8MG/HR PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149496,NITROGLYCERIN 0.8MG/ML INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149503,"NITROGLYCERIN 1.5MG TAB,BUCC,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149486,NITROGLYCERIN 10MG/24HRS PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149505,NITROGLYCERIN 10MG/ML INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149507,"NITROGLYCERIN 13MG CAP,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149510,NITROGLYCERIN 14.4MG/24HRS PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149495,NITROGLYCERIN 15MG/24HRS PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149488,"NITROGLYCERIN 1MG TAB,BUCC,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000190780,NITROGLYCERIN 1MG/ML INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149491,"NITROGLYCERIN 2% OINT,TOP",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149483,"NITROGLYCERIN 2.5MG CAP,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000162014,"NITROGLYCERIN 2.5MG CAP,SA,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149502,"NITROGLYCERIN 2.5MG TAB,BUCC,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149494,NITROGLYCERIN 2.5MG/24HRS PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149498,"NITROGLYCERIN 2.6MG TAB,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149489,"NITROGLYCERIN 2MG TAB,BUCC,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149490,"NITROGLYCERIN 3MG TAB,BUCC,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149508,NITROGLYCERIN 4.8MG/24HRS PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149501,"NITROGLYCERIN 5MG TAB,BUCC,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149485,NITROGLYCERIN 5MG/24HRS PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149506,NITROGLYCERIN 5MG/ML (PF) INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149493,NITROGLYCERIN 5MG/ML INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149484,"NITROGLYCERIN 6.5MG CAP,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000162322,"NITROGLYCERIN 6.5MG CAP,SA,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149499,"NITROGLYCERIN 6.5MG TAB,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149487,NITROGLYCERIN 7.5MG/24HRS PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149492,"NITROGLYCERIN 8MG/10ML INJ,CONC",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149509,NITROGLYCERIN 9.6MG/24HRS PATCH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149482,"NITROGLYCERIN 9MG CAP,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000162074,"NITROGLYCERIN 9MG CAP,SA,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149500,"NITROGLYCERIN 9MG TAB,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000006574,Nitroglycerin,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000171187,Nitrohydroxyiodophenylacetate,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000175878,Nitroimidazole,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000175435,Nitroimidazole Antimicrobial,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000007663,Nitroimidazoles,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000167150,Nitromifene,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000166577,Nitroparaffins,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000166599,Nitrophenols,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000168470,Nitrophenylgalactosides,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000006680,Nitroprusside,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000007807,Nitroquinolines,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000167935,Nitroreductases,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000166747,Nitrosamines,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000008203,Nitroso Compounds,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000166745,Nitrosoguanidines,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000166751,Nitrosomethylurethane,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000007812,Nitrosourea Compounds,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000008205,Nitrous Acid,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000147387,NITROUS OXIDE,,PharmacologicClass,NDF-RT
NDF-RT:N0000155923,NITROUS OXIDE 99% GAS,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155924,NITROUS OXIDE 99.9% GAS,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000007349,Nitrous Oxide,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000167132,Nitrovin,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000166605,Nitroxinil,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000021783,NIVEA,,PharmacologicClass,NDF-RT
NDF-RT:N0000158528,NIVEA AFTER SUN,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158529,NIVEA E/E LOTION,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158527,NIVEA SKIN OIL,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191289,NIVOLUMAB,,PharmacologicClass,NDF-RT
NDF-RT:N0000191347,"NIVOLUMAB 10MG/ML INJ,SOLN",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000147517,NIZATIDINE,,PharmacologicClass,NDF-RT
NDF-RT:N0000156415,NIZATIDINE 150MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000162413,"NIZATIDINE 150MG CAP,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000184584,"NIZATIDINE 15MG/ML SOLN,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156416,NIZATIDINE 300MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156417,NIZATIDINE 75MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000007324,Nizatidine,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000178720,NK Cell Lectin-Like Receptor Subfamily A,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000178860,NK Cell Lectin-Like Receptor Subfamily B,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000178861,NK Cell Lectin-Like Receptor Subfamily C,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000178825,NK Cell Lectin-Like Receptor Subfamily D,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000178862,NK Cell Lectin-Like Receptor Subfamily K,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000193047,"NLR Family, Pyrin Domain-Containing 3 Protein",[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000193161,NLR Proteins,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000178796,NM23 Nucleoside Diphosphate Kinases,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000020015,NMDA Receptor Antagonists,[MoA],PharmacologicClass,NDF-RT
NDF-RT:N0000181820,NMDA Receptor Glycine Antagonists,[MoA],PharmacologicClass,NDF-RT
NDF-RT:N0000022940,NO DATA,,PharmacologicClass,NDF-RT
NDF-RT:N0000181070,No-Reflow Phenomenon,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000160506,NO-RINSE SHAMPOO/BODY WASH,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000166258,Nobelium,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000007950,Noble Gases,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000002188,Nocardia Infections,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000183434,Nociceptive Pain,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000166936,Nocodazole,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000181028,Nocturia,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000181108,Nocturnal Enuresis,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000004028,Nocturnal Myoclonus Syndrome,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000004023,Nocturnal Paroxysmal Dystonia,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000175220,Nod Signaling Adaptor Proteins,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000175216,Nod1 Signaling Adaptor Protein,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000175217,Nod2 Signaling Adaptor Protein,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000009763,Nodal Depolarization,[PE],PharmacologicClass,NDF-RT
NDF-RT:N0000178841,Nodal Protein,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000009764,Nodal Repolarization,[PE],PharmacologicClass,NDF-RT
NDF-RT:N0000178840,Nodal Signaling Ligands,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000189390,Nodding Syndrome,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000168461,Nogalamycin,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000192999,Nogo Proteins,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000193101,Nogo Receptor 1,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000193094,Nogo Receptor 2,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000193045,Nogo Receptors,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000002189,Noma,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000166977,Nomifensine,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000191029,Non-alcoholic Fatty Liver Disease,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000168670,Non-Fibrillar Collagens,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000185628,Non-Filarial Lymphedema,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000175796,Non-narcotic Antitussive,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000175460,Non-Nucleoside Analog,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000009948,Non-Nucleoside Reverse Transcriptase Inhibitors,[MoA],PharmacologicClass,NDF-RT
NDF-RT:N0000192931,Non-ST Elevated Myocardial Infarction,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000185368,Non-Standardized Animal Dander Allergenic Extract,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000185363,Non-Standardized Animal Hair Allergenic Extract,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000185364,Non-Standardized Animal Skin Allergenic Extract,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000185369,Non-Standardized Bacterial Allergenic Extract,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000185370,Non-Standardized Chemical Allergen,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000185373,Non-Standardized Feather Allergenic Extract,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000185371,Non-Standardized Food Allergenic Extract,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000185372,Non-Standardized Fungal Allergenic Extract,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000185374,Non-Standardized House Dust Allergenic Extract,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000185365,Non-Standardized Insect Allergenic Extract,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000185366,Non-Standardized Insect Venom Allergenic Extract,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000185375,Non-Standardized Plant Allergenic Extract,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000185376,Non-Standardized Plant Fiber Allergenic Extract,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000185367,Non-Standardized Pollen Allergenic Extract,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000167281,Nonachlazine,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000186106,Noncompetitive AMPA Glutamate Receptor Antagonist,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000175704,Noncompetitive Cholinergic Nicotinic Antagonists,[MoA],PharmacologicClass,NDF-RT
NDF-RT:N0000181818,Noncompetitive NMDA Receptor Antagonists,[MoA],PharmacologicClass,NDF-RT
NDF-RT:N0000175687,Noncompetitive Opioid Antagonists,[MoA],PharmacologicClass,NDF-RT
NDF-RT:N0000175720,Nondepolarizing Neuromuscular Blocker,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000002190,"Nondisjunction, Genetic",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000175768,Nonergot Dopamine Agonist,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000169641,Nonheme Iron Proteins,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000169448,Nonmuscle Myosin Type IIA,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000169442,Nonmuscle Myosin Type IIB,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000002191,Nonodontogenic Cysts,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000147216,NONOXYNOL,,PharmacologicClass,NDF-RT
NDF-RT:N0000158371,"NONOXYNOL 100MG SUPP,VAG",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158372,"NONOXYNOL 1GM SPONGE,VAG",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000006214,Nonoxynol,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000179719,"Nonoxynol, 4-Sulfate, Ammonium Salt",[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000022958,NONOXYNOL-4 SULFATE,,PharmacologicClass,NDF-RT
NDF-RT:N0000148528,NONOXYNOL-9,,PharmacologicClass,NDF-RT
NDF-RT:N0000158379,"NONOXYNOL-9 1% AQ GEL,VAG",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158380,"NONOXYNOL-9 1% GEL,VAG",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158378,"NONOXYNOL-9 12.5% FOAM,VAG",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158375,"NONOXYNOL-9 150MG SUPP,VAG",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158377,"NONOXYNOL-9 2% GEL,VAG",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158376,"NONOXYNOL-9 2% GEL,VAG W/APPLICATOR",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158383,"NONOXYNOL-9 2.2% GEL,VAG",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191683,"NONOXYNOL-9 28% FILM,VAG",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158381,"NONOXYNOL-9 3% GEL,VAG",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158374,"NONOXYNOL-9 3.5% GEL,VAG",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158373,"NONOXYNOL-9 3.5% GEL,VAG,APPLICATOR,3.5GM",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178169,"NONOXYNOL-9 4% GEL,VAG,APPLICATOR,2.7GM",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158382,"NONOXYNOL-9 8% FOAM,VAG",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000179336,Nonoxynol-9,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000175721,Nonsteroidal Anti-inflammatory Compounds,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000175722,Nonsteroidal Anti-inflammatory Drug,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000171001,Nonsuppressible Insulin-Like Activity,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000002192,Noonan Syndrome,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000183565,NOPAL EXTRACT,,PharmacologicClass,NDF-RT
NDF-RT:N0000183864,NOPAL EXTRACT CAP/TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000186525,"NOR-QD 0.35MG TAB,28",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000186531,"NORA-BE 0.35MG TAB,28",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000167404,Norandrostanes,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000007827,Norbornanes,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000166921,Nordazepam,[Chemical/Ingredient],PharmacologicClass,NDF-RT
